Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,46714,Robeson,53847
13463,5482,Perquimans,6122
209339,97005,Johnston,105670
143667,55890,Randolph,60200
4937,2978,Hyde,3185
11137,5828,Alleghany,6245
58741,22147,Duplin,24566
11562,4046,Gates,4463
62317,32247,Haywood,34249
62806,24302,Stanly,26454
,144095,Missing,137930
81801,36787,Wilson,40019
4016,1760,Tyrrell,1919
123131,54475,Wayne,62375
27173,10721,Montgomery,11627
55949,26812,Lenoir,29530
34823,15257,Scotland,16767
169509,88829,Alamance,94394
10867,4650,Camden,5030
21069,9782,Greene,10668
142088,55760,Rowan,60757
19483,8385,Northampton,9099
68412,28617,Wilkes,32054
86111,37949,Lincoln,40794
82178,34690,Caldwell,37352
20724,8815,Polk,9374
71783,32909,Surry,35356
35858,19281,Macon,20666
11231,4574,Clay,5051
37667,16687,Yadkin,17929
197938,91671,Onslow,112794
44829,18802,Richmond,20918
261191,155017,Buncombe,162704
239859,116338,Union,123371
216453,104323,Cabarrus,111820
11580,5071,Washington,5882
135976,48084,Harnett,52894
90485,38214,Burke,41317
,82864,Out of State,92460
60443,34494,Granville,36705
224529,97552,Gaston,106689
51472,21465,Edgecombe,23674
56177,29192,Watauga,31458
55234,16162,Hoke,18289
18947,8956,Bertie,10066
39490,19775,Person,21189
46994,22936,Beaufort,24929
159551,75792,Catawba,81061
43938,21010,Jackson,22740
1111761,722517,Wake,757698
97947,42383,Cleveland,46690
63531,28751,Sampson,32028
55508,22020,Columbus,24124
22604,9702,Caswell,10610
18069,8184,Yancey,8856
61779,30142,Lee,32792
23677,9773,Hertford,10934
91010,41049,Rockingham,44358
1110356,616092,Mecklenburg,663047
69473,36051,Carteret,38816
14271,6857,Swain,7833
17557,8546,Avery,9291
44535,22119,Vance,24198
50010,23782,Halifax,25788
67029,24830,Rutherford,27572
94298,48276,Nash,52186
27203,13060,Ashe,14109
45591,18959,Stokes,20635
8441,3527,Graham,3981
63060,28691,Pender,31227
102139,52466,Craven,57845
537174,292378,Guilford,311791
21755,11327,Madison,11907
74470,39055,Chatham,41254
180742,85386,Pitt,91741
100880,52155,Moore,55442
382295,208662,Forsyth,224631
181806,84357,Iredell,90217
34385,17349,Transylvania,18037
22440,10445,Martin,11488
19731,9740,Warren,10486
9419,4269,Jones,4653
42846,21811,Davie,23113
335509,183288,Cumberland,210999
45756,21216,McDowell,23231
28612,11722,Cherokee,13034
13943,6841,Chowan,7839
148476,102851,Orange,106298
37497,14478,Alexander,15558
321488,203724,Durham,214482
117417,60892,Henderson,64186
39824,17732,Pasquotank,20228
12726,6651,Pamlico,7045
14964,6422,Mitchell,7077
27763,10310,Currituck,11487
142820,82802,Brunswick,87653
167609,70672,Davidson,76995
69685,33054,Franklin,35361
37009,24671,Dare,26019
32722,14504,Bladen,15944
234473,134142,New Hanover,142357
24446,9729,Anson,10731
,13,Hampton,16
