Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,42071,Robeson,50824
13463,5196,Perquimans,5914
209339,91441,Johnston,101393
143667,52356,Randolph,57648
4937,2917,Hyde,3144
11137,5562,Alleghany,6110
58741,20606,Duplin,23623
11562,3911,Gates,4400
62317,30448,Haywood,32416
62806,22812,Stanly,25188
,97480,Missing,108461
81801,34890,Wilson,38224
4016,1665,Tyrrell,1855
123131,51223,Wayne,59470
27173,10119,Montgomery,11152
55949,25052,Lenoir,28177
34823,14710,Scotland,16424
169509,84503,Alamance,90898
10867,4364,Camden,4727
21069,9193,Greene,10263
142088,64471,Rowan,70613
19483,8017,Northampton,8790
68412,26179,Wilkes,30568
86111,36293,Lincoln,39365
82178,32996,Caldwell,36094
20724,8491,Polk,9080
71783,31408,Surry,34184
35858,18733,Macon,20379
11231,4246,Clay,4781
37667,15586,Yadkin,17123
197938,86116,Onslow,106703
44829,17532,Richmond,20076
261191,159915,Buncombe,168461
239859,111412,Union,119286
216453,98821,Cabarrus,106932
11580,4768,Washington,5621
135976,45018,Harnett,50231
90485,36038,Burke,39637
,79024,Out of State,87259
60443,32796,Granville,35475
224529,92296,Gaston,101869
51472,20340,Edgecombe,22528
56177,28550,Watauga,30913
55234,24980,Hoke,28232
18947,8556,Bertie,9718
39490,18684,Person,20208
46994,21796,Beaufort,23910
159551,72656,Catawba,78701
43938,23272,Jackson,26344
1111761,702976,Wake,741678
97947,39527,Cleveland,44249
63531,26753,Sampson,30564
55508,20564,Columbus,23122
22604,9329,Caswell,10298
18069,7703,Yancey,8488
61779,29373,Lee,32218
23677,9246,Hertford,10541
91010,38765,Rockingham,42658
1110356,602711,Mecklenburg,651055
69473,35037,Carteret,38032
14271,5012,Swain,5625
17557,8199,Avery,8974
44535,20916,Vance,23130
50010,22420,Halifax,24625
67029,22870,Rutherford,26081
94298,45945,Nash,50024
27203,12430,Ashe,13705
45591,17978,Stokes,19825
8441,3101,Graham,3560
63060,27095,Pender,29963
102139,49741,Craven,54979
537174,288553,Guilford,309424
21755,10810,Madison,11421
74470,38179,Chatham,40780
180742,86374,Pitt,93534
100880,50106,Moore,53530
382295,200025,Forsyth,216741
181806,79541,Iredell,85089
34385,16762,Transylvania,17537
22440,9889,Martin,11002
19731,9316,Warren,10074
9419,4055,Jones,4447
42846,20759,Davie,22253
335509,176124,Cumberland,201794
45756,19388,McDowell,21896
28612,10634,Cherokee,12101
13943,6503,Chowan,7591
148476,117201,Orange,121604
37497,13881,Alexander,15094
321488,198199,Durham,209993
117417,57964,Henderson,61661
39824,16904,Pasquotank,19501
12726,6395,Pamlico,6835
14964,5955,Mitchell,6738
27763,9869,Currituck,11179
142820,79287,Brunswick,84675
167609,66102,Davidson,73076
69685,31296,Franklin,34041
37009,24050,Dare,25549
32722,13603,Bladen,15396
234473,134147,New Hanover,143621
24446,9221,Anson,10182
