Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,48381,Robeson,54781
13463,5622,Perquimans,6207
209339,99678,Johnston,107546
143667,57317,Randolph,61057
4937,3035,Hyde,3201
11137,5955,Alleghany,6340
58741,22812,Duplin,24930
11562,4174,Gates,4529
62317,33000,Haywood,34949
62806,24940,Stanly,26930
,154605,Missing,149026
81801,37872,Wilson,40792
4016,1804,Tyrrell,1938
123131,56678,Wayne,63421
27173,10949,Montgomery,11751
55949,27541,Lenoir,29884
34823,15632,Scotland,16971
169509,90393,Alamance,95668
10867,4895,Camden,5158
21069,10023,Greene,10807
142088,57115,Rowan,61737
19483,8504,Northampton,9189
68412,29783,Wilkes,32485
86111,39046,Lincoln,41603
82178,35491,Caldwell,37756
20724,8939,Polk,9446
71783,33929,Surry,36179
35858,19639,Macon,20839
11231,4767,Clay,5104
37667,17084,Yadkin,18117
197938,100859,Onslow,117576
44829,19316,Richmond,21195
261191,157258,Buncombe,164319
239859,119338,Union,125809
216453,107140,Cabarrus,114052
11580,5249,Washington,5968
135976,49447,Harnett,53656
90485,39050,Burke,41615
,85802,Out of State,97010
60443,35061,Granville,37146
224529,100193,Gaston,108917
51472,22226,Edgecombe,24191
56177,29659,Watauga,31809
55234,16600,Hoke,18630
18947,9232,Bertie,10222
39490,20141,Person,21470
46994,23430,Beaufort,25221
159551,77954,Catawba,82578
43938,21475,Jackson,23131
1111761,732512,Wake,767214
97947,43834,Cleveland,47515
63531,29661,Sampson,32460
55508,22610,Columbus,24373
22604,9915,Caswell,10722
18069,8358,Yancey,8951
61779,30744,Lee,33211
23677,10080,Hertford,11127
91010,42045,Rockingham,44890
1110356,630043,Mecklenburg,675806
69473,36846,Carteret,39426
14271,7126,Swain,8135
17557,8764,Avery,9417
44535,22602,Vance,24572
50010,24289,Halifax,26196
67029,25609,Rutherford,27929
94298,49488,Nash,53023
27203,13339,Ashe,14237
45591,19458,Stokes,20925
8441,3688,Graham,4049
63060,29504,Pender,31814
102139,55016,Craven,59725
537174,297043,Guilford,315451
21755,11494,Madison,12003
74470,39143,Chatham,41197
180742,87149,Pitt,93073
100880,52861,Moore,56161
382295,212336,Forsyth,227417
181806,86754,Iredell,92175
34385,17515,Transylvania,18136
22440,10769,Martin,11635
19731,9970,Warren,10651
9419,4399,Jones,4750
42846,22241,Davie,23412
335509,188880,Cumberland,215073
45756,21784,McDowell,23535
28612,12177,Cherokee,13166
13943,7033,Chowan,7951
148476,103545,Orange,107301
37497,14824,Alexander,15742
321488,206081,Durham,217161
117417,62278,Henderson,65352
39824,18279,Pasquotank,20741
12726,6748,Pamlico,7141
14964,6592,Mitchell,7147
27763,10486,Currituck,11747
142820,83834,Brunswick,88376
167609,72659,Davidson,78375
69685,33776,Franklin,35776
37009,24941,Dare,26176
32722,14846,Bladen,16076
234473,136393,New Hanover,144176
24446,10051,Anson,10960
