Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,41433,Robeson,50316
13463,5140,Perquimans,5878
209339,90873,Johnston,100884
143667,52078,Randolph,57385
4937,2911,Hyde,3134
11137,5536,Alleghany,6079
58741,20345,Duplin,23446
11562,3880,Gates,4344
62317,30351,Haywood,32328
62806,22644,Stanly,25024
,96528,Missing,107548
81801,34718,Wilson,38085
4016,1661,Tyrrell,1855
123131,50804,Wayne,58798
27173,10074,Montgomery,11122
55949,24880,Lenoir,27969
34823,14622,Scotland,16332
169509,84070,Alamance,90634
10867,4317,Camden,4624
21069,9137,Greene,10199
142088,64250,Rowan,70416
19483,7973,Northampton,8756
68412,25980,Wilkes,30320
86111,36103,Lincoln,39181
82178,32778,Caldwell,35917
20724,8469,Polk,9066
71783,31252,Surry,34034
35858,18633,Macon,20283
11231,4220,Clay,4754
37667,15492,Yadkin,17018
197938,85478,Onslow,105443
44829,17391,Richmond,19991
261191,159398,Buncombe,168032
239859,110913,Union,118909
216453,98375,Cabarrus,106531
11580,4740,Washington,5575
135976,44730,Harnett,49925
90485,35836,Burke,39412
,78858,Out of State,87104
60443,32667,Granville,35386
224529,91811,Gaston,101454
51472,20240,Edgecombe,22444
56177,28424,Watauga,30793
55234,24822,Hoke,28089
18947,8502,Bertie,9657
39490,18628,Person,20147
46994,21728,Beaufort,23818
159551,72302,Catawba,78351
43938,23202,Jackson,26260
1111761,700761,Wake,740011
97947,39314,Cleveland,44026
63531,26462,Sampson,30378
55508,20375,Columbus,22956
22604,9297,Caswell,10243
18069,7651,Yancey,8459
61779,29166,Lee,31953
23677,9198,Hertford,10455
91010,38596,Rockingham,42506
1110356,599872,Mecklenburg,649121
69473,34906,Carteret,37833
14271,4986,Swain,5600
17557,8165,Avery,8952
44535,20838,Vance,23027
50010,22278,Halifax,24496
67029,22683,Rutherford,25884
94298,45752,Nash,49819
27203,12376,Ashe,13650
45591,17866,Stokes,19736
8441,3094,Graham,3544
63060,26932,Pender,29822
102139,49504,Craven,54084
537174,287499,Guilford,308592
21755,10818,Madison,11398
74470,38086,Chatham,40675
180742,85908,Pitt,93180
100880,49942,Moore,53413
382295,199019,Forsyth,216041
181806,79155,Iredell,84635
34385,16699,Transylvania,17495
22440,9803,Martin,10947
19731,9286,Warren,10041
9419,4021,Jones,4425
42846,20639,Davie,22174
335509,175230,Cumberland,200584
45756,19268,McDowell,21782
28612,10563,Cherokee,12020
13943,6464,Chowan,7572
148476,116958,Orange,121475
37497,13845,Alexander,15048
321488,197432,Durham,209498
117417,57754,Henderson,61467
39824,16769,Pasquotank,19367
12726,6378,Pamlico,6814
14964,5924,Mitchell,6700
27763,9825,Currituck,11140
142820,78899,Brunswick,84374
167609,65713,Davidson,72734
69685,31132,Franklin,33882
37009,23971,Dare,25499
32722,13420,Bladen,15297
234473,133514,New Hanover,143168
24446,9148,Anson,10140
