Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,44194,Robeson,52113
13463,5316,Perquimans,6005
209339,93690,Johnston,102937
143667,53561,Randolph,58588
4937,2952,Hyde,3174
11137,5681,Alleghany,6155
58741,21184,Duplin,23982
11562,3987,Gates,4432
62317,30919,Haywood,32760
62806,23319,Stanly,25572
,101931,Missing,112137
81801,35570,Wilson,38854
4016,1727,Tyrrell,1896
123131,52706,Wayne,60884
27173,10328,Montgomery,11298
55949,25728,Lenoir,28670
34823,15049,Scotland,16660
169509,86123,Alamance,91976
10867,4533,Camden,4923
21069,9426,Greene,10423
142088,65821,Rowan,71650
19483,8183,Northampton,8911
68412,27151,Wilkes,31213
86111,36972,Lincoln,39926
82178,33683,Caldwell,36605
20724,8589,Polk,9148
71783,31966,Surry,34530
35858,19093,Macon,20620
11231,4368,Clay,4912
37667,16047,Yadkin,17435
197938,89003,Onslow,110945
44829,18051,Richmond,20351
261191,162353,Buncombe,170325
239859,113598,Union,120958
216453,100913,Cabarrus,108724
11580,4913,Washington,5733
135976,46020,Harnett,50980
90485,36959,Burke,40412
,80186,Out of State,88271
60443,33523,Granville,35877
224529,94389,Gaston,103402
51472,20716,Edgecombe,22827
56177,28869,Watauga,31190
55234,25635,Hoke,28638
18947,8768,Bertie,9932
39490,19076,Person,20507
46994,22228,Beaufort,24217
159551,74187,Catawba,80077
43938,23713,Jackson,26632
1111761,711932,Wake,747474
97947,40772,Cleveland,45162
63531,27459,Sampson,31102
55508,21145,Columbus,23481
22604,9483,Caswell,10413
18069,7891,Yancey,8605
61779,29999,Lee,32623
23677,9478,Hertford,10737
91010,39708,Rockingham,43262
1110356,613111,Mecklenburg,660016
69473,35568,Carteret,38451
14271,5112,Swain,5689
17557,8357,Avery,9126
44535,21406,Vance,23459
50010,22957,Halifax,25068
67029,23577,Rutherford,26583
94298,46780,Nash,50732
27203,12698,Ashe,13887
45591,18290,Stokes,20101
8441,3196,Graham,3636
63060,27709,Pender,30321
102139,50702,Craven,56059
537174,293189,Guilford,312871
21755,10975,Madison,11590
74470,38625,Chatham,40992
180742,87836,Pitt,94714
100880,50795,Moore,53936
382295,203655,Forsyth,219580
181806,81262,Iredell,87088
34385,16955,Transylvania,17654
22440,10134,Martin,11199
19731,9459,Warren,10205
9419,4120,Jones,4526
42846,21145,Davie,22535
335509,179762,Cumberland,205416
45756,20089,McDowell,22421
28612,10887,Cherokee,12360
13943,6683,Chowan,7769
148476,118235,Orange,122233
37497,14124,Alexander,15292
321488,200894,Durham,211725
117417,59018,Henderson,62336
39824,17305,Pasquotank,19890
12726,6483,Pamlico,6885
14964,6158,Mitchell,6894
27763,10042,Currituck,11278
142820,80386,Brunswick,85303
167609,67818,Davidson,74493
69685,31978,Franklin,34463
37009,24331,Dare,25799
32722,14035,Bladen,15619
234473,136370,New Hanover,145028
24446,9416,Anson,10417
