Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,47652,Robeson,54301
13463,5549,Perquimans,6167
209339,98221,Johnston,106384
143667,56732,Randolph,60676
4937,3013,Hyde,3191
11137,5883,Alleghany,6269
58741,22566,Duplin,24782
11562,4120,Gates,4495
62317,32465,Haywood,34370
62806,24632,Stanly,26702
,149297,Missing,143379
81801,37302,Wilson,40437
4016,1782,Tyrrell,1929
123131,55279,Wayne,62826
27173,10847,Montgomery,11692
55949,27166,Lenoir,29697
34823,15451,Scotland,16881
169509,89708,Alamance,95134
10867,4693,Camden,5067
21069,9925,Greene,10749
142088,56427,Rowan,61256
19483,8436,Northampton,9141
68412,29259,Wilkes,32306
86111,38358,Lincoln,41057
82178,35114,Caldwell,37563
20724,8881,Polk,9409
71783,33674,Surry,36021
35858,19491,Macon,20768
11231,4686,Clay,5083
37667,16900,Yadkin,18025
197938,93839,Onslow,114166
44829,19056,Richmond,21039
261191,156004,Buncombe,163311
239859,117524,Union,124244
216453,105402,Cabarrus,112421
11580,5162,Washington,5922
135976,48820,Harnett,53280
90485,38536,Burke,41394
,84399,Out of State,94754
60443,34826,Granville,36958
224529,98816,Gaston,107608
51472,21805,Edgecombe,23926
56177,29357,Watauga,31523
55234,16394,Hoke,18482
18947,9104,Bertie,10147
39490,19971,Person,21330
46994,23147,Beaufort,25050
159551,76792,Catawba,81497
43938,21310,Jackson,23010
1111761,726936,Wake,761244
97947,43084,Cleveland,47133
63531,29265,Sampson,32274
55508,22352,Columbus,24218
22604,9818,Caswell,10668
18069,8265,Yancey,8910
61779,30435,Lee,33030
23677,9940,Hertford,11040
91010,41602,Rockingham,44654
1110356,620905,Mecklenburg,666928
69473,36531,Carteret,39105
14271,7047,Swain,8065
17557,8683,Avery,9381
44535,22347,Vance,24382
50010,24076,Halifax,25979
67029,25267,Rutherford,27806
94298,48902,Nash,52591
27203,13195,Ashe,14165
45591,19229,Stokes,20775
8441,3628,Graham,4034
63060,29036,Pender,31388
102139,53145,Craven,58406
537174,294665,Guilford,313554
21755,11414,Madison,11936
74470,39018,Chatham,41282
180742,86191,Pitt,92240
100880,52466,Moore,55770
382295,210496,Forsyth,225916
181806,85277,Iredell,90808
34385,17429,Transylvania,18079
22440,10609,Martin,11547
19731,9864,Warren,10575
9419,4316,Jones,4687
42846,22057,Davie,23262
335509,185406,Cumberland,213101
45756,21532,McDowell,23379
28612,11986,Cherokee,13109
13943,6943,Chowan,7892
148476,103280,Orange,106981
37497,14606,Alexander,15589
321488,204855,Durham,215975
117417,61362,Henderson,64475
39824,17953,Pasquotank,20421
12726,6692,Pamlico,7088
14964,6525,Mitchell,7111
27763,10376,Currituck,11559
142820,83302,Brunswick,88006
167609,71699,Davidson,77763
69685,33439,Franklin,35545
37009,24821,Dare,26119
32722,14695,Bladen,16015
234473,135087,New Hanover,142905
24446,9898,Anson,10849
