Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,48749,Robeson,54985
13463,5649,Perquimans,6223
209339,100150,Johnston,107845
143667,57641,Randolph,61241
4937,3037,Hyde,3202
11137,5978,Alleghany,6383
58741,22902,Duplin,25006
11562,4193,Gates,4544
62317,33123,Haywood,35023
62806,25074,Stanly,27016
,157281,Missing,151769
81801,38106,Wilson,40971
4016,1829,Tyrrell,1945
123131,57037,Wayne,63630
27173,11002,Montgomery,11772
55949,27732,Lenoir,30020
34823,15727,Scotland,17028
169509,90787,Alamance,95942
10867,4937,Camden,5192
21069,10081,Greene,10837
142088,57496,Rowan,61936
19483,8523,Northampton,9202
68412,29934,Wilkes,32539
86111,39200,Lincoln,41712
82178,35674,Caldwell,37886
20724,8964,Polk,9456
71783,34414,Surry,36592
35858,19742,Macon,20888
11231,4797,Clay,5114
37667,17165,Yadkin,18155
197938,102504,Onslow,118513
44829,19420,Richmond,21257
261191,157655,Buncombe,164615
239859,119878,Union,126138
216453,107583,Cabarrus,114335
11580,5302,Washington,5983
135976,49758,Harnett,53856
90485,39185,Burke,41672
,86628,Out of State,97815
60443,35161,Granville,37260
224529,100832,Gaston,109411
51472,22358,Edgecombe,24281
56177,29753,Watauga,31848
55234,16721,Hoke,18729
18947,9305,Bertie,10259
39490,20319,Person,21508
46994,23557,Beaufort,25277
159551,78322,Catawba,82786
43938,21565,Jackson,23216
1111761,734676,Wake,768880
97947,44180,Cleveland,47670
63531,29819,Sampson,32540
55508,22710,Columbus,24430
22604,9959,Caswell,10743
18069,8398,Yancey,8977
61779,30961,Lee,33355
23677,10143,Hertford,11167
91010,42309,Rockingham,45066
1110356,632603,Mecklenburg,677270
69473,37019,Carteret,39545
14271,7181,Swain,8189
17557,8804,Avery,9438
44535,22710,Vance,24668
50010,24438,Halifax,26317
67029,25762,Rutherford,28019
94298,49735,Nash,53225
27203,13413,Ashe,14317
45591,19587,Stokes,21013
8441,3717,Graham,4054
63060,29602,Pender,31851
102139,55592,Craven,60116
537174,298198,Guilford,316284
21755,11549,Madison,12024
74470,39164,Chatham,41163
180742,87505,Pitt,93332
100880,53037,Moore,56296
382295,213224,Forsyth,227967
181806,87134,Iredell,92337
34385,17552,Transylvania,18167
22440,10815,Martin,11645
19731,10012,Warren,10683
9419,4413,Jones,4767
42846,22349,Davie,23478
335509,191163,Cumberland,216633
45756,21898,McDowell,23592
28612,12257,Cherokee,13199
13943,7068,Chowan,7972
148476,103778,Orange,107452
37497,14975,Alexander,15797
321488,206626,Durham,217629
117417,62518,Henderson,65515
39824,18424,Pasquotank,20862
12726,6761,Pamlico,7156
14964,6624,Mitchell,7156
27763,10552,Currituck,11801
142820,84076,Brunswick,88548
167609,73090,Davidson,78613
69685,33931,Franklin,35885
37009,25018,Dare,26204
32722,14911,Bladen,16120
234473,136812,New Hanover,144442
24446,10135,Anson,11056
