Population,People Fully Vaccinated,County,People Vaccinated with at Least One Dose
130625,45042,Robeson,52618
13463,5368,Perquimans,6027
209339,94532,Johnston,103484
143667,54169,Randolph,58857
4937,2954,Hyde,3176
11137,5724,Alleghany,6175
58741,21500,Duplin,24097
11562,3993,Gates,4435
62317,31046,Haywood,32839
62806,23453,Stanly,25699
,103463,Missing,113401
81801,35864,Wilson,39117
4016,1740,Tyrrell,1909
123131,53309,Wayne,61364
27173,10437,Montgomery,11361
55949,26030,Lenoir,28846
34823,15193,Scotland,16752
169509,86604,Alamance,92239
10867,4578,Camden,4967
21069,9523,Greene,10481
142088,66253,Rowan,72020
19483,8216,Northampton,8929
68412,27493,Wilkes,31396
86111,37223,Lincoln,40109
82178,33947,Caldwell,36757
20724,8621,Polk,9164
71783,32183,Surry,34710
35858,19188,Macon,20680
11231,4389,Clay,4929
37667,16189,Yadkin,17544
197938,90988,Onslow,112236
44829,18215,Richmond,20450
261191,162849,Buncombe,170598
239859,114133,Union,121373
216453,101592,Cabarrus,109090
11580,4955,Washington,5759
135976,46477,Harnett,51211
90485,37181,Burke,40507
,80967,Out of State,89415
60443,33670,Granville,35978
224529,95128,Gaston,103921
51472,20834,Edgecombe,22917
56177,28987,Watauga,31254
55234,25851,Hoke,28747
18947,8818,Bertie,9956
39490,19222,Person,20585
46994,22353,Beaufort,24347
159551,74641,Catawba,80401
43938,23804,Jackson,26680
1111761,714380,Wake,749282
97947,41172,Cleveland,45494
63531,27853,Sampson,31313
55508,21351,Columbus,23570
22604,9535,Caswell,10453
18069,7930,Yancey,8629
61779,30235,Lee,32793
23677,9556,Hertford,10765
91010,40011,Rockingham,43497
1110356,615803,Mecklenburg,662336
69473,35798,Carteret,38611
14271,5129,Swain,5701
17557,8378,Avery,9147
44535,21533,Vance,23563
50010,23101,Halifax,25193
67029,23782,Rutherford,26692
94298,47117,Nash,50931
27203,12750,Ashe,13902
45591,18434,Stokes,20213
8441,3219,Graham,3647
63060,27869,Pender,30435
102139,51149,Craven,56527
537174,294358,Guilford,313909
21755,11023,Madison,11625
74470,38727,Chatham,41020
180742,88337,Pitt,95008
100880,51089,Moore,54236
382295,204574,Forsyth,220307
181806,81782,Iredell,87846
34385,17001,Transylvania,17675
22440,10220,Martin,11246
19731,9512,Warren,10245
9419,4138,Jones,4541
42846,21313,Davie,22617
335509,182124,Cumberland,208134
45756,20287,McDowell,22526
28612,11019,Cherokee,12428
13943,6737,Chowan,7790
148476,118462,Orange,122479
37497,14209,Alexander,15340
321488,201487,Durham,212265
117417,59250,Henderson,62442
39824,17439,Pasquotank,19991
12726,6504,Pamlico,6897
14964,6209,Mitchell,6910
27763,10079,Currituck,11307
142820,80759,Brunswick,85527
167609,68368,Davidson,74844
69685,32193,Franklin,34595
37009,24379,Dare,25834
32722,14142,Bladen,15672
234473,136940,New Hanover,145378
24446,9462,Anson,10446
