Death by Date of Death,Total Cases by Date of Specimen collection,Total Molecular Cases by Date of Specimen Collection,County,Date,Total Antigen Cases by Date of Specimen Collection
0,3,2,Wilkes,2021-03-26,3
0,3,3,Wilkes,2021-04-02,3
0,3,4,Wilkes,2021-04-06,3
0,3,4,Wilkes,2021-04-14,3
0,3,9,Wilkes,2021-04-19,3
0,3,3,Wilkes,2021-04-20,3
0,3,2,Wilkes,2021-04-22,3
0,3,3,Wilkes,2021-04-26,3
0,3,5,Wilkes,2021-05-11,3
0,3,4,Wilkes,2021-05-22,3
0,3,1,Wilkes,2021-05-25,3
0,3,0,Wilkes,2021-05-30,3
0,3,12,Wilkes,2021-06-07,3
0,3,5,Wilkes,2021-06-10,3
0,3,1,Wilkes,2021-06-17,3
0,3,2,Wilkes,2021-06-29,3
0,3,3,Wilkes,2021-07-10,3
0,3,4,Wilkes,2021-07-12,3
0,3,2,Wilkes,2021-07-17,3
0,3,8,Wilkes,2021-07-21,3
0,3,10,Wilson,2021-03-31,3
0,3,11,Wilson,2021-04-18,3
0,3,5,Wilson,2021-04-30,3
0,3,1,Wilson,2021-05-14,3
0,3,5,Wilson,2021-05-17,3
0,3,7,Wilson,2021-05-25,3
0,3,5,Wilson,2021-05-30,3
0,3,3,Wilson,2021-06-04,3
0,3,2,Wilson,2021-06-16,3
0,3,5,Wilson,2021-06-23,3
0,3,7,Wilson,2021-07-07,3
0,3,4,Wilson,2021-07-15,3
0,3,4,Wilson,2021-07-16,3
0,3,6,Wilson,2021-07-21,3
0,3,7,Wilson,2021-07-22,3
0,3,4,Wilson,2021-07-25,3
0,3,15,Wilson,2021-07-26,3
0,3,9,Wilson,2021-07-28,3
0,3,8,Wilson,2021-08-07,3
0,3,2,Wilson,2021-09-18,3
0,3,7,Yadkin,2021-05-05,3
0,3,5,Yadkin,2021-05-16,3
0,3,2,Yadkin,2021-05-30,3
0,3,3,Yadkin,2021-07-13,3
0,3,3,Yadkin,2021-08-07,3
0,3,19,Yadkin,2021-08-11,3
0,3,29,Yadkin,2021-09-01,3
0,3,40,Yadkin,2021-09-02,3
0,3,33,Yadkin,2021-09-03,3
0,3,23,Yadkin,2021-09-09,3
0,3,0,Yancey,2021-04-08,3
0,3,2,Yancey,2021-04-12,3
0,3,6,Yancey,2021-04-20,3
0,3,2,Yancey,2021-05-05,3
0,3,0,Yancey,2021-07-22,3
0,3,17,Yancey,2021-08-02,3
0,3,11,Yancey,2021-08-06,3
0,3,7,Yancey,2021-08-24,3
0,3,41,Yancey,2021-08-30,3
0,3,11,Yancey,2021-09-02,3
0,3,18,Yancey,2021-09-15,3
0,4,16,Alamance,2021-07-20,4
0,4,16,Alamance,2021-07-22,4
0,4,81,Alamance,2021-08-10,4
0,4,18,Alamance,2021-09-18,4
0,4,2,Alexander,2021-06-28,4
0,4,3,Alleghany,2021-08-24,4
0,4,3,Anson,2021-04-15,4
0,4,8,Anson,2021-08-12,4
0,4,16,Anson,2021-08-23,4
0,4,2,Ashe,2021-03-25,4
0,4,2,Ashe,2021-03-29,4
0,4,8,Ashe,2021-08-10,4
0,4,22,Ashe,2021-08-24,4
0,4,16,Ashe,2021-08-25,4
0,4,11,Ashe,2021-08-31,4
0,4,20,Ashe,2021-09-14,4
0,4,3,Avery,2021-04-12,4
0,4,5,Avery,2021-04-13,4
0,4,5,Beaufort,2021-04-19,4
0,4,4,Beaufort,2021-07-27,4
0,4,16,Beaufort,2021-08-02,4
0,4,19,Beaufort,2021-08-09,4
0,4,20,Beaufort,2021-08-16,4
0,4,2,Bladen,2021-03-29,4
0,4,6,Bladen,2021-04-12,4
0,4,2,Bladen,2021-04-14,4
0,4,7,Bladen,2021-04-29,4
0,4,0,Bladen,2021-05-04,4
0,4,2,Bladen,2021-05-05,4
0,4,1,Bladen,2021-06-07,4
0,4,4,Bladen,2021-06-23,4
0,4,0,Bladen,2021-07-05,4
0,4,5,Bladen,2021-07-12,4
0,4,12,Bladen,2021-07-23,4
0,4,6,Bladen,2021-07-24,4
0,4,7,Bladen,2021-09-11,4
0,4,14,Brunswick,2021-03-30,4
0,4,14,Brunswick,2021-04-14,4
0,4,13,Brunswick,2021-04-19,4
0,4,7,Brunswick,2021-04-25,4
0,4,15,Brunswick,2021-04-27,4
0,4,10,Brunswick,2021-07-07,4
0,4,52,Brunswick,2021-07-31,4
0,4,51,Brunswick,2021-08-14,4
0,4,14,Buncombe,2021-04-18,4
0,4,6,Buncombe,2021-05-09,4
0,4,16,Buncombe,2021-05-14,4
0,4,7,Buncombe,2021-06-01,4
0,4,4,Buncombe,2021-06-04,4
0,4,3,Buncombe,2021-06-18,4
0,4,26,Buncombe,2021-07-24,4
0,4,10,Burke,2021-04-01,4
0,4,3,Burke,2021-05-25,4
0,4,8,Burke,2021-07-12,4
0,4,13,Cabarrus,2021-05-25,4
0,4,8,Cabarrus,2021-05-27,4
0,4,10,Cabarrus,2021-06-23,4
0,4,11,Cabarrus,2021-06-27,4
0,4,17,Cabarrus,2021-07-07,4
0,4,0,Caldwell,2021-03-28,4
0,4,6,Caldwell,2021-03-29,4
0,4,4,Caldwell,2021-04-07,4
0,4,4,Caldwell,2021-04-16,4
0,4,2,Caldwell,2021-04-18,4
0,4,6,Caldwell,2021-04-20,4
0,4,4,Caldwell,2021-04-22,4
0,4,9,Caldwell,2021-04-29,4
0,4,7,Caldwell,2021-04-30,4
0,4,4,Caldwell,2021-05-06,4
0,4,10,Caldwell,2021-05-10,4
0,4,3,Caldwell,2021-05-18,4
0,4,2,Caldwell,2021-05-26,4
0,4,17,Caldwell,2021-07-22,4
0,4,19,Caldwell,2021-08-08,4
0,4,39,Caldwell,2021-08-16,4
0,4,30,Caldwell,2021-08-22,4
0,4,24,Caldwell,2021-09-17,4
0,4,7,Carteret,2021-04-02,4
0,4,3,Carteret,2021-04-06,4
0,4,6,Carteret,2021-04-22,4
0,4,1,Carteret,2021-05-05,4
0,4,2,Carteret,2021-06-04,4
0,4,4,Carteret,2021-07-13,4
0,4,6,Carteret,2021-07-19,4
0,4,27,Caswell,2021-09-08,4
0,4,9,Catawba,2021-04-24,4
0,4,5,Catawba,2021-05-16,4
0,4,4,Catawba,2021-05-22,4
0,4,4,Catawba,2021-05-26,4
0,4,5,Catawba,2021-06-04,4
0,4,6,Catawba,2021-06-10,4
0,4,11,Catawba,2021-07-06,4
0,4,9,Catawba,2021-07-14,4
0,4,7,Chatham,2021-04-01,4
0,4,8,Chatham,2021-04-12,4
0,4,3,Chatham,2021-04-23,4
0,4,4,Chatham,2021-05-13,4
0,4,5,Chatham,2021-06-01,4
0,4,1,Chatham,2021-06-28,4
0,4,4,Chatham,2021-07-06,4
0,4,4,Chatham,2021-07-14,4
0,4,8,Chatham,2021-07-15,4
0,4,2,Chatham,2021-07-16,4
0,4,7,Chatham,2021-07-20,4
0,4,12,Chatham,2021-07-21,4
0,4,8,Chatham,2021-07-23,4
0,4,19,Chatham,2021-07-26,4
0,4,9,Chatham,2021-07-31,4
0,4,8,Chatham,2021-08-14,4
0,4,20,Chatham,2021-08-28,4
0,4,19,Chatham,2021-09-03,4
0,4,22,Chatham,2021-09-10,4
0,4,10,Cherokee,2021-04-19,4
0,4,8,Cherokee,2021-04-26,4
0,4,8,Cherokee,2021-07-30,4
0,4,25,Cherokee,2021-09-10,4
0,4,31,Cherokee,2021-09-12,4
0,4,11,Chowan,2021-08-24,4
0,4,4,Clay,2021-04-21,4
0,4,3,Clay,2021-07-26,4
0,4,13,Clay,2021-08-19,4
0,4,3,Cleveland,2021-04-03,4
0,4,13,Cleveland,2021-04-19,4
0,4,14,Cleveland,2021-04-21,4
0,4,10,Cleveland,2021-04-23,4
0,4,7,Cleveland,2021-04-24,4
0,4,15,Cleveland,2021-04-27,4
0,4,16,Cleveland,2021-05-03,4
0,4,13,Cleveland,2021-07-16,4
0,4,18,Cleveland,2021-07-23,4
0,4,30,Cleveland,2021-07-26,4
0,4,34,Cleveland,2021-07-30,4
0,4,63,Cleveland,2021-08-02,4
0,4,63,Cleveland,2021-08-05,4
0,4,3,Columbus,2021-03-30,4
0,4,4,Columbus,2021-04-07,4
0,4,4,Columbus,2021-04-20,4
0,4,3,Columbus,2021-04-22,4
0,4,2,Columbus,2021-04-28,4
0,4,1,Columbus,2021-06-01,4
0,4,0,Columbus,2021-06-16,4
0,4,2,Columbus,2021-06-28,4
0,4,4,Columbus,2021-07-06,4
0,4,6,Craven,2021-03-25,4
0,4,9,Craven,2021-04-09,4
0,4,6,Craven,2021-05-06,4
0,4,4,Craven,2021-06-03,4
0,4,8,Craven,2021-07-31,4
0,4,33,Cumberland,2021-05-27,4
0,4,24,Cumberland,2021-06-16,4
0,4,12,Cumberland,2021-06-17,4
0,4,12,Cumberland,2021-06-24,4
0,4,58,Cumberland,2021-07-25,4
0,4,5,Currituck,2021-04-28,4
0,4,10,Currituck,2021-08-12,4
0,4,13,Currituck,2021-08-16,4
0,4,19,Currituck,2021-08-24,4
0,4,15,Currituck,2021-08-28,4
0,4,9,Currituck,2021-08-29,4
0,4,9,Currituck,2021-09-05,4
0,4,23,Davidson,2021-03-25,4
0,4,24,Davidson,2021-04-22,4
0,4,20,Davidson,2021-04-25,4
0,4,29,Davidson,2021-04-27,4
0,4,41,Davidson,2021-05-03,4
0,4,8,Davidson,2021-05-09,4
0,4,24,Davidson,2021-05-10,4
0,4,29,Davidson,2021-05-13,4
0,4,30,Davidson,2021-05-17,4
0,4,14,Davidson,2021-05-26,4
0,4,68,Davidson,2021-08-21,4
0,4,4,Davie,2021-03-26,4
0,4,5,Davie,2021-04-03,4
0,4,4,Davie,2021-04-09,4
0,4,2,Davie,2021-04-11,4
0,4,4,Davie,2021-04-22,4
0,4,4,Davie,2021-04-25,4
0,4,3,Davie,2021-05-01,4
0,4,4,Davie,2021-05-03,4
0,4,3,Davie,2021-05-21,4
0,4,2,Davie,2021-07-01,4
0,4,4,Davie,2021-07-06,4
0,4,13,Davie,2021-08-07,4
0,4,49,Davie,2021-08-16,4
0,4,35,Davie,2021-09-13,4
0,4,2,Duplin,2021-03-24,4
0,4,4,Duplin,2021-03-31,4
0,4,9,Duplin,2021-04-07,4
0,4,2,Duplin,2021-04-09,4
0,4,2,Duplin,2021-04-11,4
0,4,1,Duplin,2021-04-17,4
0,4,4,Duplin,2021-04-22,4
0,4,16,Duplin,2021-04-26,4
0,4,3,Duplin,2021-04-28,4
0,4,0,Duplin,2021-06-21,4
0,4,3,Duplin,2021-07-09,4
0,4,4,Duplin,2021-07-14,4
0,4,8,Duplin,2021-07-20,4
0,4,26,Duplin,2021-09-10,4
0,4,16,Duplin,2021-09-16,4
0,4,33,Durham,2021-03-30,4
0,4,21,Durham,2021-04-17,4
0,4,34,Durham,2021-04-21,4
0,4,27,Durham,2021-04-24,4
0,4,24,Durham,2021-04-25,4
0,4,32,Durham,2021-04-27,4
0,4,24,Durham,2021-05-01,4
0,4,19,Durham,2021-05-13,4
0,4,15,Durham,2021-05-14,4
0,4,14,Durham,2021-07-01,4
0,4,12,Durham,2021-07-12,4
0,4,17,Durham,2021-07-15,4
0,4,9,Durham,2021-07-17,4
0,4,20,Durham,2021-07-19,4
0,4,40,Durham,2021-07-26,4
0,4,53,Durham,2021-08-15,4
0,4,105,Durham,2021-09-03,4
0,4,20,Edgecombe,2021-04-26,4
0,4,49,Edgecombe,2021-08-30,4
0,4,16,Forsyth,2021-03-28,4
0,4,16,Forsyth,2021-05-15,4
0,4,37,Forsyth,2021-05-17,4
0,4,9,Forsyth,2021-05-23,4
0,4,20,Forsyth,2021-05-28,4
0,4,10,Forsyth,2021-06-01,4
0,4,11,Forsyth,2021-06-02,4
0,4,13,Forsyth,2021-07-09,4
0,4,18,Forsyth,2021-07-12,4
0,4,19,Forsyth,2021-07-17,4
0,4,35,Franklin,2021-04-05,4
0,4,33,Franklin,2021-04-07,4
0,4,22,Franklin,2021-05-03,4
0,4,21,Franklin,2021-08-04,4
0,4,37,Franklin,2021-08-17,4
0,4,65,Gaston,2021-04-13,4
0,4,29,Gaston,2021-05-11,4
0,4,10,Gaston,2021-05-22,4
0,4,10,Gaston,2021-05-29,4
0,4,11,Gaston,2021-06-07,4
0,4,3,Gaston,2021-06-10,4
0,4,10,Gaston,2021-06-16,4
0,4,5,Gaston,2021-06-23,4
0,4,4,Gaston,2021-06-24,4
0,4,5,Gaston,2021-07-01,4
0,4,5,Gaston,2021-07-02,4
0,4,5,Gaston,2021-07-07,4
0,4,14,Gaston,2021-07-14,4
0,4,43,Gaston,2021-07-24,4
0,4,43,Gaston,2021-07-25,4
0,4,2,Gates,2021-08-09,4
0,4,8,Gates,2021-08-23,4
0,4,3,Gates,2021-08-24,4
0,4,1,Gates,2021-09-11,4
0,4,3,Graham,2021-07-26,4
0,4,2,Graham,2021-07-27,4
0,4,2,Graham,2021-07-30,4
0,4,4,Graham,2021-08-21,4
0,4,1,Graham,2021-08-28,4
0,4,4,Graham,2021-09-05,4
0,4,3,Graham,2021-09-11,4
0,4,3,Granville,2021-05-03,4
0,4,23,Granville,2021-08-30,4
0,4,27,Granville,2021-09-08,4
0,4,5,Greene,2021-06-04,4
0,4,8,Guilford,2021-05-09,4
0,4,19,Guilford,2021-06-04,4
0,4,9,Guilford,2021-06-06,4
0,4,11,Guilford,2021-06-22,4
0,4,9,Guilford,2021-07-01,4
0,4,4,Guilford,2021-07-03,4
0,4,16,Guilford,2021-07-07,4
0,4,17,Guilford,2021-07-10,4
0,4,1,Halifax,2021-04-30,4
0,4,20,Halifax,2021-08-02,4
0,4,24,Halifax,2021-08-13,4
0,4,33,Halifax,2021-08-16,4
0,4,50,Halifax,2021-09-01,4
0,4,27,Halifax,2021-09-10,4
0,4,8,Halifax,2021-09-12,4
0,4,7,Harnett,2021-04-17,4
0,4,9,Harnett,2021-04-18,4
0,4,25,Harnett,2021-04-19,4
0,4,10,Harnett,2021-05-01,4
0,4,9,Harnett,2021-05-07,4
0,4,11,Harnett,2021-05-21,4
0,4,19,Harnett,2021-06-01,4
0,4,2,Harnett,2021-06-10,4
0,4,8,Harnett,2021-07-05,4
0,4,9,Harnett,2021-07-18,4
0,4,25,Harnett,2021-07-20,4
0,4,4,Haywood,2021-03-26,4
0,4,4,Haywood,2021-03-28,4
0,4,9,Haywood,2021-03-31,4
0,4,5,Haywood,2021-04-20,4
0,4,4,Haywood,2021-05-03,4
0,4,4,Haywood,2021-05-20,4
0,4,7,Haywood,2021-07-16,4
0,4,10,Haywood,2021-07-25,4
0,4,13,Haywood,2021-07-30,4
0,4,13,Haywood,2021-09-05,4
0,4,12,Henderson,2021-03-25,4
0,4,10,Henderson,2021-04-02,4
0,4,2,Henderson,2021-04-03,4
0,4,5,Henderson,2021-04-04,4
0,4,11,Henderson,2021-04-28,4
0,4,3,Henderson,2021-05-13,4
0,4,6,Henderson,2021-05-14,4
0,4,2,Henderson,2021-05-15,4
0,4,2,Henderson,2021-06-07,4
0,4,18,Henderson,2021-07-22,4
0,4,22,Henderson,2021-07-27,4
0,4,26,Henderson,2021-08-01,4
0,4,42,Henderson,2021-08-08,4
0,4,44,Henderson,2021-08-28,4
0,4,14,Hertford,2021-09-02,4
0,4,13,Hoke,2021-04-13,4
0,4,9,Hoke,2021-05-17,4
0,4,8,Hoke,2021-07-13,4
0,4,4,Hoke,2021-07-25,4
0,4,24,Hoke,2021-08-03,4
0,4,23,Hoke,2021-08-12,4
0,4,26,Hoke,2021-08-18,4
0,4,38,Hoke,2021-09-08,4
0,4,23,Hoke,2021-09-10,4
0,4,19,Hoke,2021-09-14,4
0,4,0,Hyde,2021-04-08,4
0,4,8,Iredell,2021-05-28,4
0,4,8,Iredell,2021-06-17,4
0,4,1,Iredell,2021-06-18,4
0,4,1,Iredell,2021-06-24,4
0,4,20,Jackson,2021-08-20,4
0,4,11,Jackson,2021-09-12,4
0,4,27,Jackson,2021-09-13,4
0,4,8,Johnston,2021-05-16,4
0,4,6,Johnston,2021-06-09,4
0,4,4,Johnston,2021-06-11,4
0,4,4,Johnston,2021-06-14,4
0,4,13,Johnston,2021-06-16,4
0,4,4,Johnston,2021-06-25,4
0,4,7,Johnston,2021-07-02,4
0,4,16,Johnston,2021-07-03,4
0,4,7,Jones,2021-09-02,4
0,4,5,Jones,2021-09-08,4
0,4,12,Jones,2021-09-09,4
0,4,9,Jones,2021-09-10,4
0,4,7,Jones,2021-09-14,4
0,4,6,Lee,2021-04-14,4
0,4,4,Lee,2021-04-19,4
0,4,9,Lee,2021-04-26,4
0,4,16,Lee,2021-07-24,4
0,4,9,Lee,2021-07-25,4
0,4,21,Lee,2021-07-28,4
0,4,14,Lee,2021-08-08,4
0,4,32,Lee,2021-08-09,4
0,4,19,Lee,2021-08-14,4
0,4,45,Lee,2021-08-18,4
0,4,29,Lee,2021-09-04,4
0,4,25,Lee,2021-09-06,4
0,4,4,Lenoir,2021-04-07,4
0,4,11,Lenoir,2021-04-19,4
0,4,3,Lenoir,2021-04-24,4
0,4,11,Lenoir,2021-05-17,4
0,4,8,Lenoir,2021-05-19,4
0,4,8,Lenoir,2021-05-25,4
0,4,6,Lenoir,2021-07-23,4
0,4,4,Lenoir,2021-07-24,4
0,4,33,Lenoir,2021-08-19,4
0,4,13,Lincoln,2021-03-25,4
0,4,5,Lincoln,2021-03-27,4
0,4,9,Lincoln,2021-04-19,4
0,4,9,Lincoln,2021-04-25,4
0,4,11,Lincoln,2021-04-30,4
0,4,6,Lincoln,2021-05-02,4
0,4,10,Lincoln,2021-05-07,4
0,4,6,Lincoln,2021-05-15,4
0,4,4,Lincoln,2021-06-01,4
0,4,10,Lincoln,2021-07-16,4
0,4,22,Lincoln,2021-07-21,4
0,4,40,Lincoln,2021-08-03,4
0,4,54,Lincoln,2021-08-04,4
0,4,33,Lincoln,2021-08-08,4
0,4,2,Macon,2021-04-07,4
0,4,0,Macon,2021-04-14,4
0,4,3,Macon,2021-04-16,4
0,4,22,Macon,2021-08-02,4
0,4,20,Macon,2021-08-04,4
0,4,0,Madison,2021-04-01,4
0,4,32,Madison,2021-09-07,4
0,4,15,Madison,2021-09-09,4
0,4,3,Martin,2021-07-21,4
0,4,7,Martin,2021-08-19,4
0,4,27,Martin,2021-08-23,4
0,4,22,Martin,2021-08-26,4
0,4,32,Martin,2021-09-02,4
0,4,9,Martin,2021-09-03,4
0,4,4,McDowell,2021-03-30,4
0,4,8,McDowell,2021-04-12,4
0,4,6,McDowell,2021-04-16,4
0,4,4,McDowell,2021-04-30,4
0,4,10,McDowell,2021-07-31,4
0,4,9,McDowell,2021-08-07,4
0,4,0,Mitchell,2021-04-08,4
0,4,1,Mitchell,2021-04-28,4
0,4,25,Montgomery,2021-08-10,4
0,4,19,Montgomery,2021-08-27,4
0,4,14,Moore,2021-03-24,4
0,4,12,Moore,2021-03-30,4
0,4,10,Moore,2021-04-14,4
0,4,35,Moore,2021-08-02,4
0,4,59,Moore,2021-09-05,4
0,4,96,Moore,2021-09-14,4
0,4,16,Nash,2021-03-27,4
0,4,30,Nash,2021-04-05,4
0,4,21,Nash,2021-04-07,4
0,4,20,Nash,2021-04-08,4
0,4,11,Nash,2021-04-18,4
0,4,15,Nash,2021-04-24,4
0,4,12,Nash,2021-04-25,4
0,4,19,Nash,2021-04-28,4
0,4,10,Nash,2021-05-01,4
0,4,16,Nash,2021-05-04,4
0,4,6,Nash,2021-06-01,4
0,4,18,Nash,2021-07-29,4
0,4,24,Nash,2021-08-04,4
0,4,26,Nash,2021-08-05,4
0,4,16,Nash,2021-08-14,4
0,4,59,Nash,2021-08-26,4
0,4,48,Nash,2021-08-27,4
0,4,40,Nash,2021-09-17,4
0,4,14,Nash,2021-09-18,4
0,4,4,New Hanover,2021-05-08,4
0,4,11,New Hanover,2021-05-13,4
0,4,4,New Hanover,2021-05-22,4
0,4,3,New Hanover,2021-05-26,4
0,4,8,New Hanover,2021-05-27,4
0,4,7,New Hanover,2021-06-05,4
0,4,5,New Hanover,2021-06-08,4
0,4,4,New Hanover,2021-06-27,4
0,4,7,New Hanover,2021-07-07,4
0,4,9,New Hanover,2021-07-16,4
0,4,20,Onslow,2021-03-30,4
0,4,18,Onslow,2021-04-11,4
0,4,57,Onslow,2021-04-15,4
0,4,16,Onslow,2021-04-18,4
0,4,43,Onslow,2021-04-20,4
0,4,42,Onslow,2021-04-30,4
0,4,36,Onslow,2021-05-17,4
0,4,28,Onslow,2021-05-19,4
0,4,11,Onslow,2021-05-20,4
0,4,9,Onslow,2021-05-28,4
0,4,5,Onslow,2021-06-03,4
0,4,13,Onslow,2021-06-11,4
0,4,16,Onslow,2021-07-08,4
0,4,35,Onslow,2021-07-09,4
0,4,18,Onslow,2021-07-11,4
0,4,14,Onslow,2021-07-24,4
0,4,61,Onslow,2021-08-07,4
0,4,26,Orange,2021-04-05,4
0,4,13,Orange,2021-04-07,4
0,4,20,Orange,2021-04-12,4
0,4,18,Orange,2021-04-15,4
0,4,17,Orange,2021-04-21,4
0,4,9,Orange,2021-04-23,4
0,4,2,Orange,2021-05-04,4
0,4,2,Orange,2021-06-30,4
0,4,3,Orange,2021-07-21,4
0,4,6,Orange,2021-07-22,4
0,4,39,Orange,2021-08-02,4
0,4,33,Orange,2021-08-06,4
0,4,24,Orange,2021-08-10,4
0,4,26,Orange,2021-08-13,4
0,4,34,Orange,2021-08-18,4
0,4,2,Pamlico,2021-03-26,4
0,4,7,Pamlico,2021-08-31,4
0,4,5,Pamlico,2021-09-03,4
0,4,14,Pamlico,2021-09-06,4
0,4,7,Pasquotank,2021-08-04,4
0,4,18,Pasquotank,2021-08-19,4
0,4,17,Pasquotank,2021-09-03,4
0,4,9,Pasquotank,2021-09-12,4
0,4,9,Pender,2021-04-01,4
0,4,4,Pender,2021-04-08,4
0,4,2,Pender,2021-04-11,4
0,4,6,Pender,2021-04-13,4
0,4,8,Pender,2021-04-14,4
0,4,11,Pender,2021-04-19,4
0,4,13,Pender,2021-04-27,4
0,4,6,Pender,2021-05-04,4
0,4,3,Pender,2021-05-05,4
0,4,4,Pender,2021-05-07,4
0,4,2,Pender,2021-07-01,4
0,4,3,Pender,2021-07-09,4
0,4,19,Pender,2021-07-28,4
0,4,34,Pender,2021-08-04,4
0,4,13,Pender,2021-08-22,4
0,4,23,Pender,2021-09-05,4
0,4,56,Pender,2021-09-09,4
0,4,28,Pender,2021-09-16,4
0,4,6,Perquimans,2021-08-17,4
0,4,13,Perquimans,2021-09-02,4
0,4,5,Person,2021-03-25,4
0,4,3,Person,2021-05-17,4
0,4,1,Person,2021-07-14,4
0,4,5,Person,2021-07-20,4
0,4,4,Person,2021-07-21,4
0,4,6,Person,2021-07-23,4
0,4,22,Person,2021-08-27,4
0,4,46,Person,2021-09-09,4
0,4,6,Person,2021-09-17,4
0,4,53,Pitt,2021-04-05,4
0,4,42,Pitt,2021-04-16,4
0,4,55,Pitt,2021-04-26,4
0,4,36,Pitt,2021-04-27,4
0,4,41,Pitt,2021-05-04,4
0,4,38,Pitt,2021-05-26,4
0,4,74,Pitt,2021-08-03,4
0,4,1,Polk,2021-04-10,4
0,4,1,Polk,2021-04-22,4
0,4,0,Polk,2021-05-03,4
0,4,1,Polk,2021-05-20,4
0,4,6,Polk,2021-08-09,4
0,4,7,Polk,2021-08-16,4
0,4,8,Polk,2021-08-26,4
0,4,7,Polk,2021-09-17,4
0,4,18,Randolph,2021-05-03,4
0,4,2,Randolph,2021-05-27,4
0,4,10,Randolph,2021-06-01,4
0,4,7,Randolph,2021-06-02,4
0,4,6,Randolph,2021-06-03,4
0,4,1,Randolph,2021-06-06,4
0,4,3,Randolph,2021-06-17,4
0,4,2,Randolph,2021-07-08,4
0,4,6,Randolph,2021-07-24,4
0,4,6,Richmond,2021-04-07,4
0,4,6,Richmond,2021-04-15,4
0,4,9,Richmond,2021-04-21,4
0,4,1,Richmond,2021-06-02,4
0,4,8,Richmond,2021-07-11,4
0,4,15,Richmond,2021-07-28,4
0,4,23,Richmond,2021-08-27,4
0,4,7,Robeson,2021-03-31,4
0,4,3,Robeson,2021-04-10,4
0,4,9,Robeson,2021-04-18,4
0,4,6,Robeson,2021-05-14,4
0,4,2,Robeson,2021-05-21,4
0,4,4,Robeson,2021-06-07,4
0,4,8,Robeson,2021-06-14,4
0,4,5,Robeson,2021-06-25,4
0,4,5,Robeson,2021-06-27,4
0,4,10,Rockingham,2021-03-29,4
0,4,3,Rockingham,2021-04-10,4
0,4,6,Rockingham,2021-04-16,4
0,4,11,Rockingham,2021-04-29,4
0,4,15,Rockingham,2021-04-30,4
0,4,3,Rockingham,2021-05-01,4
0,4,10,Rockingham,2021-05-13,4
0,4,4,Rockingham,2021-05-24,4
0,4,3,Rockingham,2021-05-27,4
0,4,7,Rockingham,2021-07-12,4
0,4,4,Rockingham,2021-07-13,4
0,4,13,Rockingham,2021-07-20,4
0,4,19,Rockingham,2021-08-04,4
0,4,64,Rockingham,2021-09-01,4
0,4,83,Rockingham,2021-09-14,4
0,4,30,Rowan,2021-03-30,4
0,4,28,Rowan,2021-04-22,4
0,4,22,Rowan,2021-07-24,4
0,4,23,Rowan,2021-07-25,4
0,4,69,Rowan,2021-08-04,4
0,4,6,Rutherford,2021-03-30,4
0,4,4,Rutherford,2021-04-06,4
0,4,4,Rutherford,2021-04-18,4
0,4,4,Rutherford,2021-04-22,4
0,4,9,Rutherford,2021-05-03,4
0,4,8,Rutherford,2021-05-08,4
0,4,11,Rutherford,2021-07-13,4
0,4,20,Rutherford,2021-07-27,4
0,4,45,Rutherford,2021-08-17,4
0,4,34,Rutherford,2021-08-18,4
0,4,13,Sampson,2021-04-07,4
0,4,1,Sampson,2021-04-11,4
0,4,7,Sampson,2021-04-20,4
0,4,6,Sampson,2021-04-22,4
0,4,5,Sampson,2021-04-24,4
0,4,3,Sampson,2021-04-28,4
0,4,1,Sampson,2021-05-04,4
0,4,1,Sampson,2021-05-06,4
0,4,1,Sampson,2021-05-20,4
0,4,3,Sampson,2021-06-15,4
0,4,5,Sampson,2021-07-16,4
0,4,6,Sampson,2021-07-17,4
0,4,4,Sampson,2021-07-18,4
0,4,0,Scotland,2021-05-01,4
0,4,2,Scotland,2021-05-10,4
0,4,0,Scotland,2021-05-24,4
0,4,1,Scotland,2021-06-09,4
0,4,2,Scotland,2021-07-18,4
0,4,16,Scotland,2021-07-26,4
0,4,6,Scotland,2021-08-01,4
0,4,9,Scotland,2021-08-05,4
0,4,5,Scotland,2021-08-07,4
0,4,6,Scotland,2021-09-11,4
0,4,19,Stanly,2021-03-29,4
0,4,19,Stanly,2021-07-26,4
0,4,33,Stanly,2021-08-06,4
0,4,7,Stokes,2021-04-12,4
0,4,2,Stokes,2021-04-22,4
0,4,11,Stokes,2021-04-26,4
0,4,6,Stokes,2021-05-02,4
0,4,3,Stokes,2021-05-12,4
0,4,7,Stokes,2021-05-20,4
0,4,1,Stokes,2021-06-08,4
0,4,8,Stokes,2021-08-15,4
0,4,8,Stokes,2021-08-29,4
0,4,20,Stokes,2021-09-04,4
0,4,6,Stokes,2021-09-05,4
0,4,28,Stokes,2021-09-15,4
0,4,1,Surry,2021-03-28,4
0,4,3,Surry,2021-04-02,4
0,4,5,Surry,2021-04-08,4
0,4,6,Surry,2021-04-13,4
0,4,14,Surry,2021-04-15,4
0,4,13,Surry,2021-04-26,4
0,4,8,Surry,2021-04-27,4
0,4,3,Surry,2021-05-15,4
0,4,19,Surry,2021-08-21,4
0,4,25,Surry,2021-09-12,4
0,4,16,Surry,2021-09-17,4
0,4,3,Swain,2021-08-02,4
0,4,9,Swain,2021-08-18,4
0,4,4,Swain,2021-09-12,4
0,4,5,Transylvania,2021-03-25,4
0,4,5,Transylvania,2021-04-05,4
0,4,4,Transylvania,2021-04-08,4
0,4,2,Transylvania,2021-04-18,4
