First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13704,11389,1090,674,Currituck,2226,10388,1840,8875
12373,11105,212,115,Anson,3045,9116,2678,8312
9502,7764,4051,2826,Swain,1325,4126,1131,3807
34713,29762,1536,1000,Pender,10784,22393,9158,19604
7777,6471,123,75,Mitchell,1275,6379,952,5444
23492,20255,491,279,Richmond,5558,17443,4611,15365
37761,31939,1572,986,Haywood,8645,27544,7431,23522
120817,104604,1954,1093,Gaston,42898,75965,38479,65032
68138,60354,10237,8147,Craven,16573,41328,14337,37870
40110,35788,1384,735,Franklin,14369,24357,12905,22148
101498,90360,2073,1377,Iredell,42228,57197,38168,50815
19574,17263,183,125,Yadkin,5534,13857,5041,12097
27432,23740,674,432,Beaufort,5668,21090,4862,18446
64175,54085,7611,5067,Harnett,20918,35646,18144,30874
9209,8343,204,119,Polk,1864,7141,1698,6526
28247,23750,352,171,Dare,6013,21882,5454,18125
253633,211681,4137,2256,Forsyth,76490,173006,70345,139080
134305,112167,62780,50413,Onslow,31222,40303,26862,34892
5712,4985,569,344,Jones,1273,3870,1050,3591
57586,50333,964,654,Nash,20051,36571,18059,31620
25519,20776,4202,2954,Jackson,3778,17539,3273,14549
29801,25612,2233,1593,Duplin,8681,18887,7686,16333
6965,5470,63,26,Alleghany,1414,5488,1143,4301
280588,225548,42120,43418,Missing,94725,143743,89181,92949
128481,114560,4117,2346,Cabarrus,48834,75530,45112,67102
6776,5367,2035,1276,Camden,893,3848,774,3317
17707,15699,458,218,Alexander,3016,14233,2556,12925
25328,21915,600,361,Mcdowell,3430,21298,2770,18784
35748,30024,655,422,Sampson,9079,26014,7910,21692
33012,28902,466,298,Lenoir,10704,21842,9361,19243
30149,26490,741,453,Rutherford,5983,23425,5381,20656
12660,11205,283,185,Montgomery,3086,9291,2548,8472
22879,19626,342,204,Stokes,7869,14668,6989,12433
25635,22001,460,335,Columbus,7327,17848,6307,15359
46072,40569,621,408,Wilson,14147,31304,11958,28203
156737,134762,3326,1988,New hanover,52123,101288,47319,85455
45074,40113,409,249,Lincoln,17420,27245,15038,24826
25731,22278,504,309,Davie,8024,17203,7208,14761
9389,8376,185,97,Northampton,1546,7658,1320,6959
28871,25554,566,345,Halifax,5460,22845,4575,20634
61602,53569,1499,954,Robeson,16036,44067,13680,38935
26809,21599,6599,4420,Hoke,7064,13146,5908,11271
9686,8574,179,134,Yancey,1101,8406,909,7531
36685,32428,707,452,Lee,12213,23765,10955,21021
181449,156026,7236,4210,Buncombe,45195,129018,42065,109751
3467,3146,11,,Hyde,176,3280,153,2993
26755,22722,897,503,Edgecombe,7470,18388,6375,15844
19766,15314,373,238,Transylvania,3457,15936,2965,12111
47397,41608,5095,2984,Chatham,13894,28408,12520,26104
241549,211301,7962,5051,Durham,60354,173233,56250,150000
2070,1806,,,Tyrrell,183,1887,143,1663
62916,55611,5207,3231,Moore,17122,40587,15161,37219
66941,59191,917,626,Randolph,23231,42793,20512,38053
67025,59159,4123,3122,Rowan,22653,40249,20095,35942
