First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13596,11307,1020,646,Currituck,2209,10367,1823,8838
12226,10983,191,109,Anson,2965,9070,2601,8273
9413,7641,3955,2702,Swain,1313,4145,1117,3822
34440,29543,1476,984,Pender,10642,22322,9016,19543
7722,6395,117,75,Mitchell,1264,6341,930,5390
23235,19994,454,259,Richmond,5468,17313,4522,15213
37507,31682,1495,976,Haywood,8590,27422,7357,23349
119701,103445,1846,1075,Gaston,42260,75595,37747,64623
67317,59605,10082,8088,Craven,16348,40887,14069,37448
39642,35336,1286,722,Franklin,14215,24141,12710,21904
100517,89471,1985,1348,Iredell,41652,56880,37509,50614
19416,17102,175,122,Yadkin,5458,13783,4938,12042
27162,23460,639,425,Beaufort,5564,20959,4752,18283
63670,53505,7364,4937,Harnett,20548,35758,17656,30912
9341,8486,183,108,Polk,1849,7309,1681,6697
28070,23573,301,160,Dare,5947,21822,5382,18031
249919,208502,3916,2203,Forsyth,75389,170614,69029,137270
132550,110709,62095,50041,Onslow,30672,39783,26207,34461
5616,4913,543,335,Jones,1249,3824,1029,3549
57128,49839,926,639,Nash,19686,36516,17647,31553
25416,20564,4141,2838,Jackson,3734,17541,3203,14523
29515,25292,2175,1553,Duplin,8539,18801,7509,16230
6926,5428,55,26,Alleghany,1397,5474,1124,4278
254455,214256,42020,43340,Missing,94153,118282,88261,82655
126837,112964,3916,2300,Cabarrus,48087,74834,44273,66391
6618,5308,1917,1257,Camden,877,3824,761,3290
17484,15467,434,207,Alexander,2978,14072,2509,12751
25131,21704,561,351,Mcdowell,3380,21190,2714,18639
35267,29511,629,414,Sampson,8956,25682,7747,21350
32669,28533,439,293,Lenoir,10520,21710,9172,19068
29923,26252,715,452,Rutherford,5912,23296,5299,20501
12554,11136,266,183,Montgomery,3039,9249,2497,8456
22650,19385,327,198,Stokes,7794,14529,6880,12307
45503,39934,579,397,Wilson,13855,31069,11621,27916
25609,21950,449,325,Columbus,7235,17925,6176,15449
155511,133631,3174,1954,New hanover,51551,100786,46657,85020
