First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12168,10903,189,109,Anson,2925,9054,2544,8250
13572,11225,1011,631,Currituck,2197,10364,1785,8809
34335,29401,1470,973,Pender,10566,22299,8910,19518
9384,7612,3938,2690,Swain,1303,4143,1104,3818
7691,6365,117,75,Mitchell,1242,6332,910,5380
23172,19866,453,259,Richmond,5433,17286,4437,15170
37456,31606,1491,975,Haywood,8570,27395,7322,23309
119285,102728,1838,1074,Gaston,42017,75430,37263,64391
67134,59342,10066,8080,Craven,16249,40819,13909,37353
39454,35076,1272,721,Franklin,14084,24098,12487,21868
100161,88813,1977,1348,Iredell,41357,56827,36952,50513
19354,17015,175,122,Yadkin,5419,13760,4872,12021
63408,53032,7323,4908,Harnett,20359,35726,17282,30842
27083,23322,635,424,Beaufort,5514,20934,4668,18230
9331,8468,183,108,Polk,1839,7309,1664,6696
28003,23481,301,160,Dare,5903,21799,5313,18008
248936,207203,3907,2200,Forsyth,74895,170134,68117,136886
132076,110019,61957,49938,Onslow,30432,39687,25711,34370
5587,4876,542,332,Jones,1238,3807,1005,3539
56960,49497,924,639,Nash,19553,36483,17392,31466
25363,20499,4131,2825,Jackson,3704,17528,3165,14509
29397,25116,2160,1545,Duplin,8455,18782,7380,16191
6903,5392,55,26,Alleghany,1394,5454,1116,4250
245865,209658,41957,43304,Missing,93474,110434,86685,79669
126289,112049,3909,2295,Cabarrus,47758,74622,43694,66060
17432,15366,434,207,Alexander,2947,14051,2443,12716
6595,5277,1913,1254,Camden,872,3810,744,3279
25088,21629,558,351,Mcdowell,3355,21175,2674,18604
35173,29314,623,413,Sampson,8889,25661,7602,21299
32577,28371,438,292,Lenoir,10458,21681,9057,19022
29827,26117,713,452,Rutherford,5860,23254,5209,20456
12504,11059,264,183,Montgomery,2998,9242,2443,8433
22584,19283,326,198,Stokes,7748,14510,6794,12291
45319,39613,578,396,Wilson,13731,31010,11392,27825
25565,21823,449,324,Columbus,7197,17919,6073,15426
155195,133117,3160,1952,New hanover,51317,100718,46205,84960
44667,39536,398,243,Lincoln,17135,27134,14604,24689
25487,21936,472,300,Davie,7930,17085,7032,14604
9448,8412,172,94,Northampton,1515,7761,1279,7039
28675,25266,544,329,Halifax,5342,22789,4419,20518
60791,52389,1421,930,Robeson,15592,43778,13064,38395
26180,20948,6365,4306,Hoke,6805,13010,5567,11075
9598,8473,175,134,Yancey,1067,8356,877,7462
36177,31790,674,443,Lee,11977,23526,10609,20738
179909,154945,6680,4174,Buncombe,44682,128547,41353,109418
3418,3109,,,Hyde,174,3244,146,2963
26205,22167,826,485,Edgecombe,7271,18108,6099,15583
19578,15077,355,236,Transylvania,3395,15828,2899,11942
47034,41387,4764,2910,Chatham,13682,28588,12183,26294
238183,207797,7496,4966,Durham,59211,171476,54555,148276
2050,1780,,,Tyrrell,178,1872,138,1642
62355,55071,5017,3149,Moore,16865,40473,14820,37102
66074,58044,869,619,Randolph,22654,42551,19608,37817
66157,58239,3970,3084,Rowan,22068,40119,19307,35848
15497,12441,200,121,Ashe,3372,11925,2851,9469
71698,59829,1610,1028,Henderson,14767,55321,12561,46240
27552,24109,446,317,Vance,7586,19520,6513,17279
137426,123273,1281,703,Union,53169,82976,48976,73594
6418,5552,56,38,Washington,1814,4548,1565,3949
86670,74648,2011,1281,Davidson,26231,58428,22822,50545
39703,35441,5119,4499,Granville,10678,23906,9395,21547
33517,25877,208,90,Watauga,4731,28578,4041,21746
52020,45946,669,373,Cleveland,15543,35808,13334,32239
4277,3652,441,325,Graham,893,2943,726,2601
4893,4317,123,77,Gates,562,4208,476,3764
48045,41822,6899,4880,Carteret,13213,27933,11469,25473
104559,93234,1851,1185,Alamance,27608,75100,24569,67480
741783,645738,9114,5059,Mecklenburg,260589,472080,237215,403464
93497,82243,2821,1919,Brunswick,25166,65510,22344,57980
29309,26200,720,530,Stanly,7342,21247,6346,19324
6602,5614,20,12,Perquimans,1151,5431,934,4668
12755,10264,226,137,Madison,1371,11158,1221,8906
22813,19233,51,19,Pasquotank,5598,17164,4696,14518
89527,80201,1079,524,Catawba,32275,56173,28129,51548
40725,35024,332,186,Caldwell,11508,28885,9228,25610
33983,29919,329,207,Wilkes,10638,23016,9415,20297
15184,12190,3369,2296,Greene,2897,8918,2463,7431
48482,43009,568,353,Rockingham,14905,33009,12744,29912
22053,17590,518,322,Macon,3103,18432,2516,14752
112458,92099,,,Out o,706,111752,841,91258
842664,749998,11229,7105,Wake,277420,554015,256402,486491
