First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12541,10493,48,28,Currituck,2175,10318,1745,8720
12015,10686,131,99,Anson,2887,8997,2500,8087
9165,7370,3672,2449,Swain,1279,4214,1067,3854
33308,28458,523,356,Pender,10483,22302,8735,19367
7612,6295,116,75,Mitchell,1211,6285,908,5312
22821,19497,333,214,Richmond,5355,17133,4301,14982
37059,31229,1350,923,Haywood,8472,27237,7227,23079
118305,101089,1346,858,Gaston,41606,75353,36528,63703
65145,57708,8521,7292,Craven,16047,40577,13608,36808
38388,34251,532,400,Franklin,13939,23917,12251,21600
99283,87519,1548,1177,Iredell,40897,56838,36266,50076
19201,16769,171,119,Yadkin,5365,13665,4755,11895
26605,22899,410,299,Beaufort,5447,20748,4543,18057
57022,48349,1401,935,Harnett,20032,35589,16856,30558
9304,8454,146,108,Polk,1827,7331,1649,6697
27569,23049,24,17,Dare,5825,21720,5175,17857
246283,203405,3259,1952,Forsyth,74040,168984,66647,134806
127120,106946,57870,48026,Onslow,29855,39395,25010,33910
5091,4524,77,52,Jones,1232,3782,992,3480
56267,48596,780,568,Nash,19298,36189,16931,31097
24921,20152,3864,2654,Jackson,3612,17445,3090,14408
27334,23416,290,228,Duplin,8397,18647,7239,15949
6790,5282,35,26,Alleghany,1365,5390,1095,4161
227048,194733,29837,35446,Missing,97559,99652,88163,71124
123714,109678,2166,1447,Cabarrus,47126,74422,42724,65507
16944,14990,135,92,Alexander,2893,13916,2378,12520
5523,4920,892,966,Camden,855,3776,725,3229
24890,21381,518,351,Mcdowell,3345,21027,2643,18387
34614,28713,436,320,Sampson,8756,25422,7413,20980
32204,27865,429,290,Lenoir,10338,21437,8823,18752
29616,25844,651,426,Rutherford,5791,23174,5127,20291
12337,10944,186,145,Montgomery,2967,9184,2411,8388
22402,19005,254,162,Stokes,7705,14443,6679,12164
25400,21508,361,279,Columbus,7103,17936,5851,15378
44657,38713,512,356,Wilson,13508,30637,11017,27340
153306,130913,1863,1259,New hanover,50794,100649,45381,84273
44407,39096,392,242,Lincoln,16947,27068,14353,24501
25192,21602,360,252,Davie,7831,17001,6913,14437
9350,8304,125,83,Northampton,1505,7720,1255,6966
28082,24641,376,264,Halifax,5251,22455,4285,20092
59546,51173,920,674,Robeson,15313,43313,12681,37818
20654,16973,1206,787,Hoke,6695,12753,5454,10732
9525,8356,175,132,Yancey,1046,8304,862,7362
35735,31141,660,439,Lee,11743,23332,10275,20427
178055,153067,5752,3837,Buncombe,44449,127854,40981,108249
3402,3046,,,Hyde,174,3228,147,2899
25476,21538,406,298,Edgecombe,7133,17937,5887,15353
19420,14871,297,224,Transylvania,3381,15742,2862,11785
42540,38427,387,272,Chatham,13728,28425,12125,26030
235761,204013,6260,4515,Durham,58409,171092,53250,146248
2044,1763,,,Tyrrell,177,1867,135,1628
58567,52149,932,696,Moore,16655,40980,14417,37036
65375,57084,759,571,Randolph,22374,42242,19196,37317
65422,57441,3562,2901,Rowan,21766,40094,18864,35676
15231,12275,127,100,Ashe,3326,11778,2860,9315
70983,59036,1448,982,Henderson,14611,54924,12371,45683
27140,23603,408,302,Vance,7500,19232,6384,16917
136574,121705,924,577,Union,52555,83095,47920,73208
6336,5427,56,38,Washington,1794,4486,1537,3852
85107,73157,1286,954,Davidson,25875,57946,22315,49888
39202,34921,4889,4414,Granville,10590,23723,9214,21293
33260,25537,128,66,Watauga,4679,28453,3969,21502
51432,45202,527,317,Cleveland,15394,35511,13114,31771
