First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
236569,205468,7393,4935,Durham,58708,170468,53642,146891
2048,1769,,,Tyrrell,177,1871,135,1634
62052,54671,4862,3025,Moore,16730,40460,14573,37073
65688,57482,858,615,Randolph,22505,42325,19383,37484
65958,57871,3937,3059,Rowan,21871,40150,19012,35800
15370,12334,193,120,Ashe,3340,11837,2868,9346
71295,59315,1593,1022,Henderson,14645,55057,12421,45872
27292,23779,430,316,Vance,7534,19328,6432,17031
136850,122324,1255,696,Union,52787,82808,48298,73330
6364,5463,56,38,Washington,1802,4506,1546,3879
86061,73840,1973,1255,Davidson,26019,58069,22492,50093
39463,35114,5035,4463,Granville,10643,23785,9274,21377
33376,25647,207,89,Watauga,4688,28481,3985,21573
51719,45522,658,369,Cleveland,15450,35611,13193,31960
4257,3619,435,310,Graham,887,2935,720,2589
4843,4242,116,66,Gates,553,4174,467,3709
47528,41265,6573,4587,Carteret,13113,27842,11334,25344
103923,92279,1808,1169,Alamance,27338,74777,24170,66940
736845,638975,8972,5011,Mecklenburg,258081,469792,233680,400284
93038,81710,2762,1906,Brunswick,24933,65343,22040,57764
29164,25946,716,529,Stanly,7301,21147,6258,19159
6584,5575,19,12,Perquimans,1149,5416,931,4632
12700,10174,225,136,Madison,1362,11113,1210,8828
22662,18924,44,15,Pasquotank,5560,17058,4620,14289
89051,79495,1048,517,Catawba,32074,55929,27736,51242
40495,34750,328,184,Caldwell,11444,28723,9099,25467
33793,29707,318,207,Wilkes,10569,22906,9309,20191
15008,11934,3326,2220,Greene,2877,8805,2402,7312
48201,42610,550,352,Rockingham,14808,32843,12593,29665
110976,90450,,,Out o,,110976,,90450
21981,17496,515,321,Macon,3096,18370,2491,14684
837633,742795,11085,7033,Wake,275237,551311,253339,482423
11330,10193,149,117,Warren,2552,8629,2257,7819
341793,302707,4943,2830,Guilford,111035,225815,99575,200302
23652,19254,6550,4307,Bladen,4558,12544,3711,11236
228288,183311,90986,64113,Cumberland,57883,79419,49318,69880
8592,7142,177,82,Chowan,1766,6649,1588,5472
7593,6814,202,158,Pamlico,1263,6128,983,5673
18127,15782,262,182,Scotland,5148,12717,4094,11506
119120,102215,3304,1923,Johnston,38555,77261,33734,66558
5526,4952,212,99,Clay,1023,4291,936,3917
13904,12246,680,456,Cherokee,2831,10393,2222,9568
11747,9826,213,134,Martin,2554,8980,2062,7630
115669,101970,1330,895,Orange,25373,88966,23955,77120
43618,38243,730,407,Burke,11401,31487,9638,28198
37904,34040,338,229,Surry,11852,25714,10421,23390
64310,55591,6527,4865,Wayne,19956,37827,16899,33827
9853,8217,163,76,Avery,1594,8096,1361,6780
101102,84543,2076,1255,Pitt,31291,67735,27125,56163
10886,9369,98,59,Bertie,2028,8760,1710,7600
11947,10435,75,33,Hertford,3374,8498,2871,7531
23105,20534,392,292,Person,5975,16738,4875,15367
11350,10102,189,84,Caswell,1717,9444,1353,8665
