First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12387,11118,208,112,Anson,3043,9136,2677,8329
13693,11382,1080,669,Currituck,2226,10387,1837,8876
34687,29740,1532,999,Pender,10775,22380,9149,19592
9498,7757,4046,2819,Swain,1325,4127,1132,3806
7774,6467,122,75,Mitchell,1274,6378,948,5444
23470,20236,489,277,Richmond,5555,17426,4605,15354
120765,104523,1943,1089,Gaston,42868,75954,38426,65008
37749,31928,1566,986,Haywood,8646,27537,7426,23516
68096,60314,10225,8144,Craven,16553,41318,14321,37849
40098,35772,1375,734,Franklin,14360,24363,12892,22146
101473,90326,2067,1374,Iredell,42206,57200,38129,50823
19558,17250,182,124,Yadkin,5527,13849,5031,12095
27410,23717,668,432,Beaufort,5661,21081,4850,18435
64181,54082,7591,5057,Harnett,20899,35691,18113,30912
9220,8349,203,119,Polk,1866,7151,1698,6532
28225,23735,345,169,Dare,6004,21876,5449,18117
253430,211445,4116,2250,Forsyth,76411,172903,70241,138954
134207,112097,62732,50386,Onslow,31184,40291,26823,34888
5707,4983,565,342,Jones,1271,3871,1049,3592
57564,50302,960,653,Nash,20035,36569,18029,31620
25516,20771,4199,2950,Jackson,3776,17541,3271,14550
29782,25587,2230,1590,Duplin,8678,18874,7675,16322
6963,5467,63,26,Alleghany,1414,5486,1142,4299
278649,224795,42104,43420,Missing,94644,141901,89079,92296
128467,114561,4102,2342,Cabarrus,48786,75579,45062,67157
17695,15690,458,217,Alexander,3011,14226,2555,12918
6758,5365,2019,1273,Camden,892,3847,774,3318
25305,21897,600,361,Mcdowell,3426,21279,2763,18773
35735,29997,654,422,Sampson,9073,26008,7897,21678
32993,28880,464,298,Lenoir,10689,21840,9342,19240
30136,26479,740,452,Rutherford,5979,23417,5377,20650
12654,11207,281,184,Montgomery,3083,9290,2547,8476
22867,19608,342,203,Stokes,7864,14661,6980,12425
46038,40521,619,408,Wilson,14124,31295,11929,28184
25624,21999,460,335,Columbus,7319,17845,6298,15366
45053,40080,409,249,Lincoln,17403,27241,15011,24820
156621,134700,3305,1987,New hanover,52065,101251,47280,85433
25715,22263,500,309,Davie,8020,17195,7201,14753
9391,8374,184,97,Northampton,1544,7663,1318,6959
28842,25535,564,344,Halifax,5451,22827,4573,20618
61535,53503,1491,950,Robeson,16011,44033,13655,38898
26774,21561,6581,4407,Hoke,7052,13141,5889,11265
9686,8565,179,134,Yancey,1101,8406,908,7523
36658,32404,707,452,Lee,12199,23752,10943,21009
181347,155958,7212,4206,Buncombe,45170,128965,42049,109703
3467,3143,11,,Hyde,176,3280,153,2990
26736,22714,890,503,Edgecombe,7460,18386,6366,15845
19763,15304,372,237,Transylvania,3454,15937,2959,12108
47398,41641,5057,2977,Chatham,13887,28454,12513,26151
241344,211131,7930,5045,Durham,60289,173125,56180,149906
2071,1806,,,Tyrrell,183,1888,143,1663
62818,55550,5193,3224,Moore,17104,40521,15146,37180
66893,59150,915,626,Randolph,23198,42780,20477,38047
67049,59206,4108,3120,Rowan,22621,40320,20066,36020
15953,12753,212,121,Ashe,3425,12316,2929,9703
72393,60668,1722,1031,Henderson,14952,55719,12830,46807
28063,24726,466,332,Vance,7758,19839,6728,17666
138598,124967,1368,716,Union,54283,82947,50557,73694
6499,5642,63,40,Washington,1834,4602,1591,4011
87698,75864,2122,1304,Davidson,26694,58882,23511,51049
40225,35938,5348,4621,Granville,10860,24017,9671,21646
33411,25932,221,92,Watauga,4790,28400,4116,21724
52693,46748,693,380,Cleveland,15838,36162,13719,32649
4290,3675,450,333,Graham,903,2937,739,2603
4955,4398,135,78,Gates,578,4242,492,3828
48572,42398,7116,4976,Carteret,13429,28027,11821,25601
105977,95043,1977,1219,Alamance,28306,75694,25619,68205
750603,656881,9589,5204,Mecklenburg,265820,475194,244788,406889
94347,83095,2986,1950,Brunswick,25579,65782,22907,58238
29802,26773,738,534,Stanly,7516,21548,6577,19662
6652,5690,20,12,Perquimans,1186,5446,977,4701
12811,10334,233,137,Madison,1389,11189,1251,8946
23066,19693,52,21,Pasquotank,5747,17267,4903,14769
90606,81553,1136,533,Catawba,32936,56534,29088,51932
41188,35533,341,187,Caldwell,11792,29055,9561,25785
34321,30267,349,214,Wilkes,10860,23112,9680,20373
15468,12533,3476,2346,Greene,2971,9021,2575,7612
48927,43767,590,369,Rockingham,15265,33072,13355,30043
22138,17715,528,334,Macon,3153,18457,2568,14813
117025,96280,,,Out o,754,116271,922,95358
851591,761403,11742,7285,Wake,282110,557739,263603,490515
11522,10463,158,120,Warren,2627,8737,2361,7982
348877,312124,5340,2968,Guilford,115335,228202,105994,203162
24417,20063,7013,4672,Bladen,4664,12740,3912,11479
234884,191885,93186,66947,Cumberland,60506,81192,52929,72009
8765,7357,231,90,Chowan,1812,6722,1657,5610
7444,6680,221,168,Pamlico,1294,5929,1020,5492
18362,16106,278,192,Scotland,5284,12800,4277,11637
121510,105448,3609,2037,Johnston,39921,77980,35764,67647
5617,5032,239,106,Clay,1046,4332,949,3977
14056,12442,702,463,Cherokee,2897,10457,2299,9680
11775,9950,234,141,Martin,2655,8886,2208,7601
117365,104208,1413,921,Orange,26113,89839,24999,78288
44430,38998,775,421,Burke,11709,31946,10068,28509
38114,34441,371,237,Surry,12037,25706,10804,23400
65754,57620,6630,5065,Wayne,20729,38395,18000,34555
10062,8429,182,83,Avery,1650,8230,1422,6924
103159,87379,2220,1302,Pitt,32364,68575,28802,57275
10990,9645,123,63,Bertie,2108,8759,1811,7771
12173,10780,88,38,Hertford,3502,8583,3037,7705
23531,21093,428,298,Person,6182,16921,5181,15614
11490,10291,218,102,Caswell,1770,9502,1426,8763
10,0,10,,Salem,,,,
