Second Doses Administered,First Doses Administered,Total Doses Administered,County
8496,14701,23197,Robeson
1373,2956,4329,Perquimans
14143,26246,40389,Johnston
8371,15298,23669,Randolph
772,1307,2079,Hyde
1657,2229,3886,Alleghany
3045,6549,9594,Duplin
1138,2018,3156,Gates
6585,9955,16540,Haywood
4048,8326,12374,Stanly
22931,39500,62431,Missing
6419,11115,17534,Wilson
461,673,1134,Tyrrell
6787,13467,20254,Wayne
1913,4052,5965,Montgomery
5388,8883,14271,Lenoir
2534,5512,8046,Scotland
13207,24807,38014,Alamance
1036,1955,2991,Camden
1718,2922,4640,Greene
8501,15649,24150,Rowan
1508,3728,5236,Northampton
5019,9465,14484,Wilkes
6648,10816,17464,Lincoln
9264,12804,22068,Caldwell
1894,3462,5356,Polk
7118,11717,18835,Surry
2549,7022,9571,Macon
953,1646,2599,Clay
3506,5454,8960,Yadkin
9024,16853,25877,Onslow
3538,7354,10892,Richmond
21767,36778,58545,Buncombe
15878,28021,43899,Union
14625,22207,36832,Cabarrus
1263,2137,3400,Washington
8854,14167,23021,Harnett
9215,14001,23216,Burke
5715,9904,15619,Granville
16001,27406,43407,Gaston
3066,6329,9395,Edgecombe
5410,9197,14607,Watauga
2663,4647,7310,Hoke
2238,4325,6563,Bertie
3754,6047,9801,Person
4926,9771,14697,Beaufort
14752,23165,37917,Catawba
2503,6289,8792,Jackson
88682,158325,247007,Wake
7116,13915,21031,Cleveland
5467,8800,14267,Sampson
3486,6444,9930,Columbus
1880,3858,5738,Caswell
1831,3017,4848,Yancey
5915,8743,14658,Lee
1696,4015,5711,Hertford
4837,11820,16657,Rockingham
72795,113872,186667,Mecklenburg
7629,11664,19293,Carteret
1078,2231,3309,Swain
2380,3268,5648,Avery
4352,6900,11252,Vance
3406,8376,11782,Halifax
4348,8371,12719,Rutherford
6465,13720,20185,Nash
2309,4485,6794,Ashe
3653,5615,9268,Stokes
873,1671,2544,Graham
4888,8242,13130,Pender
9094,14922,24016,Craven
39135,69052,108187,Guilford
2113,3737,5850,Madison
10380,16126,26506,Chatham
20923,26973,47896,Pitt
12483,21406,33889,Moore
35219,53565,88784,Forsyth
13603,23101,36704,Iredell
2570,5393,7963,Transylvania
2174,3695,5869,Martin
1262,3458,4720,Warren
763,1545,2308,Jones
5373,7337,12710,Davie
24472,37344,61816,Cumberland
4159,7405,11564,Mcdowell
2189,4378,6567,Cherokee
2112,3760,5872,Chowan
20182,30106,50288,Orange
3201,5156,8357,Alexander
36285,54241,90526,Durham
10924,17918,28842,Henderson
5419,9032,14451,Pasquotank
1616,3051,4667,Pamlico
1268,2063,3331,Mitchell
3293,4967,8260,Currituck
16667,30040,46707,Brunswick
12575,19178,31753,Davidson
5185,8956,14141,Franklin
6557,8885,15442,Dare
3429,5477,8906,Bladen
26562,39423,65985,New Hanover
1882,3579,5461,Anson
