First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13613,11328,1026,651,Currituck,2212,10375,1830,8847
12264,11008,192,109,Anson,2986,9086,2616,8283
34512,29589,1482,987,Pender,10671,22359,9033,19569
9422,7660,3965,2717,Swain,1316,4141,1123,3820
7733,6411,117,75,Mitchell,1265,6351,939,5397
23283,20046,458,261,Richmond,5480,17345,4532,15253
37553,31739,1506,976,Haywood,8593,27454,7371,23392
119931,103726,1851,1078,Gaston,42386,75694,37913,64735
67486,59770,10105,8096,Craven,16381,41000,14130,37544
39711,35435,1290,725,Franklin,14243,24178,12770,21940
100641,89712,1992,1350,Iredell,41747,56902,37672,50690
19451,17145,176,122,Yadkin,5474,13801,4965,12058
27203,23493,639,425,Beaufort,5585,20979,4767,18301
63816,53726,7399,4961,Harnett,20621,35796,17776,30989
9344,8493,183,108,Polk,1854,7307,1684,6701
28097,23603,301,160,Dare,5963,21833,5401,18042
251092,209174,3930,2205,Forsyth,75573,171589,69353,137616
132848,111016,62227,50115,Onslow,30772,39849,26354,34547
5626,4929,546,339,Jones,1251,3829,1030,3560
57256,49993,928,640,Nash,19749,36579,17728,31625
25445,20618,4153,2849,Jackson,3742,17550,3218,14551
29544,25346,2183,1569,Duplin,8562,18799,7543,16234
6941,5447,55,26,Alleghany,1398,5488,1132,4289
258857,216038,42081,43370,Missing,94360,122416,88625,84043
127168,113366,3933,2303,Cabarrus,48217,75018,44480,66583
6630,5317,1924,1258,Camden,882,3824,765,3294
17499,15491,435,208,Alexander,2986,14078,2523,12760
25151,21762,561,351,Mcdowell,3385,21205,2731,18680
35318,29598,632,414,Sampson,8982,25704,7794,21390
32731,28630,442,295,Lenoir,10555,21734,9218,19117
29957,26299,718,452,Rutherford,5928,23311,5317,20530
12595,11165,267,184,Montgomery,3047,9281,2514,8467
22690,19417,327,198,Stokes,7810,14553,6901,12318
25622,21979,450,328,Columbus,7249,17923,6206,15445
45628,40079,585,398,Wilson,13919,31124,11686,27995
155709,133892,3188,1959,New hanover,51651,100870,46813,85120
44848,39840,398,244,Lincoln,17246,27204,14824,24772
25576,22086,475,301,Davie,7974,17127,7127,14658
9454,8434,174,94,Northampton,1531,7749,1300,7040
28712,25382,546,329,Halifax,5406,22760,4508,20545
61142,53063,1427,938,Robeson,15763,43952,13386,38739
26388,21275,6407,4345,Hoke,6921,13060,5760,11170
9635,8517,175,134,Yancey,1087,8373,899,7484
36345,32098,677,444,Lee,12062,23606,10776,20878
179958,155316,6703,4180,Buncombe,44934,128321,41751,109385
3434,3120,,,Hyde,176,3258,150,2970
26546,22590,831,488,Edgecombe,7346,18369,6249,15853
19629,15144,355,236,Transylvania,3419,15855,2931,11977
47233,41653,4808,2924,Chatham,13791,28634,12367,26362
239130,209271,7554,4978,Durham,59700,171876,55429,148864
2051,1787,,,Tyrrell,181,1870,142,1645
62500,55275,5058,3171,Moore,16960,40482,14977,37127
66450,58711,876,619,Randolph,22914,42660,20169,37923
66630,58794,3985,3093,Rowan,22328,40317,19706,35995
15759,12550,201,121,Ashe,3399,12159,2897,9532
71932,60184,1613,1028,Henderson,14859,55460,12722,46434
27790,24393,448,317,Vance,7690,19652,6643,17433
138125,124416,1295,704,Union,53686,83144,49899,73813
6444,5590,59,38,Washington,1824,4561,1576,3976
87087,75301,2024,1284,Davidson,26447,58616,23242,50775
39970,35734,5202,4545,Granville,10782,23986,9550,21639
33573,25967,212,91,Watauga,4760,28601,4069,21807
52327,46363,671,374,Cleveland,15675,35981,13538,32451
4284,3669,445,328,Graham,895,2944,732,2609
4910,4364,125,77,Gates,565,4220,483,3804
48220,42118,6960,4926,Carteret,13297,27963,11660,25532
105183,94190,1873,1189,Alamance,27961,75349,25215,67786
746106,652244,9174,5080,Mecklenburg,262998,473934,241484,405680
93787,82665,2839,1924,Brunswick,25349,65599,22674,58067
29512,26453,720,531,Stanly,7428,21364,6479,19443
6624,5664,20,12,Perquimans,1165,5439,959,4693
12789,10315,226,137,Madison,1381,11182,1243,8935
22946,19497,52,20,Pasquotank,5673,17221,4830,14647
34160,30119,330,207,Wilkes,10751,23079,9566,20346
89999,80954,1093,528,Catawba,32612,56294,28714,51712
40942,35310,333,186,Caldwell,11649,28960,9414,25710
15265,12348,3403,2324,Greene,2931,8931,2534,7490
48695,43448,570,356,Rockingham,15100,33025,13120,29972
112914,92579,,,Out o,718,112196,866,91713
22088,17641,520,323,Macon,3122,18446,2536,14782
846257,755715,11310,7137,Wake,279578,555369,260372,488206
11447,10382,153,119,Warren,2597,8697,2323,7940
346151,309259,5095,2898,Guilford,113726,227330,104156,202205
24130,19863,6821,4603,Bladen,4620,12689,3862,11398
232039,189462,91942,66366,Cumberland,59616,80481,51826,71270
8666,7290,192,90,Chowan,1786,6688,1637,5563
7453,6699,207,165,Pamlico,1284,5962,1011,5523
18357,16114,268,185,Scotland,5204,12885,4187,11742
120613,104593,3439,2005,Johnston,39379,77795,35174,67414
5580,5007,227,102,Clay,1042,4311,947,3958
13989,12386,687,460,Cherokee,2877,10425,2278,9648
11801,9934,223,134,Martin,2624,8954,2161,7639
116500,103306,1337,909,Orange,25923,89240,24757,77640
44227,38839,735,416,Burke,11574,31918,9907,28516
37737,34174,349,229,Surry,11961,25427,10685,23260
65142,56991,6527,5000,Wayne,20415,38200,17659,34332
9946,8300,169,77,Avery,1632,8145,1401,6822
102517,86645,2133,1273,Pitt,31962,68422,28308,57064
10970,9616,114,61,Bertie,2071,8785,1777,7778
12100,10685,83,36,Hertford,3459,8558,2988,7661
23365,20940,402,296,Person,6099,16864,5115,15529
11453,10244,201,96,Caswell,1757,9495,1408,8740
