First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13460,11094,946,583,Currituck,2184,10330,1760,8751
12097,10752,180,99,Anson,2901,9016,2518,8135
9188,7396,3685,2456,Swain,1285,4218,1074,3866
34196,29158,1427,943,Pender,10502,22267,8782,19433
7632,6312,117,75,Mitchell,1214,6301,910,5327
22998,19642,444,258,Richmond,5378,17176,4352,15032
37244,31370,1472,965,Haywood,8498,27274,7256,23149
118606,101777,1797,1060,Gaston,41741,75068,36752,63965
66620,58501,9940,7852,Craven,16110,40570,13691,36958
39170,34684,1233,708,Franklin,14001,23936,12312,21664
99623,88033,1961,1334,Iredell,41063,56599,36505,50194
19243,16812,171,120,Yadkin,5380,13692,4779,11913
26902,23073,619,414,Beaufort,5467,20816,4573,18086
62972,52365,7102,4702,Harnett,20225,35645,17041,30622
9342,8457,180,108,Polk,1830,7332,1651,6698
27874,23284,283,148,Dare,5849,21742,5232,17904
247040,204563,3861,2164,Forsyth,74338,168841,67117,135282
130808,108185,61335,48924,Onslow,30054,39419,25226,34035
5519,4799,504,319,Jones,1224,3791,999,3481
56538,48887,915,632,Nash,19391,36232,17079,31176
25011,20189,3896,2657,Jackson,3631,17484,3101,14431
29188,24786,2051,1459,Duplin,8429,18708,7291,16036
6822,5294,49,26,Alleghany,1375,5398,1099,4169
242079,205875,43209,44720,Missing,97683,101187,88422,72733
125612,111006,3809,2265,Cabarrus,47285,74518,42999,65742
17293,15147,422,198,Alexander,2906,13965,2392,12557
6490,5155,1841,1184,Camden,861,3788,731,3240
24964,21471,550,351,Mcdowell,3361,21053,2654,18466
34889,28953,606,414,Sampson,8803,25480,7470,21069
32324,27990,429,290,Lenoir,10368,21527,8894,18806
29727,25949,707,451,Rutherford,5812,23208,5144,20354
12446,11005,258,182,Montgomery,2980,9208,2424,8399
22506,19119,319,194,Stokes,7718,14469,6729,12196
44878,38935,566,386,Wilson,13582,30730,11108,27441
25518,21623,445,311,Columbus,7136,17937,5921,15391
154490,132068,3096,1918,New hanover,50982,100412,45637,84513
44473,39259,392,242,Lincoln,17013,27068,14450,24567
25334,21719,463,294,Davie,7856,17015,6950,14475
9407,8326,170,83,Northampton,1512,7725,1261,6982
28342,24849,535,327,Halifax,5282,22525,4329,20193
60248,51655,1387,893,Robeson,15382,43479,12770,37992
25711,20387,6150,4113,Hoke,6738,12823,5486,10788
9553,8392,175,132,Yancey,1051,8327,864,7396
35820,31279,663,440,Lee,11765,23392,10346,20493
179227,153793,6622,4150,Buncombe,44547,128058,41069,108574
3411,3057,,,Hyde,176,3235,148,2909
25947,21843,792,468,Edgecombe,7185,17970,5976,15399
19505,14934,353,236,Transylvania,3392,15760,2874,11824
46857,41059,4613,2754,Chatham,13768,28476,12170,26135
236477,205346,7392,4934,Durham,58678,170407,53598,146814
2047,1767,,,Tyrrell,177,1870,135,1632
62035,54646,4859,3025,Moore,16719,40457,14548,37073
65663,57435,858,615,Randolph,22485,42320,19363,37457
65915,57772,3937,3059,Rowan,21864,40114,18993,35720
15347,12329,193,120,Ashe,3336,11818,2867,9342
71266,59297,1593,1022,Henderson,14642,55031,12419,45856
27269,23742,430,316,Vance,7527,19312,6414,17012
136826,122292,1255,696,Union,52777,82794,48272,73324
6356,5454,56,38,Washington,1802,4498,1544,3872
86013,73787,1969,1255,Davidson,26006,58038,22468,50064
39450,35097,5035,4462,Granville,10635,23780,9267,21368
33369,25630,207,89,Watauga,4687,28475,3980,21561
51681,45488,657,369,Cleveland,15438,35586,13185,31934
4239,3616,416,307,Graham,887,2936,720,2589
4843,4243,116,66,Gates,553,4174,467,3710
47508,41248,6572,4587,Carteret,13105,27831,11322,25339
103872,92201,1808,1169,Alamance,27315,74749,24124,66908
736545,638533,8969,5010,Mecklenburg,257983,469593,233534,399989
93019,81673,2760,1906,Brunswick,24916,65343,22013,57754
29151,25924,716,529,Stanly,7293,21142,6247,19148
6577,5568,19,12,Perquimans,1148,5410,928,4628
12700,10173,225,136,Madison,1361,11114,1210,8827
22646,18905,44,15,Pasquotank,5558,17044,4614,14276
33791,29693,318,207,Wilkes,10568,22905,9302,20184
40462,34712,328,184,Caldwell,11432,28702,9087,25441
89020,79448,1047,517,Catawba,32054,55919,27702,51229
14998,11922,3324,2219,Greene,2874,8800,2399,7304
48177,42567,550,352,Rockingham,14792,32835,12568,29647
110958,90408,,,Out o,,110958,,90408
21964,17486,511,319,Macon,3094,18359,2491,14676
837367,742364,11081,7033,Wake,275113,551173,253160,482171
11323,10188,149,117,Warren,2550,8624,2256,7815
341603,302446,4941,2829,Guilford,110957,225705,99430,200187
23644,19241,6545,4307,Bladen,4555,12544,3703,11231
228186,183191,90970,64110,Cumberland,57834,79382,49240,69841
8586,7138,177,82,Chowan,1766,6643,1588,5468
7591,6808,202,158,Pamlico,1262,6127,982,5668
18121,15767,262,182,Scotland,5146,12713,4085,11500
119057,102133,3301,1923,Johnston,38539,77217,33689,66521
5526,4949,212,99,Clay,1023,4291,936,3914
11753,9832,213,134,Martin,2549,8991,2051,7647
13895,12239,675,454,Cherokee,2830,10390,2218,9567
115676,101944,1330,895,Orange,25365,88981,23935,77114
43599,38224,730,407,Burke,11396,31473,9628,28189
37893,34024,338,229,Surry,11843,25712,10412,23383
64273,55533,6527,4865,Wayne,19936,37810,16853,33815
9851,8214,163,76,Avery,1593,8095,1361,6777
101064,84485,2076,1255,Pitt,31274,67714,27099,56131
10879,9369,98,59,Bertie,2025,8756,1710,7600
11944,10424,75,33,Hertford,3370,8499,2866,7525
