First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13464,11107,947,584,Currituck,2186,10331,1764,8759
12104,10769,180,99,Anson,2901,9023,2520,8150
9389,7548,3883,2592,Swain,1287,4219,1079,3877
34226,29191,1434,943,Pender,10508,22284,8790,19458
7636,6318,117,75,Mitchell,1215,6304,910,5333
23010,19664,444,258,Richmond,5383,17183,4360,15046
37274,31401,1481,968,Haywood,8505,27288,7265,23168
118712,101905,1799,1060,Gaston,41776,75137,36804,64041
66673,58588,9946,7855,Craven,16123,40604,13724,37009
39206,34724,1235,708,Franklin,14009,23962,12329,21687
99642,88094,1962,1335,Iredell,41077,56603,36549,50210
19247,16828,171,121,Yadkin,5385,13691,4788,11919
26940,23106,619,415,Beaufort,5473,20848,4584,18107
63004,52415,7112,4705,Harnett,20251,35641,17066,30644
9324,8441,180,108,Polk,1830,7314,1651,6682
27889,23308,283,148,Dare,5852,21754,5235,17925
247274,204910,3866,2168,Forsyth,74391,169017,67195,135547
130954,108327,61397,48948,Onslow,30093,39464,25281,34098
5521,4801,504,319,Jones,1224,3793,999,3483
56581,48949,915,632,Nash,19419,36247,17121,31196
25198,20307,4070,2766,Jackson,3631,17497,3103,14438
29200,24808,2052,1461,Duplin,8438,18710,7304,16043
6827,5298,50,26,Alleghany,1376,5401,1100,4172
242819,206436,43244,44732,Missing,97717,101858,88505,73199
125722,111183,3815,2267,Cabarrus,47318,74589,43076,65840
17305,15171,422,199,Alexander,2909,13974,2402,12570
6496,5164,1846,1185,Camden,861,3789,731,3248
24979,21486,550,351,Mcdowell,3361,21068,2655,18480
34950,29016,610,414,Sampson,8815,25525,7486,21116
32361,28042,431,290,Lenoir,10389,21541,8918,18834
29718,25949,707,451,Rutherford,5813,23198,5151,20347
12463,11016,258,182,Montgomery,2981,9224,2429,8405
22520,19148,319,194,Stokes,7725,14476,6742,12212
25532,21664,445,311,Columbus,7144,17943,5953,15400
44943,39013,567,386,Wilson,13601,30775,11125,27502
154570,132198,3100,1919,New hanover,51008,100462,45684,84595
44487,39302,392,242,Lincoln,17024,27071,14468,24592
25346,21754,463,296,Davie,7859,17024,6955,14503
9425,8342,170,83,Northampton,1513,7742,1264,6995
28394,24896,535,327,Halifax,5285,22574,4336,20233
60319,51740,1390,893,Robeson,15409,43520,12812,38035
25752,20438,6163,4122,Hoke,6746,12843,5494,10822
9556,8396,175,132,Yancey,1051,8330,864,7400
35846,31329,664,441,Lee,11776,23406,10377,20511
179300,153899,6627,4152,Buncombe,44563,128110,41088,108659
3413,3074,,,Hyde,176,3237,148,2926
25985,21890,795,468,Edgecombe,7193,17997,5988,15434
19509,14946,353,236,Transylvania,3393,15763,2877,11833
46885,41118,4622,2756,Chatham,13767,28496,12183,26179
236656,205554,7396,4937,Durham,58731,170529,53669,146948
2046,1771,,,Tyrrell,177,1869,135,1636
62073,54706,4865,3026,Moore,16736,40472,14587,37093
65691,57491,858,615,Randolph,22501,42332,19390,37486
65971,57903,3941,3060,Rowan,21882,40148,19029,35814
15373,12335,193,120,Ashe,3342,11838,2869,9346
71313,59336,1593,1022,Henderson,14645,55075,12423,45891
27300,23802,430,316,Vance,7534,19336,6433,17053
136843,122355,1256,696,Union,52794,82793,48319,73340
6366,5468,56,38,Washington,1802,4508,1546,3884
86091,73883,1976,1257,Davidson,26033,58082,22504,50122
39479,35135,5036,4463,Granville,10643,23800,9279,21393
33378,25654,207,89,Watauga,4689,28482,3985,21580
51740,45548,658,369,Cleveland,15460,35622,13198,31981
4260,3620,435,310,Graham,887,2938,720,2590
4854,4263,116,66,Gates,553,4185,467,3730
47559,41288,6587,4589,Carteret,13116,27856,11336,25363
103964,92326,1815,1169,Alamance,27346,74803,24178,66979
737090,639278,8976,5013,Mecklenburg,258178,469936,233799,400466
93048,81736,2764,1907,Brunswick,24934,65350,22049,57780
29175,25961,716,529,Stanly,7304,21155,6259,19173
6583,5575,19,12,Perquimans,1149,5415,931,4632
12704,10176,225,136,Madison,1362,11117,1210,8830
22673,18965,44,16,Pasquotank,5560,17069,4622,14327
33807,29715,318,207,Wilkes,10570,22919,9314,20194
89077,79544,1050,517,Catawba,32083,55944,27750,51277
40513,34781,328,184,Caldwell,11447,28738,9110,25487
15021,11942,3328,2220,Greene,2879,8814,2402,7320
48230,42639,553,352,Rockingham,14810,32867,12595,29692
21984,17497,515,321,Macon,3097,18372,2491,14685
111042,90517,,,Out o,,111042,,90517
837902,743172,11092,7035,Wake,275306,551504,253437,482700
11332,10204,149,117,Warren,2553,8630,2263,7824
341900,302862,4948,2831,Guilford,111078,225874,99633,200398
23670,19268,6559,4309,Bladen,4559,12552,3712,11247
228382,183391,91017,64128,Cumberland,57901,79464,49347,69916
8598,7156,177,82,Chowan,1767,6654,1591,5483
7593,6815,202,158,Pamlico,1263,6128,984,5673
18128,15791,262,182,Scotland,5148,12718,4102,11507
119154,102272,3311,1923,Johnston,38570,77273,33752,66597
5530,4953,212,99,Clay,1023,4295,936,3918
13905,12253,680,456,Cherokee,2831,10394,2223,9574
11742,9825,213,134,Martin,2555,8974,2064,7627
115697,102006,1331,896,Orange,25382,88984,23962,77148
43630,38251,731,407,Burke,11404,31495,9643,28201
37917,34071,339,229,Surry,11853,25725,10425,23417
64317,55608,6528,4866,Wayne,19962,37827,16915,33827
9854,8220,164,76,Avery,1593,8097,1361,6783
101179,84612,2077,1256,Pitt,31308,67794,27143,56213
10887,9378,98,59,Bertie,2029,8760,1713,7606
11956,10437,75,33,Hertford,3376,8505,2871,7533
23114,20553,392,292,Person,5977,16745,4876,15385
11356,10109,189,84,Caswell,1719,9448,1356,8669
