First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13590,11275,1019,636,Currituck,2208,10363,1814,8825
12207,10965,189,109,Anson,2958,9060,2592,8264
9398,7627,3949,2691,Swain,1305,4144,1113,3823
34395,29495,1470,974,Pender,10618,22307,8995,19526
7713,6388,117,75,Mitchell,1262,6334,930,5383
23207,19952,454,259,Richmond,5454,17299,4507,15186
37488,31653,1491,976,Haywood,8588,27409,7348,23329
119476,103135,1841,1074,Gaston,42189,75446,37642,64419
67249,59506,10072,8082,Craven,16325,40852,14025,37399
39575,35274,1274,722,Franklin,14189,24112,12671,21881
100405,89311,1979,1348,Iredell,41586,56840,37420,50543
19394,17075,175,122,Yadkin,5448,13771,4923,12030
27131,23407,636,425,Beaufort,5547,20948,4735,18247
63567,53386,7334,4921,Harnett,20497,35736,17599,30866
9346,8487,183,108,Polk,1849,7314,1679,6700
28051,23547,301,160,Dare,5941,21809,5375,18012
249454,208109,3912,2203,Forsyth,75258,170284,68855,137051
132357,110474,62009,49975,Onslow,30620,39728,26095,34404
5608,4903,543,334,Jones,1247,3818,1025,3544
57057,49732,924,639,Nash,19638,36495,17598,31495
25388,20545,4134,2830,Jackson,3721,17533,3198,14517
29480,25231,2166,1548,Duplin,8533,18781,7487,16196
6916,5412,55,26,Alleghany,1397,5464,1122,4264
247464,211748,41977,43319,Missing,94043,111444,88029,80400
126586,112563,3912,2296,Cabarrus,48002,74672,44160,66107
17458,15421,434,207,Alexander,2969,14055,2495,12719
6608,5302,1914,1256,Camden,876,3818,760,3286
25140,21696,558,351,Mcdowell,3376,21206,2706,18639
35229,29426,626,413,Sampson,8939,25664,7708,21305
32625,28474,438,292,Lenoir,10498,21689,9137,19045
29887,26198,713,452,Rutherford,5905,23269,5284,20462
12534,11114,264,183,Montgomery,3027,9243,2488,8443
22635,19364,326,198,Stokes,7790,14519,6869,12297
25584,21903,449,324,Columbus,7219,17916,6145,15434
45442,39835,578,396,Wilson,13827,31037,11577,27862
155398,133482,3168,1954,New hanover,51493,100737,46558,84970
44737,39686,398,244,Lincoln,17192,27147,14736,24706
25524,21991,473,300,Davie,7955,17096,7074,14617
9459,8437,173,94,Northampton,1525,7761,1292,7051
28713,25345,544,329,Halifax,5382,22787,4483,20533
60898,52641,1422,931,Robeson,15666,43810,13256,38454
26263,21096,6375,4317,Hoke,6865,13023,5682,11097
9609,8491,175,134,Yancey,1078,8356,890,7467
36224,31901,674,443,Lee,12007,23543,10681,20777
180103,155267,6689,4175,Buncombe,44813,128601,41627,109465
3421,3113,,,Hyde,177,3244,148,2965
26252,22247,826,487,Edgecombe,7304,18122,6160,15600
19605,15109,355,236,Transylvania,3412,15838,2923,11950
47093,41490,4771,2914,Chatham,13746,28576,12286,26290
238502,208440,7505,4970,Durham,59483,171514,55071,148399
2050,1782,,,Tyrrell,179,1871,139,1643
62398,55153,5026,3154,Moore,16906,40466,14887,37112
66262,58442,870,619,Randolph,22825,42567,19991,37832
66302,58500,3973,3085,Rowan,22208,40121,19560,35855
15565,12517,200,121,Ashe,3387,11978,2881,9515
71784,59961,1610,1028,Henderson,14829,55345,12663,46270
27632,24184,446,317,Vance,7643,19543,6570,17297
137776,123901,1283,703,Union,53487,83006,49557,73641
6423,5563,56,38,Washington,1817,4550,1570,3955
86798,74922,2015,1282,Davidson,26340,58443,23067,50573
39763,35558,5125,4508,Granville,10731,23907,9496,21554
33520,25900,209,91,Watauga,4748,28563,4056,21753
