First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
52108,46089,669,373,Cleveland,15608,35831,13451,32265
4279,3659,442,325,Graham,893,2944,728,2606
4901,4336,125,77,Gates,562,4214,478,3781
48121,41974,6910,4889,Carteret,13271,27940,11595,25490
104799,93739,1852,1186,Alamance,27812,75135,25006,67547
743190,648571,9121,5062,Mecklenburg,261819,472250,239839,403670
93611,82436,2822,1919,Brunswick,25264,65525,22523,57994
29376,26308,720,530,Stanly,7388,21268,6437,19341
6613,5642,20,12,Perquimans,1157,5436,950,4680
12768,10288,226,137,Madison,1377,11165,1239,8912
22886,19390,51,19,Pasquotank,5654,17181,4781,14590
89755,80614,1080,525,Catawba,32457,56218,28500,51589
34058,30023,330,207,Wilkes,10704,23024,9511,20305
40843,35152,333,186,Caldwell,11593,28917,9337,25629
15208,12250,3377,2303,Greene,2915,8916,2503,7444
48582,43239,569,354,Rockingham,15019,32994,12981,29904
22064,17609,518,322,Macon,3113,18433,2529,14758
112444,92137,,,Out o,706,111738,847,91290
844001,752774,11253,7110,Wake,278435,554313,258789,486875
11421,10349,152,118,Warren,2584,8685,2307,7924
344964,307566,5054,2887,Guilford,113119,226791,103086,201593
24017,19735,6776,4566,Bladen,4600,12641,3821,11348
230972,188222,91613,66157,Cumberland,59187,80172,51211,70854
8647,7262,192,89,Chowan,1775,6680,1628,5545
7454,6686,205,164,Pamlico,1278,5971,997,5525
18306,16045,265,185,Scotland,5172,12869,4152,11708
120208,104000,3410,1995,Johnston,39170,77628,34821,67184
5578,5002,226,102,Clay,1042,4310,945,3955
11767,9884,221,134,Martin,2599,8947,2129,7621
13959,12361,685,460,Cherokee,2866,10408,2268,9633
116291,103009,1334,907,Orange,25825,89132,24630,77472
44140,38688,731,416,Burke,11530,31879,9845,28427
37686,34102,346,229,Surry,11925,25415,10637,23236
64910,56638,6510,4980,Wayne,20295,38105,17465,34193
9909,8268,168,77,Avery,1620,8121,1390,6801
102114,86064,2113,1267,Pitt,31761,68240,28033,56764
10947,9556,103,61,Bertie,2064,8780,1759,7736
12062,10620,83,36,Hertford,3441,8538,2956,7628
23290,20840,399,294,Person,6068,16823,5057,15489
11443,10214,201,96,Caswell,1754,9488,1398,8720
