Second Doses Administered,First Doses Administered,Total Doses Administered,County
17367,24058,41425,Robeson
3215,4014,7229,Perquimans
32554,50721,83275,Johnston
20914,30135,51049,Randolph
1565,2244,3809,Hyde
2737,3699,6436,Alleghany
7931,11890,19821,Duplin
1890,3008,4898,Gates
11744,18406,30150,Haywood
9535,14360,23895,Stanly
48960,76798,125758,Missing
13389,20335,33724,Wilson
874,1209,2083,Tyrrell
17885,26091,43976,Wayne
4932,6981,11913,Montgomery
10670,14840,25510,Lenoir
6845,9492,16337,Scotland
33400,52606,86006,Alamance
1901,2754,4655,Camden
3796,5909,9705,Greene
18677,26622,45299,Rowan
4370,6147,10517,Northampton
11701,16037,27738,Wilkes
14281,19624,33905,Lincoln
15246,21561,36807,Caldwell
4279,6173,10452,Polk
14587,20213,34800,Surry
8863,13509,22372,Macon
2076,2836,4912,Clay
7119,10160,17279,Yadkin
19552,27813,47365,Onslow
8726,11726,20452,Richmond
51884,84526,136410,Buncombe
37616,52844,90460,Union
30264,45036,75300,Cabarrus
2276,3093,5369,Washington
17800,25451,43251,Harnett
17876,23417,41293,Burke
12167,16989,29156,Granville
36231,49903,86134,Gaston
7328,12449,19777,Edgecombe
11186,20444,31630,Watauga
5311,7832,13143,Hoke
4288,6336,10624,Bertie
7571,11571,19142,Person
11071,16049,27120,Beaufort
29564,40109,69673,Catawba
8775,13276,22051,Jackson
218837,370225,589062,Wake
18297,24305,42602,Cleveland
10481,15859,26340,Sampson
8672,13091,21763,Columbus
4663,6762,11425,Caswell
3760,5513,9273,Yancey
12222,16343,28565,Lee
3771,6338,10109,Hertford
16020,24452,40472,Rockingham
167283,264411,431694,Mecklenburg
17182,23200,40382,Carteret
2549,3427,5976,Swain
3884,6003,9887,Avery
8943,12151,21094,Vance
10687,15667,26354,Halifax
10054,15325,25379,Rutherford
16282,26875,43157,Nash
5472,8410,13882,Ashe
6687,10071,16758,Stokes
1768,2174,3942,Graham
10519,16426,26945,Pender
22061,29818,51879,Craven
109413,167617,277030,Guilford
4473,7685,12158,Madison
17432,24785,42217,Chatham
33289,52788,86077,Pitt
26424,34146,60570,Moore
70422,113712,184134,Forsyth
26992,39809,66801,Iredell
7428,11435,18863,Transylvania
4748,6628,11376,Martin
4298,6309,10607,Warren
1962,2730,4692,Jones
8224,12147,20371,Davie
44827,58052,102879,Cumberland
9097,13807,22904,McDowell
5256,7401,12657,Cherokee
3541,5055,8596,Chowan
40477,64371,104848,Orange
7089,10170,17259,Alexander
74325,115517,189842,Durham
22359,36358,58717,Henderson
9328,12055,21383,Pasquotank
3738,4998,8736,Pamlico
2405,4118,6523,Mitchell
4734,7461,12195,Currituck
38722,54027,92749,Brunswick
26088,37027,63115,Davidson
11644,16610,28254,Franklin
10481,17333,27814,Dare
6212,8434,14646,Bladen
52645,74902,127547,New Hanover
4215,5998,10213,Anson
