First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13682,11353,1055,631,Currituck,2229,10398,1840,8882
12404,11144,219,119,Anson,3055,9130,2689,8336
9517,7801,4060,2861,Swain,1327,4130,1133,3807
34762,29780,1504,968,Pender,10818,22440,9183,19629
7806,6486,123,75,Mitchell,1279,6404,954,5457
23588,20330,500,290,Richmond,5583,17505,4634,15406
37860,32012,1575,997,Haywood,8667,27618,7446,23569
121167,104841,1957,1111,Gaston,43059,76151,38606,65124
68144,60234,10015,7869,Craven,16638,41491,14382,37983
40290,35916,1375,764,Franklin,14428,24487,12939,22213
101728,90513,2083,1386,Iredell,42388,57257,38302,50825
19634,17293,185,125,Yadkin,5566,13883,5057,12111
27509,23796,692,436,Beaufort,5705,21112,4892,18468
63946,54024,7250,4924,Harnett,21026,35670,18221,30879
9199,8314,207,118,Polk,1874,7118,1700,6496
28289,23763,366,159,Dare,6024,21899,5464,18140
254647,212240,4151,2302,Forsyth,76855,173641,70620,139318
132640,110049,60877,48116,Onslow,31353,40410,26970,34963
5717,5018,559,362,Jones,1280,3878,1054,3602
57685,50401,983,657,Nash,20129,36573,18125,31619
25582,20850,4214,2998,Jackson,3794,17574,3282,14570
29841,25656,2223,1589,Duplin,8715,18903,7715,16352
6976,5478,67,26,Alleghany,1415,5494,1145,4307
282878,227509,39730,43399,Missing,95134,148014,89480,94630
128979,114904,4107,2394,Cabarrus,49037,75835,45249,67261
6773,5311,2022,1208,Camden,897,3854,778,3325
17765,15766,463,226,Alexander,3027,14275,2564,12976
25399,21951,607,365,Mcdowell,3447,21345,2783,18803
35835,30080,650,435,Sampson,9114,26071,7935,21710
33111,28994,475,302,Lenoir,10759,21877,9414,19278
30288,26578,747,454,Rutherford,6004,23537,5392,20732
12694,11258,289,196,Montgomery,3096,9309,2558,8504
22923,19652,345,204,Stokes,7891,14687,6997,12451
25675,22072,466,339,Columbus,7345,17864,6338,15395
46214,40699,633,407,Wilson,14218,31363,12021,28271
45164,40171,412,249,Lincoln,17478,27274,15078,24844
157173,135029,3341,2045,New hanover,52297,101535,47451,85533
25841,22360,512,314,Davie,8043,17286,7229,14817
9385,8368,191,97,Northampton,1550,7644,1324,6947
28895,25579,573,352,Halifax,5464,22858,4579,20648
61914,53787,1506,960,Robeson,16118,44290,13755,39072
26575,21498,6289,4275,Hoke,7109,13177,5936,11287
9704,8584,179,134,Yancey,1105,8420,915,7535
36821,32525,710,457,Lee,12258,23853,11004,21064
182357,156354,7270,4237,Buncombe,45335,129752,42131,109986
3486,3164,11,,Hyde,178,3297,153,3011
26806,22779,902,527,Edgecombe,7506,18398,6399,15853
19804,15331,384,238,Transylvania,3473,15947,2975,12118
47453,41704,4910,2966,Chatham,13945,28598,12549,26189
243894,211973,8020,5151,Durham,60741,175133,56441,150381
2074,1811,,,Tyrrell,183,1891,143,1668
62875,55732,4969,3164,Moore,17167,40739,15206,37362
67126,59337,934,634,Randolph,23328,42864,20599,38104
67097,59151,4178,3152,Rowan,22753,40166,20172,35827
16024,12808,224,130,Ashe,3440,12360,2935,9743
72638,60795,1737,1034,Henderson,15017,55884,12867,46894
28220,24851,476,336,Vance,7785,19959,6752,17763
138808,125098,1387,744,Union,54577,82844,50816,73538
6528,5656,63,40,Washington,1843,4622,1595,4021
87957,76076,2138,1330,Davidson,26825,58994,23620,51126
40369,36066,5400,4676,Granville,10902,24067,9709,21681
33386,25926,222,97,Watauga,4803,28361,4131,21698
