Second Doses Administered,First Doses Administered,Total Doses Administered,County
20038,25238,45276,Robeson
3477,4133,7610,Perquimans
37865,54593,92458,Johnston
25571,31442,57013,Randolph
1747,2354,4101,Hyde
3031,3755,6786,Alleghany
9132,12484,21616,Duplin
2505,3099,5604,Gates
13759,20246,34005,Haywood
11232,15185,26417,Stanly
57156,85575,142731,Missing
16045,21429,37474,Wilson
1047,1234,2281,Tyrrell
21944,27803,49747,Wayne
5636,7253,12889,Montgomery
12399,15437,27836,Lenoir
7858,9836,17694,Scotland
42357,55440,97797,Alamance
2267,2841,5108,Camden
4734,6138,10872,Greene
22129,28774,50903,Rowan
5330,6393,11723,Northampton
13886,16617,30503,Wilkes
15969,21504,37473,Lincoln
17882,22399,40281,Caldwell
5377,6487,11864,Polk
17604,20664,38268,Surry
10237,13993,24230,Macon
2357,2923,5280,Clay
8551,10469,19020,Yadkin
24014,28846,52860,Onslow
10033,12163,22196,Richmond
65025,90651,155676,Buncombe
42763,60386,103149,Union
34883,51434,86317,Cabarrus
2541,3178,5719,Washington
20829,26880,47709,Harnett
21143,25074,46217,Burke
14005,18177,32182,Granville
41112,54557,95669,Gaston
9309,13119,22428,Edgecombe
12979,21184,34163,Watauga
6108,8157,14265,Hoke
5063,6646,11709,Bertie
9091,12388,21479,Person
13148,16482,29630,Beaufort
33698,44073,77771,Catawba
10289,13790,24079,Jackson
273842,410393,684235,Wake
21331,25387,46718,Cleveland
12558,16679,29237,Sampson
10561,13655,24216,Columbus
5463,7095,12558,Caswell
4603,5744,10347,Yancey
13869,17795,31664,Lee
5100,6653,11753,Hertford
19813,25506,45319,Rockingham
196899,312648,509547,Mecklenburg
19770,23820,43590,Carteret
3033,3541,6574,Swain
4603,6122,10725,Avery
10206,12970,23176,Vance
13135,16315,29450,Halifax
12159,16003,28162,Rutherford
20141,28274,48415,Nash
6284,8731,15015,Ashe
8152,10793,18945,Stokes
1937,2210,4147,Graham
12786,17547,30333,Pender
25524,30790,56314,Craven
138588,176712,315300,Guilford
5209,8036,13245,Madison
20010,25902,45912,Chatham
42041,54419,96460,Pitt
29932,35133,65065,Moore
84980,122887,207867,Forsyth
33495,44535,78030,Iredell
8139,11915,20054,Transylvania
5444,6949,12393,Martin
4990,6732,11722,Warren
2245,2815,5060,Jones
9485,12949,22434,Davie
49470,60677,110147,Cumberland
10088,14215,24303,McDowell
6160,7710,13870,Cherokee
3966,5128,9094,Chowan
48515,68575,117090,Orange
8233,10598,18831,Alexander
89524,125667,215191,Durham
26038,38442,64480,Henderson
10147,12449,22596,Pasquotank
4291,5161,9452,Pamlico
2847,4320,7167,Mitchell
5570,7809,13379,Currituck
44655,56036,100691,Brunswick
30889,39578,70467,Davidson
13656,18084,31740,Franklin
12216,18057,30273,Dare
7465,8765,16230,Bladen
59566,80918,140484,New Hanover
4990,6506,11496,Anson
