First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13500,11138,970,588,Currituck,2187,10343,1770,8780
12114,10812,183,109,Anson,2905,9026,2522,8181
9419,7583,3908,2616,Swain,1289,4222,1084,3883
34263,29244,1451,948,Pender,10516,22296,8809,19487
7643,6323,117,75,Mitchell,1217,6309,910,5338
23065,19716,448,258,Richmond,5399,17218,4388,15070
37331,31460,1488,971,Haywood,8518,27325,7278,23211
118915,102121,1813,1063,Gaston,41840,75262,36903,64155
66806,58736,9979,7869,Craven,16151,40676,13773,37094
39280,34826,1253,712,Franklin,14027,24000,12369,21745
99737,88263,1971,1337,Iredell,41117,56649,36633,50293
19282,16881,172,121,Yadkin,5390,13720,4800,11960
26974,23172,622,416,Beaufort,5479,20873,4601,18155
63170,52597,7206,4739,Harnett,20303,35661,17138,30720
9325,8442,181,108,Polk,1830,7314,1651,6683
27912,23348,289,148,Dare,5859,21764,5263,17937
247666,205502,3888,2175,Forsyth,74504,169274,67373,135954
131333,108649,61639,49059,Onslow,30176,39518,25417,34173
5539,4830,512,320,Jones,1227,3800,1003,3507
56717,49117,917,636,Nash,19470,36330,17197,31284
25247,20359,4097,2780,Jackson,3642,17508,3112,14467
29265,24861,2087,1469,Duplin,8453,18725,7332,16060
6847,5314,52,26,Alleghany,1381,5414,1100,4188
243983,207502,43243,44739,Missing,97825,102915,88634,74129
126035,111511,3864,2268,Cabarrus,47405,74766,43196,66047
17315,15207,425,201,Alexander,2909,13981,2404,12602
6517,5180,1863,1192,Camden,861,3793,732,3256
25032,21535,554,351,Mcdowell,3362,21116,2657,18527
35043,29132,613,414,Sampson,8833,25597,7524,21194
32417,28141,433,291,Lenoir,10401,21583,8969,18881
29727,25987,710,451,Rutherford,5818,23199,5160,20376
12476,11023,261,183,Montgomery,2986,9229,2432,8408
22539,19180,324,196,Stokes,7731,14484,6753,12231
25566,21725,446,311,Columbus,7158,17962,5993,15421
45059,39178,570,386,Wilson,13640,30849,11184,27608
154715,132422,3130,1923,New hanover,51058,100527,45781,84718
44541,39360,394,243,Lincoln,17054,27093,14498,24619
25364,21802,467,297,Davie,7876,17021,6977,14528
9444,8365,171,83,Northampton,1514,7759,1266,7016
28467,24989,540,328,Halifax,5298,22629,4359,20302
25855,20557,6229,4146,Hoke,6754,12872,5512,10899
60415,51904,1408,895,Robeson,15440,43567,12868,38141
9564,8412,175,132,Yancey,1051,8338,864,7416
35911,31477,667,441,Lee,11802,23442,10428,20608
179504,154191,6661,4158,Buncombe,44586,128257,41138,108895
3415,3081,,,Hyde,176,3239,148,2933
26066,21987,808,472,Edgecombe,7214,18044,6025,15490
19522,14972,354,236,Transylvania,3394,15774,2882,11854
47000,41188,4694,2774,Chatham,13779,28527,12200,26214
237149,206215,7447,4942,Durham,58823,170879,53835,147438
2047,1773,,,Tyrrell,177,1870,135,1638
62196,54780,4952,3040,Moore,16775,40469,14651,37089
65757,57618,865,617,Randolph,22529,42363,19451,37550
66062,58080,3948,3063,Rowan,21927,40187,19107,35910
15405,12358,199,120,Ashe,3343,11863,2871,9367
71398,59440,1598,1023,Henderson,14660,55140,12438,45979
27379,23893,442,316,Vance,7549,19388,6452,17125
136972,122547,1271,699,Union,52855,82846,48434,73414
6385,5507,56,38,Washington,1803,4526,1553,3916
86263,74101,1998,1261,Davidson,26071,58194,22588,50252
39570,35247,5095,4499,Granville,10652,23823,9311,21437
33436,25730,207,89,Watauga,4695,28534,3988,21653
51823,45688,661,372,Cleveland,15479,35683,13230,32086
4865,4277,117,66,Gates,556,4192,471,3740
4263,3625,436,310,Graham,888,2939,722,2593
47652,41372,6645,4613,Carteret,13126,27881,11368,25391
104096,92535,1834,1171,Alamance,27381,74881,24251,67113
738328,641016,9042,5025,Mecklenburg,258591,470695,234426,401565
93193,81854,2800,1911,Brunswick,24979,65414,22113,57830
29220,26026,717,529,Stanly,7312,21191,6278,19219
6585,5586,19,12,Perquimans,1149,5417,933,4641
12713,10202,225,136,Madison,1361,11127,1211,8855
22712,19029,48,17,Pasquotank,5570,17094,4637,14375
33845,29791,321,207,Wilkes,10580,22944,9351,20233
40575,34858,329,184,Caldwell,11461,28785,9152,25522
89173,79667,1064,518,Catawba,32130,55979,27818,51331
15097,12009,3360,2233,Greene,2887,8850,2413,7363
48294,42770,560,352,Rockingham,14841,32893,12645,29773
22004,17498,515,321,Macon,3101,18388,2490,14687
111224,90707,,,Out o,,111224,,90707
839110,744897,11167,7049,Wake,275693,552250,254074,483774
11361,10242,151,117,Warren,2565,8645,2270,7855
342368,303516,4983,2840,Guilford,111363,226022,99970,200706
23773,19333,6629,4323,Bladen,4571,12573,3732,11278
229016,183944,91327,64253,Cumberland,58010,79679,49517,70174
8610,7183,181,83,Chowan,1772,6657,1598,5502
7604,6825,203,160,Pamlico,1264,6137,987,5678
18175,15832,262,183,Scotland,5160,12753,4117,11532
119362,102567,3355,1931,Johnston,38641,77366,33835,66801
5544,4968,222,99,Clay,1023,4299,938,3931
11735,9822,217,134,Martin,2559,8959,2067,7621
13913,12277,684,457,Cherokee,2834,10395,2232,9588
115792,102172,1335,896,Orange,25411,89046,24011,77265
43716,38307,740,409,Burke,11413,31563,9658,28240
37943,34125,343,229,Surry,11873,25727,10451,23445
64503,55805,6554,4886,Wayne,20006,37943,16983,33936
9854,8226,165,76,Avery,1593,8096,1362,6788
101429,84886,2088,1259,Pitt,31393,67948,27245,56382
10900,9396,102,59,Bertie,2033,8765,1720,7617
11969,10463,77,33,Hertford,3383,8509,2882,7548
23143,20619,395,292,Person,5987,16761,4906,15421
11380,10123,198,85,Caswell,1728,9454,1362,8676
