First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13559,11208,1006,630,Currituck,2190,10363,1777,8801
12142,10876,189,109,Anson,2908,9045,2527,8240
9456,7661,3934,2674,Swain,1294,4228,1093,3894
34312,29354,1468,972,Pender,10522,22322,8851,19531
7659,6354,117,75,Mitchell,1218,6324,910,5369
23141,19827,453,259,Richmond,5410,17278,4411,15157
37407,31548,1491,974,Haywood,8535,27381,7294,23280
119259,102543,1838,1073,Gaston,41939,75482,37055,64415
67033,59221,10060,8075,Craven,16185,40788,13834,37312
39390,34985,1270,721,Franklin,14052,24068,12421,21843
99986,88585,1976,1346,Iredell,41197,56813,36757,50482
19336,16958,175,122,Yadkin,5401,13760,4824,12012
27054,23271,634,422,Beaufort,5488,20932,4627,18222
63401,52968,7311,4890,Harnett,20370,35720,17264,30814
9331,8458,183,108,Polk,1830,7318,1651,6699
27962,23434,300,160,Dare,5870,21792,5276,17998
248558,206487,3905,2199,Forsyth,74651,170002,67646,136642
131854,109808,61907,49900,Onslow,30281,39666,25598,34310
5579,4868,541,332,Jones,1229,3809,1004,3532
56913,49388,923,639,Nash,19538,36452,17318,31431
25312,20446,4123,2811,Jackson,3654,17535,3125,14510
29390,25075,2157,1543,Duplin,8463,18770,7363,16169
6891,5350,55,26,Alleghany,1387,5449,1106,4218
246866,209157,41941,43309,Missing,98009,106916,88855,76993
126366,112022,3897,2295,Cabarrus,47535,74934,43388,66339
6578,5260,1910,1254,Camden,862,3806,737,3269
17394,15306,434,207,Alexander,2916,14044,2406,12693
25084,21593,557,351,Mcdowell,3363,21164,2660,18582
35123,29244,621,413,Sampson,8858,25644,7565,21266
32539,28309,437,292,Lenoir,10443,21659,9026,18991
29786,26062,713,452,Rutherford,5824,23249,5168,20442
12500,11058,264,183,Montgomery,2994,9242,2440,8435
22570,19244,326,198,Stokes,7737,14507,6768,12278
45254,39443,576,386,Wilson,13680,30998,11267,27790
25621,21828,449,324,Columbus,7190,17982,6035,15469
155006,132800,3158,1952,New hanover,51157,100691,45937,84911
44609,39464,397,243,Lincoln,17080,27132,14538,24683
25441,21896,470,300,Davie,7898,17073,7009,14587
9461,8410,172,94,Northampton,1516,7773,1270,7046
28624,25190,544,329,Halifax,5314,22766,4387,20474
60630,52218,1421,929,Robeson,15490,43719,12951,38338
26082,20852,6343,4299,Hoke,6774,12965,5530,11023
9580,8446,175,133,Yancey,1051,8354,864,7449
36062,31697,674,443,Lee,11861,23527,10514,20740
179812,154695,6679,4172,Buncombe,44620,128513,41209,109314
3421,3109,,,Hyde,177,3244,148,2961
26187,22133,824,482,Edgecombe,7249,18114,6073,15578
19570,15060,354,236,Transylvania,3395,15821,2888,11936
47177,41461,4756,2907,Chatham,13801,28620,12230,26324
237771,207154,7489,4963,Durham,58948,171334,54113,148078
2047,1777,,,Tyrrell,177,1870,135,1642
62331,55009,5007,3141,Moore,16825,40499,14750,37118
65936,57920,868,619,Randolph,22568,42500,19531,37770
66153,58168,3965,3080,Rowan,22006,40182,19192,35896
15457,12430,198,121,Ashe,3348,11911,2873,9436
71559,59663,1608,1028,Henderson,14667,55284,12461,46174
27490,24032,446,317,Vance,7563,19481,6494,17221
137172,122881,1280,703,Union,52942,82950,48615,73563
6409,5547,56,38,Washington,1812,4541,1563,3946
86549,74477,2008,1279,Davidson,26147,58394,22722,50476
39668,35360,5116,4499,Granville,10679,23873,9348,21513
33468,25783,208,90,Watauga,4705,28555,3999,21694
51968,45874,668,373,Cleveland,15514,35786,13284,32217
4272,3654,439,325,Graham,890,2943,724,2605
4886,4312,120,77,Gates,558,4208,472,3763
47965,41739,6891,4873,Carteret,13152,27922,11411,25455
104349,92934,1850,1184,Alamance,27434,75065,24343,67407
740261,643743,9099,5054,Mecklenburg,259241,471921,235554,403135
93347,82074,2819,1919,Brunswick,25029,65499,22208,57947
29270,26131,718,530,Stanly,7318,21234,6312,19289
6594,5610,19,12,Perquimans,1150,5425,938,4660
12736,10242,226,137,Madison,1362,11148,1212,8893
22775,19151,49,17,Pasquotank,5576,17150,4650,14484
40687,34981,332,186,Caldwell,11491,28864,9201,25594
89397,79934,1075,522,Catawba,32183,56139,27901,51511
33969,29879,329,207,Wilkes,10614,23026,9380,20292
15164,12157,3363,2292,Greene,2897,8904,2450,7415
48431,42937,566,353,Rockingham,14877,32988,12697,29887
22042,17564,518,322,Macon,3104,18420,2507,14735
111639,91142,,,Out o,,111639,,91142
841260,748247,11208,7100,Wake,276321,553731,255169,485978
11392,10299,151,118,Warren,2575,8666,2287,7894
343326,304730,5033,2878,Guilford,111797,226496,100611,201241
23936,19623,6750,4540,Bladen,4583,12603,3756,11327
229697,186484,91468,66065,Cumberland,58264,79965,49798,70621
8635,7226,190,88,Chowan,1772,6673,1614,5524
7615,6849,205,164,Pamlico,1265,6145,989,5696
18301,15992,264,185,Scotland,5176,12861,4138,11669
119767,103121,3385,1976,Johnston,38786,77596,34012,67133
5552,4986,226,102,Clay,1024,4302,940,3944
11770,9855,218,134,Martin,2567,8985,2076,7645
13933,12317,685,458,Cherokee,2837,10411,2240,9619
115905,102444,1332,907,Orange,25451,89122,24106,77431
43771,38430,731,415,Burke,11428,31612,9678,28337
37792,34084,346,229,Surry,11905,25541,10514,23341
64656,56194,6503,4975,Wayne,20085,38068,17088,34131
9871,8239,167,77,Avery,1593,8111,1365,6797
101816,85313,2108,1266,Pitt,31528,68180,27454,56593
10915,9475,103,61,Bertie,2038,8774,1743,7671
12013,10526,81,36,Hertford,3402,8530,2895,7595
23207,20692,399,292,Person,6005,16803,4933,15467
11408,10166,200,95,Caswell,1733,9475,1364,8707
