First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13611,11327,1026,651,Currituck,2212,10373,1830,8846
12274,11010,192,109,Anson,2988,9094,2618,8283
9424,7667,3965,2717,Swain,1316,4143,1129,3821
34517,29593,1482,987,Pender,10673,22362,9033,19573
7733,6411,117,75,Mitchell,1265,6351,939,5397
23289,20052,458,261,Richmond,5483,17348,4532,15259
37552,31744,1506,976,Haywood,8593,27453,7372,23396
119941,103735,1851,1078,Gaston,42392,75698,37915,64742
67507,59784,10105,8096,Craven,16387,41015,14136,37552
39713,35437,1290,725,Franklin,14245,24178,12770,21942
100651,89722,1992,1350,Iredell,41754,56905,37678,50694
19455,17146,176,122,Yadkin,5476,13803,4966,12058
27213,23501,639,425,Beaufort,5587,20987,4770,18306
63821,53735,7399,4961,Harnett,20625,35797,17783,30991
9343,8492,183,108,Polk,1854,7306,1684,6700
28100,23607,301,160,Dare,5964,21835,5401,18046
251135,209222,3930,2205,Forsyth,75582,171623,69375,137642
132859,111040,62227,50116,Onslow,30779,39853,26370,34554
5630,4930,546,339,Jones,1251,3833,1030,3561
57271,50004,928,640,Nash,19755,36588,17735,31629
25444,20620,4153,2849,Jackson,3743,17548,3220,14551
29548,25350,2183,1569,Duplin,8564,18801,7546,16235
6941,5447,55,26,Alleghany,1398,5488,1132,4289
259098,216204,42081,43370,Missing,94364,122653,88645,84189
127188,113408,3933,2303,Cabarrus,48231,75024,44486,66619
17499,15492,435,208,Alexander,2986,14078,2524,12760
6632,5317,1924,1258,Camden,882,3826,765,3294
25154,21764,561,351,Mcdowell,3387,21206,2731,18682
35326,29612,632,414,Sampson,8984,25710,7798,21400
32734,28633,442,295,Lenoir,10556,21736,9221,19117
29959,26299,718,452,Rutherford,5932,23309,5320,20527
12597,11166,267,184,Montgomery,3048,9282,2516,8466
22694,19419,327,198,Stokes,7811,14556,6902,12319
25587,21951,450,328,Columbus,7252,17885,6207,15416
45634,40093,585,398,Wilson,13923,31126,11691,28004
155718,133908,3188,1959,New hanover,51655,100875,46821,85128
44852,39846,398,244,Lincoln,17250,27204,14825,24777
25575,22090,475,301,Davie,7974,17126,7127,14662
9456,8435,174,94,Northampton,1531,7751,1300,7041
28718,25385,546,329,Halifax,5406,22766,4510,20546
61154,53086,1427,938,Robeson,15766,43961,13397,38751
26396,21289,6407,4345,Hoke,6926,13063,5765,11179
9635,8517,175,134,Yancey,1087,8373,899,7484
36355,32105,677,444,Lee,12066,23612,10780,20881
179997,155335,6703,4180,Buncombe,44943,128351,41757,109398
3434,3120,,,Hyde,176,3258,150,2970
26552,22596,831,488,Edgecombe,7348,18373,6249,15859
19629,15146,355,236,Transylvania,3420,15854,2932,11978
47232,41654,4808,2924,Chatham,13788,28636,12368,26362
239179,209334,7554,4978,Durham,59711,171914,55448,148908
2051,1787,,,Tyrrell,181,1870,142,1645
62504,55275,5058,3171,Moore,16964,40482,14978,37126
66460,58723,876,619,Randolph,22920,42664,20175,37929
66641,58813,3986,3093,Rowan,22334,40321,19718,36002
15767,12559,201,121,Ashe,3400,12166,2900,9538
71938,60193,1613,1028,Henderson,14860,55465,12722,46443
27797,24407,448,317,Vance,7692,19657,6647,17443
138143,124441,1295,704,Union,53701,83147,49912,73825
6449,5595,59,38,Washington,1824,4566,1576,3981
87096,75309,2024,1284,Davidson,26456,58616,23246,50779
39975,35739,5203,4545,Granville,10785,23987,9555,21639
33576,25972,212,91,Watauga,4764,28600,4072,21809
52340,46380,671,374,Cleveland,15682,35987,13540,32466
4284,3669,445,328,Graham,895,2944,732,2609
4910,4364,125,77,Gates,565,4220,483,3804
48229,42123,6960,4926,Carteret,13304,27965,11661,25536
105193,94211,1873,1189,Alamance,27965,75355,25223,67799
746203,652442,9174,5080,Mecklenburg,263057,473972,241560,405802
93795,82675,2839,1924,Brunswick,25350,65606,22677,58074
29514,26463,720,531,Stanly,7428,21366,6484,19448
6625,5664,20,12,Perquimans,1166,5439,959,4693
