First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13556,11203,1004,629,Currituck,2190,10362,1777,8797
12138,10862,188,109,Anson,2908,9042,2525,8228
9453,7649,3933,2667,Swain,1293,4227,1088,3894
34310,29346,1467,972,Pender,10522,22321,8849,19525
7655,6352,117,75,Mitchell,1217,6321,910,5367
23130,19812,453,259,Richmond,5410,17267,4410,15143
37398,31537,1491,974,Haywood,8533,27374,7291,23272
119245,102483,1836,1073,Gaston,41932,75477,37037,64373
66998,59176,10058,8074,Craven,16182,40758,13825,37277
39373,34955,1269,720,Franklin,14049,24055,12413,21822
99976,88566,1976,1346,Iredell,41191,56809,36743,50477
19327,16958,175,122,Yadkin,5401,13751,4822,12014
27036,23238,633,422,Beaufort,5486,20917,4626,18190
63354,52899,7298,4880,Harnett,20356,35700,17238,30781
9328,8453,183,108,Polk,1830,7315,1651,6694
27953,23428,297,160,Dare,5867,21789,5276,17992
248401,206493,3902,2197,Forsyth,74631,169868,67617,136679
131811,109747,61892,49889,Onslow,30271,39648,25565,34293
5579,4864,541,332,Jones,1229,3809,1004,3528
56871,49339,923,638,Nash,19522,36426,17298,31403
25300,20433,4121,2810,Jackson,3652,17527,3123,14500
29381,25066,2157,1541,Duplin,8457,18767,7358,16167
6882,5337,55,26,Alleghany,1387,5440,1104,4207
245906,208583,41935,43302,Missing,97968,106003,88814,76467
126348,112023,3895,2295,Cabarrus,47509,74944,43361,66367
6576,5261,1909,1254,Camden,862,3805,737,3270
17361,15258,431,207,Alexander,2914,14016,2406,12645
25077,21582,557,351,Mcdowell,3363,21157,2660,18571
35115,29231,620,413,Sampson,8856,25639,7560,21258
32524,28285,437,292,Lenoir,10437,21650,9020,18973
29776,26043,713,451,Rutherford,5824,23239,5168,20424
12499,11050,264,183,Montgomery,2994,9241,2439,8428
22566,19236,325,197,Stokes,7738,14503,6765,12274
45229,39403,575,386,Wilson,13672,30982,11252,27765
25618,21817,449,324,Columbus,7186,17983,6030,15463
154969,132730,3157,1949,New hanover,51146,100666,45916,84865
44596,39453,397,243,Lincoln,17073,27126,14529,24681
25433,21897,470,300,Davie,7896,17067,7007,14590
9449,8400,172,94,Northampton,1516,7761,1269,7037
28616,25143,543,329,Halifax,5314,22759,4385,20429
60597,52173,1421,929,Robeson,15484,43692,12941,38303
26060,20831,6337,4295,Hoke,6772,12951,5525,11011
9577,8442,175,133,Yancey,1051,8351,864,7445
36038,31647,674,443,Lee,11847,23517,10504,20700
179760,154624,6676,4171,Buncombe,44615,128469,41195,109258
3421,3105,,,Hyde,177,3244,148,2957
26152,22101,823,481,Edgecombe,7236,18093,6064,15556
19562,15052,354,236,Transylvania,3394,15814,2888,11928
47165,41455,4750,2904,Chatham,13798,28617,12229,26322
237693,207014,7485,4963,Durham,58933,171275,54071,147980
2046,1776,,,Tyrrell,177,1869,135,1641
62317,54991,5002,3140,Moore,16819,40496,14737,37114
65917,57898,867,618,Randolph,22562,42488,19523,37757
66189,58238,3964,3079,Rowan,21996,40229,19180,35979
15436,12409,198,121,Ashe,3346,11892,2872,9416
71540,59629,1608,1028,Henderson,14666,55266,12458,46143
27477,24008,445,317,Vance,7563,19469,6484,17207
137144,122853,1279,703,Union,52929,82936,48593,73557
6402,5543,56,38,Washington,1810,4536,1561,3944
86492,74455,2008,1279,Davidson,26137,58347,22697,50479
39649,35332,5115,4498,Granville,10674,23860,9345,21489
33467,25780,208,89,Watauga,4703,28556,3998,21693
51947,45851,667,373,Cleveland,15506,35774,13277,32201
4882,4310,119,77,Gates,557,4206,471,3762
4271,3654,439,324,Graham,888,2944,724,2606
47941,41721,6885,4872,Carteret,13147,27909,11403,25446
104325,92888,1850,1184,Alamance,27428,75047,24332,67372
740032,643405,9094,5052,Mecklenburg,259175,471763,235406,402947
93331,82048,2817,1918,Brunswick,25023,65491,22196,57934
29259,26122,718,530,Stanly,7318,21223,6309,19283
6593,5607,19,12,Perquimans,1150,5424,937,4658
12735,10236,225,137,Madison,1362,11148,1211,8888
22763,19142,49,17,Pasquotank,5576,17138,4650,14475
89370,79899,1075,522,Catawba,32180,56115,27887,51490
33945,29871,327,207,Wilkes,10612,23006,9378,20286
40656,34951,332,186,Caldwell,11481,28843,9196,25569
15147,12139,3359,2290,Greene,2893,8895,2448,7401
48400,42902,566,352,Rockingham,14868,32966,12689,29861
22036,17546,518,322,Macon,3104,18414,2503,14721
111587,91089,,,Out o,,111587,,91089
840987,747815,11203,7100,Wake,276241,553543,255014,485701
11388,10293,151,117,Warren,2572,8665,2286,7890
343148,304619,5025,2874,Guilford,111712,226411,100535,201210
23919,19605,6737,4531,Bladen,4581,12601,3754,11320
229568,186345,91418,66044,Cumberland,58226,79924,49755,70546
8634,7214,190,88,Chowan,1772,6672,1607,5519
7613,6845,205,164,Pamlico,1265,6143,988,5693
18295,15972,264,185,Scotland,5172,12859,4137,11650
119707,103064,3378,1974,Johnston,38766,77563,33988,67102
5552,4982,226,102,Clay,1024,4302,940,3940
13930,12315,684,458,Cherokee,2837,10409,2240,9617
11766,9855,218,134,Martin,2567,8981,2074,7647
115897,102415,1332,907,Orange,25450,89115,24095,77413
43760,38399,730,415,Burke,11426,31604,9674,28310
37879,34155,346,229,Surry,11897,25636,10503,23423
64624,56169,6501,4971,Wayne,20070,38053,17078,34120
9863,8237,165,77,Avery,1593,8105,1365,6795
101751,85259,2106,1265,Pitt,31515,68130,27429,56565
10915,9464,103,61,Bertie,2038,8774,1741,7662
12008,10521,81,36,Hertford,3397,8530,2892,7593
23191,20679,398,292,Person,6001,16792,4931,15456
11399,10155,200,95,Caswell,1733,9466,1364,8696
