First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13614,11326,1026,648,Currituck,2212,10376,1830,8848
12264,11006,192,109,Anson,2986,9086,2614,8283
9421,7657,3964,2716,Swain,1316,4141,1122,3819
34507,29587,1481,986,Pender,10670,22356,9034,19567
7732,6409,117,75,Mitchell,1265,6350,939,5395
23281,20042,458,261,Richmond,5479,17344,4532,15249
37549,31731,1506,976,Haywood,8593,27450,7370,23385
119919,103712,1850,1078,Gaston,42378,75691,37902,64732
67474,59757,10100,8095,Craven,16377,40997,14128,37534
39708,35423,1290,725,Franklin,14242,24176,12767,21931
100635,89704,1991,1350,Iredell,41742,56902,37665,50689
19447,17138,176,122,Yadkin,5474,13797,4963,12053
27203,23491,639,425,Beaufort,5585,20979,4766,18300
63796,53704,7395,4956,Harnett,20608,35793,17762,30986
9342,8492,183,108,Polk,1854,7305,1684,6700
28097,23601,301,160,Dare,5963,21833,5400,18041
251070,209148,3929,2205,Forsyth,75559,171582,69336,137607
132820,110995,62206,50108,Onslow,30767,39847,26343,34544
5625,4929,546,339,Jones,1251,3828,1030,3560
57261,49997,928,640,Nash,19744,36589,17723,31634
25443,20617,4152,2849,Jackson,3742,17549,3218,14550
29540,25339,2183,1567,Duplin,8557,18800,7538,16234
6942,5448,55,26,Alleghany,1398,5489,1132,4290
258631,215881,42072,43363,Missing,94346,122213,88602,83916
127150,113342,3932,2303,Cabarrus,48200,75018,44458,66581
6627,5317,1922,1258,Camden,881,3824,765,3294
17499,15492,435,208,Alexander,2984,14080,2523,12761
25151,21760,561,351,Mcdowell,3385,21205,2730,18679
35317,29596,632,414,Sampson,8981,25704,7793,21389
32727,28631,441,295,Lenoir,10550,21736,9218,19118
29959,26301,717,452,Rutherford,5926,23316,5316,20533
12593,11164,267,184,Montgomery,3047,9279,2514,8466
22690,19409,327,198,Stokes,7807,14556,6896,12315
25629,21981,450,327,Columbus,7251,17928,6204,15450
45618,40073,584,398,Wilson,13914,31120,11685,27990
155697,133874,3184,1958,New hanover,51650,100863,46800,85116
44844,39834,398,244,Lincoln,17244,27202,14819,24771
25575,22081,475,301,Davie,7973,17127,7124,14656
9454,8435,173,94,Northampton,1530,7751,1300,7041
28710,25379,546,329,Halifax,5406,22758,4505,20545
61133,53041,1427,937,Robeson,15763,43943,13380,38724
26377,21268,6405,4345,Hoke,6917,13055,5757,11166
9634,8516,175,134,Yancey,1087,8372,899,7483
36339,32091,677,444,Lee,12061,23601,10771,20876
179945,155297,6703,4179,Buncombe,44930,128312,41747,109371
3433,3120,,,Hyde,176,3257,150,2970
26538,22585,830,488,Edgecombe,7346,18362,6243,15854
19629,15144,355,236,Transylvania,3419,15855,2931,11977
47226,41652,4805,2924,Chatham,13787,28634,12364,26364
239091,209241,7552,4977,Durham,59693,171846,55418,148846
2051,1787,,,Tyrrell,181,1870,142,1645
62496,55271,5056,3171,Moore,16959,40481,14974,37126
66444,58705,876,619,Randolph,22912,42656,20167,37919
66617,58785,3984,3093,Rowan,22323,40310,19699,35993
15758,12549,201,121,Ashe,3399,12158,2897,9531
71920,60165,1612,1028,Henderson,14857,55451,12721,46416
27785,24380,448,317,Vance,7689,19648,6636,17427
138117,124406,1295,704,Union,53683,83139,49888,73814
6442,5590,59,38,Washington,1822,4561,1576,3976
87078,75290,2023,1284,Davidson,26446,58609,23237,50769
39967,35722,5201,4544,Granville,10781,23985,9546,21632
33566,25963,212,91,Watauga,4760,28594,4069,21803
52321,46356,671,374,Cleveland,15675,35975,13538,32444
