First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13555,11203,1004,629,Currituck,2189,10362,1777,8797
12138,10860,188,109,Anson,2908,9042,2525,8226
9453,7649,3933,2667,Swain,1293,4227,1088,3894
34310,29342,1467,972,Pender,10522,22321,8847,19523
7655,6350,117,75,Mitchell,1217,6321,910,5365
23125,19808,453,259,Richmond,5408,17264,4411,15138
37393,31533,1491,974,Haywood,8532,27370,7291,23268
119144,102390,1836,1073,Gaston,41928,75380,37030,64287
66998,59166,10058,8074,Craven,16182,40758,13821,37271
39367,34947,1269,720,Franklin,14045,24053,12410,21817
99892,88502,1976,1346,Iredell,41183,56733,36737,50419
19326,16957,175,122,Yadkin,5401,13750,4821,12014
27035,23236,633,422,Beaufort,5487,20915,4625,18189
63335,52867,7298,4880,Harnett,20349,35688,17218,30769
9328,8454,183,108,Polk,1830,7315,1652,6694
27951,23419,297,160,Dare,5866,21788,5275,17984
248381,206454,3902,2197,Forsyth,74625,169854,67598,136659
131798,109730,61892,49889,Onslow,30267,39639,25551,34290
5579,4864,541,332,Jones,1229,3809,1004,3528
56855,49318,923,638,Nash,19520,36412,17293,31387
25296,20432,4121,2810,Jackson,3652,17523,3123,14499
29382,25066,2157,1541,Duplin,8458,18767,7359,16166
6880,5327,55,26,Alleghany,1387,5438,1104,4197
245841,208514,41935,43302,Missing,98005,105901,88844,76368
126332,111984,3895,2295,Cabarrus,47513,74924,43362,66327
17358,15247,431,207,Alexander,2914,14013,2406,12634
6576,5260,1909,1254,Camden,862,3805,737,3269
25074,21576,557,351,Mcdowell,3363,21154,2660,18565
35113,29225,620,413,Sampson,8854,25639,7556,21256
32506,28257,437,292,Lenoir,10435,21634,9018,18947
29770,26043,713,451,Rutherford,5823,23234,5168,20424
12498,11048,264,183,Montgomery,2994,9240,2437,8428
22563,19231,325,197,Stokes,7737,14501,6765,12269
25616,21811,449,324,Columbus,7186,17981,6028,15459
45218,39392,575,386,Wilson,13673,30970,11247,27759
154959,132719,3157,1949,New hanover,51144,100658,45911,84859
44593,39450,397,243,Lincoln,17072,27124,14530,24677
25428,21894,470,300,Davie,7894,17064,7005,14589
9445,8396,172,94,Northampton,1516,7757,1268,7034
28572,25097,543,329,Halifax,5314,22715,4381,20387
60582,52146,1421,929,Robeson,15483,43678,12938,38279
26052,20808,6337,4295,Hoke,6772,12943,5524,10989
9576,8440,175,133,Yancey,1051,8350,864,7443
36034,31635,674,443,Lee,11844,23516,10499,20693
179738,154599,6676,4171,Buncombe,44613,128449,41191,109237
3420,3105,,,Hyde,176,3244,148,2957
26138,22085,823,481,Edgecombe,7235,18080,6058,15546
19560,15048,354,236,Transylvania,3394,15812,2888,11924
47165,41455,4750,2904,Chatham,13804,28611,12233,26318
237667,206967,7485,4963,Durham,58930,171252,54053,147951
2046,1776,,,Tyrrell,177,1869,135,1641
62314,54988,5002,3140,Moore,16818,40494,14737,37111
65915,57864,867,618,Randolph,22564,42484,19523,37723
66181,58235,3964,3079,Rowan,21992,40225,19177,35979
15431,12408,198,121,Ashe,3347,11886,2872,9415
71528,59620,1608,1028,Henderson,14666,55254,12457,46135
27470,24006,445,317,Vance,7562,19463,6484,17205
137120,122832,1279,703,Union,52916,82925,48587,73542
6401,5541,56,38,Washington,1810,4535,1560,3943
86472,74427,2008,1279,Davidson,26134,58330,22691,50457
39644,35329,5115,4498,Granville,10672,23857,9344,21487
33466,25776,208,89,Watauga,4702,28556,3997,21690
51935,45835,667,373,Cleveland,15506,35762,13275,32187
4270,3651,439,324,Graham,888,2943,724,2603
4881,4309,119,77,Gates,557,4205,471,3761
47940,41721,6885,4872,Carteret,13146,27909,11404,25445
104314,92862,1850,1184,Alamance,27427,75037,24329,67349
739896,643247,9094,5052,Mecklenburg,259113,471689,235355,402840
93322,82039,2817,1918,Brunswick,25018,65487,22192,57929
29257,26122,718,530,Stanly,7318,21221,6309,19283
6591,5606,19,12,Perquimans,1150,5422,937,4657
12732,10231,225,137,Madison,1361,11146,1211,8883
22760,19127,49,17,Pasquotank,5576,17135,4649,14461
33938,29868,327,207,Wilkes,10612,22999,9378,20283
89345,79861,1075,522,Catawba,32176,56094,27880,51459
40651,34951,332,186,Caldwell,11480,28839,9196,25569
15143,12134,3359,2290,Greene,2893,8891,2446,7398
48394,42880,566,352,Rockingham,14867,32961,12684,29844
22036,17543,518,322,Macon,3104,18414,2502,14719
111571,91078,,,Out o,,111571,,91078
840849,747610,11203,7100,Wake,276180,553466,254949,485561
11388,10293,151,117,Warren,2572,8665,2286,7890
343093,304553,5025,2874,Guilford,111678,226390,100499,201180
23919,19601,6737,4531,Bladen,4581,12601,3755,11315
229545,186311,91418,66044,Cumberland,58219,79908,49744,70523
8634,7213,190,88,Chowan,1772,6672,1607,5518
7612,6845,205,164,Pamlico,1265,6142,988,5693
18296,15970,264,185,Scotland,5173,12859,4136,11649
119673,103025,3378,1974,Johnston,38767,77528,33982,67069
5551,4978,226,102,Clay,1024,4301,940,3936
11751,9848,218,134,Martin,2567,8966,2074,7640
13925,12313,684,458,Cherokee,2837,10404,2240,9615
115878,102398,1332,907,Orange,25445,89101,24093,77398
43759,38391,730,415,Burke,11424,31605,9672,28304
37876,34141,346,229,Surry,11897,25633,10500,23412
64608,56139,6501,4971,Wayne,20070,38037,17077,34091
9862,8234,165,77,Avery,1593,8104,1364,6793
101728,85227,2106,1265,Pitt,31514,68108,27419,56543
10916,9464,103,61,Bertie,2038,8775,1740,7663
12007,10520,81,36,Hertford,3397,8529,2893,7591
23188,20677,398,292,Person,6000,16790,4931,15454
11398,10154,200,95,Caswell,1732,9466,1364,8695
