First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13512,11146,975,589,Currituck,2188,10349,1776,8781
12126,10836,185,109,Anson,2907,9034,2522,8205
9446,7626,3932,2648,Swain,1290,4224,1086,3892
34280,29274,1454,951,Pender,10522,22304,8825,19498
7647,6343,117,75,Mitchell,1217,6313,910,5358
23092,19752,449,259,Richmond,5407,17236,4400,15093
37364,31501,1490,971,Haywood,8525,27349,7284,23246
119013,102234,1819,1065,Gaston,41879,75315,36970,64199
66884,58857,10001,7880,Craven,16170,40713,13788,37189
39310,34877,1256,713,Franklin,14035,24019,12388,21776
99809,88370,1976,1340,Iredell,41153,56680,36684,50346
19309,16917,173,122,Yadkin,5395,13741,4811,11984
26999,23191,623,416,Beaufort,5483,20893,4607,18168
63224,52676,7245,4768,Harnett,20317,35662,17171,30737
9331,8447,182,108,Polk,1830,7319,1651,6688
27929,23384,291,149,Dare,5863,21775,5267,17968
248093,206012,3904,2183,Forsyth,74560,169629,67493,136336
131530,108847,61740,49144,Onslow,30225,39565,25476,34227
5548,4844,515,321,Jones,1229,3804,1003,3520
56758,49174,922,636,Nash,19493,36343,17237,31301
25278,20392,4116,2794,Jackson,3644,17518,3117,14481
29279,24893,2092,1474,Duplin,8455,18732,7346,16073
6871,5322,53,26,Alleghany,1384,5434,1102,4194
245280,208619,43274,44763,Missing,97880,104126,88699,75157
126166,111704,3878,2272,Cabarrus,47451,74837,43254,66178
17336,15230,427,201,Alexander,2912,13997,2406,12623
6546,5193,1883,1195,Camden,862,3801,732,3266
25042,21556,556,351,Mcdowell,3362,21124,2658,18547
35082,29187,613,415,Sampson,8843,25626,7539,21233
32456,28187,435,292,Lenoir,10417,21604,8994,18901
29752,26020,711,451,Rutherford,5822,23219,5166,20403
12487,11034,261,183,Montgomery,2988,9238,2432,8419
22546,19208,324,197,Stokes,7730,14492,6758,12253
25611,21779,447,311,Columbus,7177,17987,6013,15455
45157,39267,575,386,Wilson,13652,30930,11212,27669
44565,39390,397,243,Lincoln,17066,27102,14513,24634
154830,132550,3139,1928,New hanover,51099,100592,45838,84784
25406,21849,469,299,Davie,7891,17046,6994,14556
9440,8374,171,83,Northampton,1516,7753,1267,7024
28465,25002,542,328,Halifax,5308,22615,4368,20306
60507,52006,1417,902,Robeson,15458,43632,12906,38198
25930,20606,6266,4164,Hoke,6762,12902,5521,10921
9571,8425,175,133,Yancey,1051,8345,864,7428
35959,31543,669,442,Lee,11822,23468,10449,20652
179614,154376,6672,4160,Buncombe,44601,128341,41162,109054
3416,3090,,,Hyde,176,3240,148,2942
26080,22017,813,473,Edgecombe,7224,18043,6040,15504
19553,15032,354,236,Transylvania,3394,15805,2886,11910
47075,41257,4711,2780,Chatham,13789,28575,12216,26261
237397,206529,7466,4947,Durham,58878,171053,53937,147645
2047,1775,,,Tyrrell,177,1870,135,1640
62227,54830,4965,3046,Moore,16795,40467,14694,37090
65839,57733,866,618,Randolph,22544,42429,19481,37634
66115,58166,3960,3067,Rowan,21956,40199,19142,35957
15413,12379,199,120,Ashe,3345,11869,2871,9388
71454,59529,1602,1023,Henderson,14662,55190,12449,46057
27404,23945,443,317,Vance,7554,19407,6468,17160
137053,122715,1274,700,Union,52881,82898,48523,73492
6393,5526,56,38,Washington,1805,4532,1559,3929
86367,74251,2001,1263,Davidson,26099,58267,22632,50356
39594,35283,5100,4499,Granville,10659,23835,9327,21457
33445,25749,208,89,Watauga,4697,28540,3992,21668
51882,45760,664,372,Cleveland,15494,35724,13251,32137
4868,4282,117,66,Gates,557,4194,471,3745
4268,3642,439,324,Graham,888,2941,723,2595
47701,41436,6676,4635,Carteret,13134,27891,11385,25416
104191,92682,1843,1171,Alamance,27401,74947,24292,67219
738950,641925,9071,5037,Mecklenburg,258842,471037,234867,402021
93249,81948,2805,1911,Brunswick,24991,65453,22153,57884
29235,26073,718,530,Stanly,7315,21202,6297,19246
6590,5597,19,12,Perquimans,1149,5422,935,4650
12725,10219,225,136,Madison,1361,11139,1211,8872
22722,19052,49,17,Pasquotank,5571,17102,4643,14392
