First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13622,11335,1026,651,Currituck,2212,10384,1830,8854
12280,11015,192,109,Anson,2990,9098,2619,8287
9433,7678,3973,2723,Swain,1316,4144,1129,3826
34532,29612,1482,988,Pender,10678,22372,9039,19585
7738,6419,117,75,Mitchell,1266,6355,939,5405
23299,20063,459,261,Richmond,5487,17353,4538,15264
37565,31768,1506,977,Haywood,8601,27458,7376,23415
120020,103811,1855,1079,Gaston,42421,75744,37951,64781
67563,59809,10106,8097,Craven,16400,41057,14146,37566
39725,35472,1290,725,Franklin,14254,24181,12788,21959
100679,89758,1993,1350,Iredell,41783,56903,37706,50702
19474,17169,176,122,Yadkin,5482,13816,4974,12073
27222,23516,640,425,Beaufort,5593,20989,4779,18312
63858,53779,7405,4965,Harnett,20643,35810,17808,31006
9348,8496,183,108,Polk,1856,7309,1685,6703
28107,23610,301,160,Dare,5971,21835,5405,18045
251563,209652,3938,2207,Forsyth,75635,171990,69447,137998
132949,111099,62252,50131,Onslow,30809,39888,26395,34573
5635,4935,546,339,Jones,1253,3836,1032,3564
57289,50025,929,640,Nash,19776,36584,17752,31633
25458,20627,4158,2854,Jackson,3747,17553,3222,14551
29564,25364,2183,1570,Duplin,8573,18808,7552,16242
6941,5446,55,26,Alleghany,1400,5486,1132,4288
259578,216600,42096,43374,Missing,94408,123074,88743,84483
127280,113534,3935,2306,Cabarrus,48263,75082,44534,66694
17505,15500,435,208,Alexander,2990,14080,2527,12765
6634,5327,1924,1259,Camden,883,3827,766,3302
25160,21775,561,351,Mcdowell,3390,21209,2734,18690
35337,29638,632,414,Sampson,8989,25716,7806,21418
32768,28665,444,295,Lenoir,10566,21758,9231,19139
29965,26305,718,452,Rutherford,5938,23309,5322,20531
12606,11176,267,184,Montgomery,3055,9284,2517,8475
22725,19449,328,198,Stokes,7817,14580,6906,12345
25528,21892,450,328,Columbus,7261,17817,6219,15345
45660,40130,586,398,Wilson,13941,31133,11710,28022
155779,133950,3189,1959,New hanover,51679,100911,46845,85146
44868,39880,398,245,Lincoln,17257,27213,14842,24793
