First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
9541,8367,175,132,Yancey,1051,8315,864,7371
35739,31208,662,440,Lee,11725,23352,10303,20465
179059,153508,6620,4148,Buncombe,44522,127917,41034,108326
3410,3051,,,Hyde,176,3234,148,2903
25903,21765,790,467,Edgecombe,7160,17953,5920,15378
19495,14905,351,236,Transylvania,3388,15756,2870,11799
46796,40929,4593,2746,Chatham,13747,28456,12124,26059
237142,204801,7375,4932,Durham,58555,171212,53425,146444
2047,1765,,,Tyrrell,177,1870,135,1630
62506,54546,4838,3023,Moore,16680,40988,14463,37060
65557,57240,856,615,Randolph,22430,42271,19273,37352
65842,57656,3928,3056,Rowan,21815,40099,18912,35688
15322,12308,193,120,Ashe,3331,11798,2861,9327
71172,59147,1592,1022,Henderson,14624,54956,12387,45738
27192,23651,430,316,Vance,7507,19255,6393,16942
137073,122088,1254,695,Union,52702,83117,48122,73271
6346,5438,56,38,Washington,1799,4491,1537,3863
85873,73593,1961,1253,Davidson,25932,57980,22387,49953
39393,35032,5033,4462,Granville,10619,23741,9240,21330
33345,25569,207,88,Watauga,4681,28457,3974,21507
51630,45337,657,369,Cleveland,15412,35561,13151,31817
4841,4238,114,64,Gates,553,4174,465,3709
4239,3611,416,306,Graham,885,2938,720,2585
47661,41195,6555,4568,Carteret,13095,28011,11299,25328
103998,91986,1797,1166,Alamance,27251,74950,24041,66779
738077,637019,8950,5007,Mecklenburg,257546,471581,232803,399209
93251,81530,2757,1906,Brunswick,24867,65627,21940,57684
29110,25884,716,529,Stanly,7276,21118,6232,19123
6573,5564,19,12,Perquimans,1145,5409,925,4627
12693,10166,225,136,Madison,1360,11108,1210,8820
22618,18864,44,15,Pasquotank,5551,17023,4604,14245
33769,29657,315,207,Wilkes,10555,22899,9284,20166
88973,79279,1046,517,Catawba,31991,55936,27625,51137
40416,34635,328,184,Caldwell,11409,28679,9039,25412
14962,11866,3308,2205,Greene,2872,8782,2385,7276
48108,42451,548,352,Rockingham,14748,32812,12501,29598
21944,17469,511,319,Macon,3084,18349,2483,14667
114204,90085,,,Out o,,114204,,90085
839980,740280,11059,7030,Wake,274611,554310,252390,480860
11299,10153,149,117,Warren,2545,8605,2244,7792
342188,301777,4929,2825,Guilford,110683,226576,99026,199926
23590,19177,6512,4302,Bladen,4547,12531,3686,11189
227893,182768,90835,64038,Cumberland,57712,79346,49043,69687
8577,7120,175,82,Chowan,1765,6637,1577,5461
7599,6813,201,158,Pamlico,1261,6137,980,5675
18096,15725,262,182,Scotland,5132,12702,4056,11487
118878,101862,3288,1921,Johnston,38445,77145,33561,66380
5520,4939,211,99,Clay,1022,4287,934,3906
11793,9857,212,134,Martin,2545,9036,2036,7687
13881,12220,674,454,Cherokee,2826,10381,2214,9552
116244,101785,1329,895,Orange,25313,89602,23880,77010
43573,38163,730,407,Burke,11379,31464,9604,28152
37919,34003,338,229,Surry,11827,25754,10388,23386
64201,55371,6512,4862,Wayne,19877,37812,16785,33724
9837,8193,162,75,Avery,1590,8085,1360,6758
100874,84266,2070,1252,Pitt,31161,67643,26963,56051
10866,9336,98,59,Bertie,2017,8751,1700,7577
11924,10407,75,33,Hertford,3357,8492,2853,7521
23081,20482,392,292,Person,5959,16730,4838,15352
11336,10083,187,84,Caswell,1715,9434,1347,8652
