First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13446,11053,940,580,Currituck,2181,10325,1750,8723
12089,10724,180,99,Anson,2897,9012,2510,8115
9173,7382,3678,2454,Swain,1279,4216,1070,3858
34214,29101,1410,943,Pender,10493,22311,8761,19397
7620,6303,117,75,Mitchell,1212,6291,909,5319
22962,19582,444,257,Richmond,5363,17155,4323,15002
37207,31295,1472,965,Haywood,8484,27251,7236,23094
118874,101455,1792,1060,Gaston,41670,75412,36621,63774
66628,58368,9927,7842,Craven,16074,40627,13635,36891
39150,34606,1229,707,Franklin,13980,23941,12275,21624
99815,87860,1957,1334,Iredell,40993,56865,36405,50121
19220,16792,171,119,Yadkin,5374,13675,4770,11903
26839,23031,619,413,Beaufort,5456,20764,4551,18067
62865,52246,7065,4688,Harnett,20161,35639,16955,30603
9337,8455,180,108,Polk,1830,7327,1651,6696
27859,23234,282,148,Dare,5843,21734,5208,17878
247230,204095,3857,2161,Forsyth,74208,169165,66875,135059
130617,107941,61225,48852,Onslow,29963,39429,25110,33979
5502,4788,495,317,Jones,1222,3785,992,3479
56449,48742,904,632,Nash,19339,36206,16983,31127
24973,20161,3893,2655,Jackson,3624,17456,3091,14415
29146,24729,2044,1457,Duplin,8420,18682,7263,16009
6814,5285,48,26,Alleghany,1372,5394,1096,4163
240887,204601,42941,44641,Missing,97569,100377,88269,71691
125478,110671,3797,2259,Cabarrus,47197,74484,42836,65576
17249,15104,422,198,Alexander,2896,13931,2381,12525
6474,5143,1833,1181,Camden,861,3780,726,3236
24936,21415,549,351,Mcdowell,3352,21035,2650,18414
34820,28862,604,414,Sampson,8774,25442,7435,21013
32244,27903,429,290,Lenoir,10343,21472,8842,18771
29684,25895,703,451,Rutherford,5806,23175,5138,20306
12419,10992,258,182,Montgomery,2972,9189,2419,8391
22487,19089,319,194,Stokes,7710,14458,6707,12188
25486,21565,442,310,Columbus,7112,17932,5878,15377
44791,38823,566,386,Wilson,13546,30679,11060,27377
154738,131820,3093,1917,New hanover,50899,100746,45528,84375
44468,39171,392,242,Lincoln,16993,27083,14409,24520
25323,21680,462,294,Davie,7843,17018,6930,14456
9403,8315,170,83,Northampton,1510,7723,1257,6975
28289,24746,534,326,Halifax,5271,22484,4294,20126
60125,51484,1384,891,Robeson,15344,43397,12710,37883
25627,20320,6133,4101,Hoke,6725,12769,5476,10743
