First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13510,11143,975,589,Currituck,2187,10348,1773,8781
12125,10832,185,109,Anson,2907,9033,2522,8201
9443,7610,3929,2633,Swain,1290,4224,1086,3891
34272,29265,1453,950,Pender,10519,22300,8820,19495
7651,6344,117,75,Mitchell,1217,6317,910,5359
23085,19747,448,259,Richmond,5407,17230,4400,15088
37362,31495,1490,971,Haywood,8525,27347,7284,23240
118977,102207,1815,1065,Gaston,41876,75286,36959,64183
66874,58839,10000,7880,Craven,16166,40708,13786,37173
39303,34867,1256,713,Franklin,14031,24016,12386,21768
99788,88356,1975,1338,Iredell,41150,56663,36677,50341
19299,16907,172,122,Yadkin,5393,13734,4811,11974
26996,23187,623,416,Beaufort,5485,20888,4607,18164
63212,52646,7242,4762,Harnett,20316,35654,17171,30713
9332,8448,182,108,Polk,1830,7320,1651,6689
27924,23378,291,149,Dare,5863,21770,5267,17962
248004,205895,3903,2181,Forsyth,74551,169550,67470,136244
131506,108821,61726,49130,Onslow,30218,39562,25469,34222
5546,4842,514,320,Jones,1228,3804,1003,3519
56747,49163,921,636,Nash,19488,36338,17232,31295
25265,20385,4109,2792,Jackson,3644,17512,3117,14476
29276,24886,2091,1473,Duplin,8453,18732,7343,16070
6867,5321,53,26,Alleghany,1383,5431,1102,4193
245219,208566,43267,44761,Missing,97897,104055,88723,75082
126151,111673,3875,2271,Cabarrus,47459,74817,43246,66156
17332,15221,427,201,Alexander,2912,13993,2405,12615
6543,5192,1881,1195,Camden,862,3800,732,3265
25037,21556,554,351,Mcdowell,3362,21121,2657,18548
35076,29181,613,415,Sampson,8844,25619,7539,21227
32449,28181,434,292,Lenoir,10417,21598,8990,18899
29749,26016,711,451,Rutherford,5822,23216,5166,20399
12487,11031,261,183,Montgomery,2988,9238,2432,8416
22544,19197,324,197,Stokes,7731,14489,6758,12242
25596,21762,447,311,Columbus,7176,17973,6013,15438
45145,39251,574,386,Wilson,13653,30918,11208,27657
44562,39389,397,243,Lincoln,17065,27100,14512,24634
154805,132531,3138,1926,New hanover,51093,100574,45831,84774
25398,21838,469,298,Davie,7887,17042,6994,14546
9439,8371,171,83,Northampton,1516,7752,1267,7021
28455,24993,541,328,Halifax,5306,22608,4370,20295
60489,51980,1417,901,Robeson,15458,43614,12904,38175
25914,20593,6257,4161,Hoke,6762,12895,5521,10911
9570,8423,175,133,Yancey,1051,8344,864,7426
35943,31537,669,442,Lee,11822,23452,10449,20646
179581,154342,6670,4160,Buncombe,44597,128314,41160,109022
3416,3090,,,Hyde,176,3240,148,2942
26079,22006,813,473,Edgecombe,7224,18042,6038,15495
19542,15020,354,236,Transylvania,3394,15794,2884,11900
47071,41251,4709,2779,Chatham,13792,28570,12220,26252
237385,206474,7462,4947,Durham,58878,171045,53919,147608
2047,1775,,,Tyrrell,177,1870,135,1640
62225,54823,4964,3044,Moore,16794,40467,14691,37088
65830,57712,866,618,Randolph,22543,42421,19478,37616
66105,58155,3960,3066,Rowan,21950,40195,19138,35951
