First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12334,11069,197,109,Anson,3017,9120,2642,8318
13668,11374,1050,659,Currituck,2219,10399,1833,8882
34611,29676,1506,996,Pender,10731,22374,9094,19586
9482,7724,4019,2769,Swain,1322,4141,1132,3823
7747,6439,118,75,Mitchell,1272,6357,947,5417
23354,20149,466,267,Richmond,5508,17380,4574,15308
37671,31851,1532,981,Haywood,8621,27518,7401,23469
120368,104151,1900,1083,Gaston,42636,75832,38183,64885
67847,60055,10173,8118,Craven,16480,41194,14245,37692
39937,35644,1329,727,Franklin,14317,24291,12842,22075
101014,90040,2028,1358,Iredell,41965,57021,37921,50761
19521,17220,179,122,Yadkin,5494,13848,4999,12099
64077,53995,7515,5016,Harnett,20773,35789,17980,30999
27307,23618,650,428,Beaufort,5621,21036,4816,18374
9252,8402,193,119,Polk,1856,7203,1687,6596
28159,23681,326,165,Dare,5989,21844,5434,18082
252464,210543,4019,2224,Forsyth,75985,172460,69827,138492
133529,111614,62499,50263,Onslow,31001,40029,26623,34728
5664,4960,551,339,Jones,1262,3851,1044,3577
57434,50156,943,645,Nash,19917,36574,17887,31624
25491,20701,4183,2910,Jackson,3761,17547,3247,14544
29686,25483,2210,1582,Duplin,8617,18859,7609,16292
6949,5451,61,26,Alleghany,1408,5480,1136,4289
267433,220314,42050,43396,Missing,94428,130955,88802,88116
127913,114051,4022,2322,Cabarrus,48522,75369,44771,66958
17628,15603,453,210,Alexander,2996,14179,2545,12848
6691,5339,1970,1265,Camden,887,3834,771,3303
25186,21800,570,351,Mcdowell,3409,21207,2752,18697
35613,29887,640,418,Sampson,9036,25937,7856,21613
32864,28773,451,295,Lenoir,10612,21801,9295,19183
30041,26397,729,452,Rutherford,5959,23353,5359,20586
12608,11188,273,184,Montgomery,3073,9262,2533,8471
22788,19519,333,202,Stokes,7840,14615,6941,12376
45828,40340,594,404,Wilson,14039,31195,11831,28105
25570,21928,456,329,Columbus,7290,17824,6261,15338
44960,39995,401,246,Lincoln,17328,27231,14930,24819
156219,134346,3249,1969,New hanover,51870,101100,47067,85310
25640,22193,483,304,Davie,7994,17163,7165,14724
9419,8408,176,96,Northampton,1540,7703,1311,7001
28807,25492,552,336,Halifax,5430,22825,4548,20608
61430,53421,1447,941,Robeson,15897,44086,13538,38942
26570,21443,6483,4380,Hoke,6986,13101,5835,11228
9656,8539,177,134,Yancey,1094,8385,902,7503
36499,32268,691,449,Lee,12138,23670,10871,20948
180335,155633,6829,4190,Buncombe,45067,128439,41920,109523
3436,3128,,,Hyde,175,3261,151,2977
26646,22670,861,495,Edgecombe,7414,18371,6313,15862
19716,15227,369,236,Transylvania,3435,15912,2940,12051
47250,41614,4930,2953,Chatham,13841,28479,12453,26208
240543,210372,7735,5007,Durham,60007,172801,55840,149525
2060,1795,,,Tyrrell,182,1878,143,1652
62629,55400,5130,3195,Moore,17024,40475,15065,37140
66694,58982,894,623,Randolph,23059,42741,20333,38026
66976,59164,4044,3109,Rowan,22485,40447,19919,36136
15864,12672,207,121,Ashe,3413,12244,2918,9633
72143,60429,1655,1029,Henderson,14905,55583,12779,46621
27956,24600,458,331,Vance,7734,19764,6693,17576
138503,124895,1327,709,Union,53997,83179,50287,73899
6474,5631,60,38,Washington,1830,4584,1587,4006
87397,75641,2071,1296,Davidson,26575,58751,23408,50937
40098,35831,5285,4600,Granville,10820,23993,9626,21605
33475,25960,218,91,Watauga,4776,28481,4099,21770
52569,46613,680,375,Cleveland,15765,36124,13645,32593
4285,3674,446,332,Graham,899,2940,736,2606
4939,4389,131,78,Gates,574,4234,490,3821
48406,42272,7039,4949,Carteret,13376,27991,11745,25578
105623,94738,1923,1204,Alamance,28135,75565,25462,68072
748921,655636,9380,5140,Mecklenburg,264463,475078,243342,407154
94082,82915,2921,1939,Brunswick,25456,65705,22813,58163
29683,26660,729,532,Stanly,7475,21479,6539,19589
6644,5684,20,12,Perquimans,1181,5443,972,4700
12802,10319,228,137,Madison,1385,11189,1247,8935
23008,19600,52,20,Pasquotank,5706,17250,4857,14723
34255,30224,337,209,Wilkes,10805,23113,9636,20379
41063,35439,336,187,Caldwell,11724,29003,9500,25752
90328,81272,1117,530,Catawba,32798,56413,28933,51809
15399,12465,3436,2338,Greene,2952,9011,2552,7575
48852,43645,582,363,Rockingham,15193,33077,13252,30030
22090,17672,521,334,Macon,3134,18435,2564,14774
114241,93810,,,Out o,742,113499,904,92906
849164,759053,11516,7205,Wake,280872,556776,262275,489573
11480,10429,154,119,Warren,2614,8712,2349,7961
347610,310801,5207,2926,Guilford,114602,227801,105173,202702
24284,19981,6923,4638,Bladen,4642,12719,3892,11451
233561,190875,92537,66667,Cumberland,60091,80933,52461,71747
8715,7336,213,90,Chowan,1799,6703,1647,5599
7443,6685,217,167,Pamlico,1289,5937,1017,5501
18458,16202,271,187,Scotland,5253,12934,4239,11776
121056,105110,3509,2019,Johnston,39653,77894,35524,67567
5596,5016,233,105,Clay,1044,4319,945,3966
11792,9954,225,136,Martin,2646,8921,2193,7625
14022,12419,694,462,Cherokee,2883,10445,2288,9669
116999,103836,1378,915,Orange,26031,89590,24909,78012
44338,38941,759,419,Burke,11650,31929,10006,28516
65457,57364,6580,5045,Wayne,20574,38303,17843,34476
37796,34249,362,230,Surry,12004,25430,10758,23261
10004,8370,177,83,Avery,1643,8184,1408,6879
102857,87059,2175,1287,Pitt,32170,68512,28561,57211
10984,9638,118,61,Bertie,2098,8768,1800,7777
12142,10758,83,36,Hertford,3485,8574,3026,7696
23464,21045,413,297,Person,6141,16910,5151,15597
11485,10276,207,98,Caswell,1765,9513,1420,8758
