First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13680,11375,1062,661,Currituck,2220,10398,1833,8881
12349,11074,199,109,Anson,3023,9127,2646,8319
34630,29690,1515,997,Pender,10740,22375,9104,19589
9485,7738,4024,2785,Swain,1323,4138,1134,3819
7751,6446,119,75,Mitchell,1273,6359,947,5424
23387,20167,470,268,Richmond,5521,17396,4581,15318
37682,31863,1543,982,Haywood,8625,27514,7409,23472
120459,104236,1908,1084,Gaston,42684,75867,38231,64921
67913,60105,10186,8121,Craven,16492,41235,14261,37723
39986,35678,1347,729,Franklin,14326,24313,12856,22093
101190,90101,2036,1361,Iredell,42009,57145,37967,50773
19537,17221,182,122,Yadkin,5506,13849,5004,12095
27330,23652,652,429,Beaufort,5630,21048,4826,18397
64098,54013,7533,5024,Harnett,20792,35773,18003,30986
9251,8388,199,119,Polk,1860,7192,1687,6582
28175,23686,336,167,Dare,5992,21847,5435,18084
252645,210705,4048,2233,Forsyth,76073,172524,69902,138570
133796,111765,62553,50283,Onslow,31041,40202,26668,34814
5680,4973,554,339,Jones,1263,3863,1045,3589
57458,50183,945,646,Nash,19949,36564,17918,31619
25504,20719,4186,2914,Jackson,3765,17553,3251,14554
29703,25508,2214,1585,Duplin,8627,18862,7628,16295
6956,5453,61,26,Alleghany,1413,5482,1137,4290
269699,221163,42077,43406,Missing,94539,133083,88904,88853
128052,114162,4057,2326,Cabarrus,48575,75420,44821,67015
6712,5340,1991,1266,Camden,887,3834,771,3303
17644,15613,454,212,Alexander,3004,14186,2547,12854
25214,21815,576,351,Mcdowell,3412,21226,2755,18709
35638,29917,643,420,Sampson,9040,25955,7868,21629
32884,28789,453,297,Lenoir,10620,21811,9305,19187
30056,26414,731,452,Rutherford,5962,23363,5366,20596
12612,11189,274,184,Montgomery,3074,9264,2539,8466
22802,19537,338,202,Stokes,7843,14621,6952,12383
45870,40363,602,406,Wilson,14061,31207,11840,28117
25580,21935,457,331,Columbus,7296,17827,6267,15337
156305,134433,3268,1971,New hanover,51916,101121,47114,85348
44992,40018,401,246,Lincoln,17351,27240,14945,24827
25653,22202,488,304,Davie,8000,17165,7169,14729
9417,8401,179,96,Northampton,1540,7698,1313,6992
28817,25494,556,336,Halifax,5435,22826,4551,20607
61484,53476,1454,944,Robeson,15928,44102,13571,38961
26617,21458,6510,4385,Hoke,7003,13104,5837,11236
9663,8544,177,134,Yancey,1094,8392,904,7506
36522,32293,696,449,Lee,12143,23683,10883,20961
180713,155620,6974,4195,Buncombe,45092,128647,41942,109483
3440,3131,,,Hyde,176,3264,152,2979
26697,22676,870,496,Edgecombe,7425,18402,6328,15852
19732,15246,369,236,Transylvania,3439,15924,2944,12066
47275,41602,4972,2954,Chatham,13846,28457,12463,26185
240691,210558,7781,5014,Durham,60058,172852,55940,149604
2064,1797,,,Tyrrell,182,1882,143,1654
62673,55416,5144,3201,Moore,17049,40480,15079,37136
66722,59001,900,623,Randolph,23082,42740,20359,38019
67033,59187,4063,3112,Rowan,22519,40451,19945,36130
15879,12691,207,121,Ashe,3416,12256,2924,9646
72206,60491,1672,1030,Henderson,14915,55619,12791,46670
27981,24634,459,331,Vance,7737,19785,6699,17604
138505,124890,1334,710,Union,54053,83118,50334,73846
6479,5636,61,38,Washington,1832,4586,1591,4007
87497,75688,2089,1297,Davidson,26600,58808,23417,50974
