First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12523,10483,48,28,Currituck,2169,10306,1742,8713
11991,10649,131,99,Anson,2878,8982,2483,8067
9155,7351,3672,2449,Swain,1276,4207,1060,3842
33273,28213,523,356,Pender,10453,22297,8698,19159
7598,6267,116,75,Mitchell,1206,6276,898,5294
22779,19454,333,214,Richmond,5338,17108,4284,14956
37016,31147,1350,923,Haywood,8456,27210,7199,23025
118021,100729,1346,858,Gaston,41452,75223,36322,63549
64996,57579,8521,7292,Craven,15997,40478,13556,36731
38300,34138,532,400,Franklin,13901,23867,12193,21545
99078,87255,1548,1177,Iredell,40755,56775,36067,50011
19163,16739,171,119,Yadkin,5343,13649,4731,11889
26559,22858,410,299,Beaufort,5419,20730,4519,18040
56935,48222,1401,935,Harnett,19948,35586,16772,30515
9291,8444,146,108,Polk,1825,7320,1644,6692
27539,23009,24,17,Dare,5813,21702,5146,17846
245725,202685,3259,1952,Forsyth,73745,168721,66236,134497
126924,105865,57870,48026,Onslow,29756,39298,24835,33004
5079,4517,77,52,Jones,1226,3776,989,3476
56108,48444,780,568,Nash,19199,36129,16830,31046
24886,20114,3864,2654,Jackson,3596,17426,3074,14386
27215,23238,290,228,Duplin,8374,18551,7190,15820
6785,5273,35,26,Alleghany,1364,5386,1091,4156
224878,192482,29837,35446,Missing,97023,98018,87387,69649
123245,109177,2166,1447,Cabarrus,46932,74147,42462,65268
16906,14938,135,92,Alexander,2879,13892,2366,12480
5517,4912,892,966,Camden,853,3772,722,3224
24842,21315,518,351,Mcdowell,3335,20989,2632,18332
34575,28631,436,320,Sampson,8730,25409,7375,20936
32146,27781,429,290,Lenoir,10305,21412,8778,18713
29548,25780,651,426,Rutherford,5761,23136,5105,20249
12333,10944,186,145,Montgomery,2959,9188,2406,8393
22342,18963,254,162,Stokes,7678,14410,6651,12150
25435,21519,361,279,Columbus,7074,18000,5824,15416
44525,38583,512,356,Wilson,13441,30572,10933,27294
153088,130359,1863,1259,New hanover,50657,100568,45196,83904
44299,38966,392,242,Lincoln,16884,27023,14290,24434
25139,21523,360,252,Davie,7808,16971,6879,14392
9327,8282,125,83,Northampton,1496,7706,1247,6952
28007,24563,376,264,Halifax,5228,22403,4252,20047
59333,50979,920,674,Robeson,15241,43172,12611,37694
20598,16908,1206,787,Hoke,6673,12719,5422,10699
9506,8327,175,132,Yancey,1042,8289,856,7339
35649,31039,660,439,Lee,11685,23304,10207,20393
177745,152625,5752,3837,Buncombe,44343,127650,40822,107966
3399,3037,,,Hyde,174,3225,145,2892
25410,21471,406,298,Edgecombe,7096,17908,5844,15329
19403,14848,297,224,Transylvania,3374,15732,2851,11773
42422,38273,387,272,Chatham,13686,28349,12067,25934
235245,203393,6260,4515,Durham,58213,170772,53025,145853
2040,1761,,,Tyrrell,177,1863,135,1626
58504,52069,932,696,Moore,16600,40972,14341,37032
65118,56895,759,571,Randolph,22281,42078,19094,37230
65282,57345,3562,2901,Rowan,21664,40056,18749,35695
15204,12258,127,100,Ashe,3316,11761,2854,9304
70856,58839,1448,982,Henderson,14579,54829,12307,45550
27079,23546,408,302,Vance,7481,19190,6370,16874
136277,121211,924,577,Union,52354,82999,47611,73023
6316,5416,56,38,Washington,1792,4468,1534,3844
84909,72918,1286,954,Davidson,25787,57836,22187,49777
39128,34820,4889,4414,Granville,10570,23669,9185,21221
33238,25497,128,66,Watauga,4670,28440,3961,21470
51327,45064,527,317,Cleveland,15357,35443,13040,31707
4738,4161,15,,Gates,553,4170,459,3702
4213,3603,405,306,Graham,880,2928,715,2582
41616,36797,603,391,Carteret,13039,27974,11223,25183
103234,91420,1458,1046,Alamance,27081,74695,23814,66560
733443,631309,7850,4711,Mecklenburg,255772,469821,230775,395823
92154,80825,1849,1509,Brunswick,24761,65544,21802,57514
28760,25633,481,390,Stanly,7220,21059,6188,19055
6560,5556,19,12,Perquimans,1137,5404,921,4623
12650,10120,225,136,Madison,1348,11077,1202,8782
22517,18766,44,15,Pasquotank,5520,16953,4556,14195
88376,78732,747,405,Catawba,31808,55821,27404,50923
33632,29549,260,195,Wilkes,10510,22862,9220,20134
40286,34474,328,184,Caldwell,11336,28622,8960,25330
11678,9657,101,82,Greene,2837,8740,2366,7209
47931,42240,502,338,Rockingham,14678,32751,12369,29533
21876,17417,485,319,Macon,3068,18323,2473,14625
113566,89401,,,Out o,,113566,,89401
835028,735198,8830,5889,Wake,273087,553111,250625,478684
11276,10114,149,117,Warren,2539,8588,2227,7770
339276,299402,3587,2262,Guilford,109747,225942,97928,199212
17246,14972,224,166,Bladen,4514,12508,3656,11150
230911,193898,94576,76119,Cumberland,57263,79072,48398,69381
8385,7007,12,,Chowan,1755,6618,1567,5440
7476,6710,93,78,Pamlico,1255,6128,971,5661
17990,15639,242,169,Scotland,5103,12645,4016,11454
116457,100360,1413,939,Johnston,38100,76944,33277,66144
5393,4879,93,56,Clay,1021,4279,933,3890
11778,9863,186,134,Martin,2529,9063,2019,7710
13789,12165,613,425,Cherokee,2821,10355,2206,9534
115844,101470,1227,847,Orange,25234,89383,23780,76843
43243,37983,506,340,Burke,11312,31425,9506,28137
37900,33960,314,229,Surry,11771,25815,10333,23398
68364,58471,10870,8240,Wayne,19766,37728,16646,33585
9765,8156,103,65,Avery,1583,8079,1350,6741
100011,83574,1554,1021,Pitt,30905,67552,26639,55914
10766,9265,45,28,Bertie,1991,8730,1672,7565
11864,10327,51,23,Hertford,3354,8459,2810,7494
23005,20391,392,292,Person,5919,16694,4798,15301
11215,10021,111,71,Caswell,1713,9391,1340,8610
