First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
86901,75077,2018,1282,Davidson,26383,58500,23155,50640
39895,35635,5199,4544,Granville,10753,23943,9516,21575
33543,25926,211,91,Watauga,4753,28579,4058,21777
52202,46223,670,374,Cleveland,15630,35902,13482,32367
4281,3662,442,325,Graham,893,2946,729,2608
4903,4350,125,77,Gates,562,4216,480,3793
48154,42010,6930,4903,Carteret,13282,27942,11614,25493
104936,93895,1859,1187,Alamance,27861,75216,25084,67624
744481,650219,9142,5070,Mecklenburg,262248,473091,240406,404743
93658,82549,2827,1921,Brunswick,25288,65543,22592,58036
29432,26380,720,530,Stanly,7401,21311,6453,19397
6619,5649,20,12,Perquimans,1161,5438,951,4686
12770,10293,226,137,Madison,1377,11167,1239,8917
22910,19434,51,20,Pasquotank,5666,17193,4806,14608
89845,80739,1088,526,Catawba,32529,56228,28592,51621
34078,30046,330,207,Wilkes,10723,23025,9526,20313
40873,35214,333,186,Caldwell,11618,28922,9369,25659
15227,12287,3384,2313,Greene,2919,8924,2517,7457
48620,43317,569,355,Rockingham,15046,33005,13028,29934
22071,17624,519,322,Macon,3114,18438,2532,14770
112606,92342,,,Out o,714,111892,856,91486
844785,753781,11276,7119,Wake,278853,554656,259326,487336
11428,10363,152,119,Warren,2586,8690,2318,7926
345383,308068,5068,2890,Guilford,113325,226990,103409,201769
24054,19788,6786,4581,Bladen,4613,12655,3839,11368
231288,188595,91706,66217,Cumberland,59342,80240,51421,70957
8651,7273,192,90,Chowan,1778,6681,1631,5552
7456,6692,207,165,Pamlico,1280,5969,1000,5527
18323,16077,265,185,Scotland,5185,12873,4163,11729
120358,104214,3418,2000,Johnston,39251,77689,34954,67260
5580,5004,227,102,Clay,1042,4311,946,3956
11783,9902,222,134,Martin,2615,8946,2142,7626
13970,12371,686,460,Cherokee,2872,10412,2272,9639
116352,103117,1334,907,Orange,25854,89164,24683,77527
44167,38751,732,416,Burke,11546,31889,9870,28465
37705,34118,348,229,Surry,11942,25415,10649,23240
65014,56778,6515,4990,Wayne,20340,38159,17551,34237
9922,8282,168,77,Avery,1625,8129,1395,6810
102235,86303,2118,1270,Pitt,31830,68287,28152,56881
10948,9579,103,61,Bertie,2064,8781,1768,7750
12082,10645,83,36,Hertford,3451,8548,2966,7643
23312,20874,399,295,Person,6080,16833,5075,15504
11449,10227,201,96,Caswell,1757,9491,1406,8725
