First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12388,11137,214,116,Anson,3049,9125,2687,8334
13718,11398,1090,675,Currituck,2227,10401,1840,8883
9506,7780,4055,2842,Swain,1324,4127,1131,3807
34750,29797,1537,1000,Pender,10798,22415,9172,19625
7791,6480,123,75,Mitchell,1277,6391,954,5451
23544,20303,496,280,Richmond,5572,17476,4631,15392
120991,104751,1961,1095,Gaston,42983,76047,38565,65091
37796,31974,1574,986,Haywood,8653,27569,7441,23547
68228,60443,10246,8149,Craven,16611,41371,14368,37926
40199,35851,1389,736,Franklin,14396,24414,12930,22185
101587,90453,2082,1381,Iredell,42307,57198,38254,50818
19596,17273,184,125,Yadkin,5548,13864,5049,12099
64218,54122,7620,5069,Harnett,20969,35629,18188,30865
27462,23765,678,432,Beaufort,5691,21093,4877,18456
9190,8322,204,119,Polk,1864,7122,1699,6504
28257,23766,353,171,Dare,6018,21886,5458,18137
253981,211979,4155,2264,Forsyth,76674,173152,70506,139209
134421,112268,62797,50424,Onslow,31286,40338,26918,34926
5716,4994,569,344,Jones,1276,3871,1054,3596
57604,50349,968,654,Nash,20089,36547,18099,31596
25537,20806,4209,2965,Jackson,3783,17545,3280,14561
29836,25642,2237,1594,Duplin,8705,18894,7707,16341
6970,5475,65,26,Alleghany,1414,5491,1145,4304
283352,226658,42130,43419,Missing,94877,146345,89330,93909
128741,114785,4128,2348,Cabarrus,48924,75689,45192,67245
6782,5372,2037,1276,Camden,895,3850,776,3320
17743,15747,459,218,Alexander,3023,14261,2564,12965
25357,21938,600,361,Mcdowell,3437,21320,2778,18799
35795,30051,657,424,Sampson,9096,26042,7930,21697
33077,28957,469,300,Lenoir,10737,21871,9393,19264
30257,26547,743,453,Rutherford,5994,23520,5385,20709
12678,11228,284,185,Montgomery,3091,9303,2555,8488
22897,19638,343,204,Stokes,7877,14677,6990,12444
46145,40646,626,411,Wilson,14186,31333,11987,28248
25654,22053,460,336,Columbus,7334,17860,6324,15393
45102,40136,411,249,Lincoln,17446,27245,15059,24828
156884,134868,3335,1989,New hanover,52213,101336,47393,85486
25780,22320,507,309,Davie,8035,17238,7223,14788
9380,8365,186,97,Northampton,1549,7645,1322,6946
28877,25567,567,348,Halifax,5461,22849,4578,20641
26861,21613,6610,4422,Hoke,7095,13156,5920,11271
61814,53688,1511,954,Robeson,16079,44224,13716,39018
9692,8582,179,134,Yancey,1102,8411,913,7535
36723,32489,708,454,Lee,12237,23778,10980,21055
181651,156195,7245,4210,Buncombe,45233,129173,42097,109888
3477,3163,11,,Hyde,177,3289,153,3010
26778,22744,901,504,Edgecombe,7491,18386,6389,15851
19770,15326,374,238,Transylvania,3463,15933,2971,12117
47505,41702,5102,2988,Chatham,13910,28493,12536,26178
241897,211593,7987,5060,Durham,60467,173443,56354,150179
2071,1810,,,Tyrrell,183,1888,143,1667
63017,55727,5215,3233,Moore,17149,40653,15188,37306
67041,59273,928,628,Randolph,23285,42828,20559,38086
67060,59178,4133,3124,Rowan,22691,40236,20139,35915
15989,12785,214,121,Ashe,3436,12339,2934,9730
72496,60754,1732,1031,Henderson,14980,55784,12860,46863
28160,24809,474,334,Vance,7773,19913,6749,17726
138631,125018,1381,719,Union,54448,82802,50732,73567
6519,5657,63,40,Washington,1841,4615,1595,4022
87867,75981,2148,1306,Davidson,26781,58938,23587,51088
40307,36014,5398,4666,Granville,10887,24022,9695,21653
33379,25928,221,92,Watauga,4798,28360,4125,21711
52786,46820,701,381,Cleveland,15882,36203,13756,32683
4288,3674,450,333,Graham,905,2933,741,2600
4958,4404,138,78,Gates,577,4243,492,3834
48667,42464,7148,4990,Carteret,13462,28057,11848,25626
106209,95265,2001,1221,Alamance,28380,75828,25710,68334
751443,657803,9661,5236,Mecklenburg,266622,475160,245686,406881
94476,83229,3009,1957,Brunswick,25631,65836,22979,58293
29874,26834,746,534,Stanly,7538,21590,6600,19700
6647,5689,20,12,Perquimans,1186,5441,979,4698
12815,10341,233,137,Madison,1391,11191,1252,8952
23102,19739,52,21,Pasquotank,5764,17286,4926,14792
41266,35605,341,187,Caldwell,11826,29099,9590,25828
90735,81688,1140,534,Catawba,32995,56600,29162,51992
34355,30298,355,218,Wilkes,10892,23108,9713,20367
15509,12561,3486,2356,Greene,2989,9034,2586,7619
49009,43838,595,371,Rockingham,15313,33101,13401,30066
118244,97395,,,Out o,766,117478,938,96457
22140,17737,528,334,Macon,3159,18453,2581,14822
852940,762752,11821,7306,Wake,282769,558350,264351,491095
11535,10467,160,120,Warren,2636,8739,2366,7981
349518,312864,5396,2983,Guilford,115681,228441,106459,203422
24495,20105,7045,4681,Bladen,4681,12769,3923,11501
235472,192409,93364,67033,Cumberland,60759,81349,53173,72203
8780,7386,234,91,Chowan,1816,6730,1666,5629
7412,6644,223,168,Pamlico,1300,5889,1023,5453
18584,16201,284,193,Scotland,5304,12996,4297,11711
121764,105694,3634,2047,Johnston,40063,78067,35911,67736
5623,5035,243,106,Clay,1048,4332,949,3980
14075,12459,705,464,Cherokee,2900,10470,2304,9691
11790,9963,238,146,Martin,2664,8888,2217,7600
117490,104349,1426,922,Orange,26163,89901,25053,78374
44492,39038,780,421,Burke,11754,31958,10099,28518
38147,34471,378,237,Surry,12056,25713,10832,23402
65882,57776,6645,5069,Wayne,20807,38430,18100,34607
10074,8446,183,83,Avery,1649,8242,1423,6940
103356,87577,2237,1307,Pitt,32480,68639,28933,57337
10983,9644,123,63,Bertie,2116,8744,1820,7761
12211,10798,88,39,Hertford,3533,8590,3045,7714
23542,21119,429,299,Person,6194,16919,5203,15617
11503,10294,219,103,Caswell,1773,9511,1426,8765
10,0,10,,Salem,,,,
