First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13592,11285,1019,636,Currituck,2209,10364,1821,8828
12215,10968,189,109,Anson,2961,9065,2593,8266
34404,29506,1471,974,Pender,10625,22308,9004,19528
9410,7632,3952,2695,Swain,1312,4146,1113,3824
7717,6391,117,75,Mitchell,1263,6337,932,5384
23221,19975,454,259,Richmond,5462,17305,4516,15200
37495,31672,1491,976,Haywood,8590,27414,7354,23342
119579,103235,1841,1074,Gaston,42242,75496,37687,64474
67275,59543,10079,8086,Craven,16337,40859,14051,37406
39616,35300,1284,722,Franklin,14205,24127,12689,21889
100448,89372,1982,1348,Iredell,41619,56847,37469,50555
19400,17083,175,122,Yadkin,5451,13774,4928,12033
27139,23420,638,425,Beaufort,5553,20948,4745,18250
63605,53433,7344,4933,Harnett,20521,35740,17627,30873
9347,8487,183,108,Polk,1849,7315,1679,6700
28060,23555,301,160,Dare,5944,21815,5377,18018
249605,208281,3915,2203,Forsyth,75334,170356,68946,137132
132417,110563,62037,49999,Onslow,30645,39735,26147,34417
5609,4908,543,335,Jones,1248,3818,1029,3544
57094,49766,925,639,Nash,19665,36504,17624,31503
25398,20550,4138,2833,Jackson,3726,17534,3200,14517
29488,25242,2170,1550,Duplin,8533,18785,7493,16199
6918,5414,55,26,Alleghany,1397,5466,1122,4266
251568,213108,41981,43333,Missing,94131,115456,88166,81609
126639,112642,3912,2298,Cabarrus,48040,74687,44222,66122
6614,5303,1916,1256,Camden,877,3821,760,3287
17464,15436,434,207,Alexander,2975,14055,2502,12727
25117,21683,560,351,Mcdowell,3377,21180,2708,18624
35242,29456,627,413,Sampson,8948,25667,7730,21313
32650,28496,439,293,Lenoir,10512,21699,9151,19052
29892,26222,713,452,Rutherford,5907,23272,5295,20475
12548,11122,266,183,Montgomery,3033,9249,2492,8447
22641,19376,327,198,Stokes,7793,14521,6877,12301
45461,39874,579,396,Wilson,13838,31044,11601,27877
25595,21915,449,325,Columbus,7229,17917,6156,15434
44753,39707,398,244,Lincoln,17202,27153,14758,24705
155449,133560,3169,1954,New hanover,51522,100758,46604,85002
25536,22005,473,300,Davie,7961,17102,7084,14621
9458,8439,173,94,Northampton,1526,7759,1294,7051
28713,25350,544,329,Halifax,5386,22783,4491,20530
60922,52672,1423,932,Robeson,15690,43809,13280,38460
26290,21127,6382,4323,Hoke,6880,13028,5690,11114
9618,8499,175,134,Yancey,1081,8362,893,7472
36238,31937,675,443,Lee,12017,23546,10707,20787
179643,154958,6690,4176,Buncombe,44829,128124,41649,109133
3421,3114,,,Hyde,177,3244,148,2966
26256,22263,826,487,Edgecombe,7311,18119,6179,15597
19609,15121,355,236,Transylvania,3412,15842,2924,11961
47113,41520,4774,2915,Chatham,13755,28584,12303,26302
238586,208586,7509,4970,Durham,59518,171559,55150,148466
2050,1783,,,Tyrrell,179,1871,139,1644
62428,55177,5037,3155,Moore,16916,40475,14905,37117
66311,58492,870,619,Randolph,22846,42595,20031,37842
66336,58532,3975,3088,Rowan,22240,40121,19586,35858
15580,12526,200,121,Ashe,3392,11988,2885,9520
71800,59997,1610,1028,Henderson,14835,55355,12673,46296
27656,24211,447,317,Vance,7650,19559,6582,17312
137828,123981,1285,703,Union,53521,83022,49620,73658
6428,5567,58,38,Washington,1819,4551,1572,3957
86837,75004,2017,1282,Davidson,26352,58468,23111,50611
39864,35621,5198,4544,Granville,10744,23922,9508,21569
33534,25907,209,91,Watauga,4753,28572,4057,21759
52125,46108,670,374,Cleveland,15613,35842,13462,32272
4279,3661,442,325,Graham,893,2944,728,2608
4902,4342,125,77,Gates,562,4215,479,3786
48135,41991,6920,4896,Carteret,13275,27940,11606,25489
104865,93822,1857,1186,Alamance,27841,75167,25043,67593
743605,649116,9127,5065,Mecklenburg,262029,472449,240166,403885
93634,82507,2825,1920,Brunswick,25275,65534,22563,58024
29382,26319,720,530,Stanly,7390,21272,6444,19345
6616,5645,20,12,Perquimans,1159,5437,950,4683
12770,10293,226,137,Madison,1377,11167,1239,8917
22902,19407,51,19,Pasquotank,5660,17191,4792,14596
34066,30034,330,207,Wilkes,10715,23021,9521,20306
89806,80683,1085,525,Catawba,32496,56225,28557,51601
40853,35183,333,186,Caldwell,11605,28915,9353,25644
15217,12259,3380,2304,Greene,2917,8920,2508,7447
48601,43276,569,354,Rockingham,15031,33001,13000,29922
22075,17615,519,322,Macon,3116,18440,2529,14764
112528,92216,,,Out o,708,111820,850,91366
844441,753340,11264,7115,Wake,278669,554508,259075,487150
11430,10353,152,118,Warren,2584,8694,2311,7924
345177,307863,5058,2888,Guilford,113222,226897,103269,201706
24035,19763,6780,4574,Bladen,4606,12649,3831,11358
231128,188423,91652,66185,Cumberland,59260,80216,51317,70921
8650,7267,192,90,Chowan,1778,6680,1629,5548
7453,6688,205,164,Pamlico,1278,5970,998,5526
18310,16056,265,185,Scotland,5177,12868,4157,11714
120288,104094,3413,1996,Johnston,39208,77667,34871,67227
5579,5003,227,102,Clay,1042,4310,946,3955
11775,9890,222,134,Martin,2605,8948,2133,7623
13965,12362,686,460,Cherokee,2870,10409,2268,9634
116318,103071,1334,907,Orange,25835,89149,24659,77505
44150,38728,731,416,Burke,11539,31880,9858,28454
37703,34113,346,229,Surry,11938,25419,10641,23243
64963,56709,6513,4984,Wayne,20317,38133,17505,34220
9916,8275,168,77,Avery,1624,8124,1394,6804
102180,86181,2117,1268,Pitt,31808,68255,28115,56798
10945,9569,103,61,Bertie,2064,8778,1762,7746
12074,10626,83,36,Hertford,3445,8546,2959,7631
23298,20853,399,294,Person,6073,16826,5069,15490
11445,10216,201,96,Caswell,1755,9489,1399,8721
