First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13501,11137,970,588,Currituck,2187,10344,1771,8778
12120,10825,183,109,Anson,2905,9032,2522,8194
9427,7594,3913,2617,Swain,1290,4224,1086,3891
34266,29252,1451,948,Pender,10517,22298,8812,19492
7643,6328,117,75,Mitchell,1217,6309,910,5343
23077,19728,448,258,Richmond,5404,17225,4390,15080
37345,31475,1488,971,Haywood,8521,27336,7282,23222
118938,102152,1813,1064,Gaston,41848,75277,36912,64176
66822,58770,9980,7869,Craven,16155,40687,13775,37126
39288,34838,1253,712,Franklin,14028,24007,12371,21755
99750,88286,1971,1337,Iredell,41124,56655,36641,50308
19285,16885,172,121,Yadkin,5390,13723,4801,11963
26987,23173,622,416,Beaufort,5480,20885,4601,18156
63169,52596,7208,4740,Harnett,20307,35654,17148,30708
9327,8448,182,108,Polk,1830,7315,1651,6689
27916,23356,289,148,Dare,5860,21767,5264,17944
247736,205596,3890,2178,Forsyth,74516,169330,67391,136027
131381,108704,61651,49065,Onslow,30186,39544,25428,34211
5539,4836,512,320,Jones,1227,3800,1003,3513
56735,49140,917,636,Nash,19474,36344,17209,31295
25255,20364,4101,2781,Jackson,3643,17511,3112,14471
29263,24863,2087,1469,Duplin,8452,18724,7334,16060
6857,5316,52,26,Alleghany,1383,5422,1102,4188
244205,207696,43248,44739,Missing,97842,103115,88653,74304
126089,111564,3868,2268,Cabarrus,47415,74806,43210,66086
17320,15211,425,201,Alexander,2909,13986,2405,12605
6521,5187,1863,1192,Camden,862,3796,732,3263
25033,21540,554,351,Mcdowell,3362,21117,2657,18532
35043,29144,613,414,Sampson,8833,25597,7528,21202
32423,28158,433,291,Lenoir,10402,21588,8977,18890
29730,25995,710,451,Rutherford,5818,23202,5162,20382
12485,11028,261,183,Montgomery,2988,9236,2432,8413
22538,19182,324,196,Stokes,7731,14483,6754,12232
25573,21735,446,311,Columbus,7165,17962,6000,15424
45092,39199,571,386,Wilson,13640,30881,11189,27624
44547,39368,396,243,Lincoln,17054,27097,14500,24625
154750,132460,3133,1924,New hanover,51067,100550,45795,84741
25376,21811,467,297,Davie,7879,17030,6977,14537
9443,8366,171,83,Northampton,1514,7758,1267,7016
28479,25013,540,328,Halifax,5302,22637,4363,20322
60437,51933,1408,895,Robeson,15443,43586,12871,38167
25866,20566,6232,4147,Hoke,6757,12877,5514,10905
9568,8415,175,133,Yancey,1051,8342,864,7418
35915,31489,667,441,Lee,11803,23445,10432,20616
179529,154231,6662,4159,Buncombe,44589,128278,41142,108930
3415,3082,,,Hyde,176,3239,148,2934
26058,21986,808,473,Edgecombe,7214,18036,6027,15486
19544,15013,354,236,Transylvania,3394,15796,2883,11894
47018,41204,4696,2775,Chatham,13777,28545,12199,26230
237232,206325,7450,4943,Durham,58835,170947,53862,147520
2047,1775,,,Tyrrell,177,1870,135,1640
62210,54800,4953,3040,Moore,16774,40483,14661,37099
65780,57641,865,617,Randolph,22535,42380,19456,37568
66080,58098,3952,3063,Rowan,21935,40193,19116,35919
15406,12361,199,120,Ashe,3344,11863,2871,9370
71412,59470,1598,1023,Henderson,14660,55154,12440,46007
27391,23906,442,316,Vance,7551,19398,6454,17136
137000,122607,1271,699,Union,52859,82870,48463,73445
6385,5507,56,38,Washington,1803,4526,1553,3916
86270,74125,1998,1261,Davidson,26072,58200,22597,50267
39583,35256,5097,4499,Granville,10654,23832,9311,21446
33437,25732,207,89,Watauga,4696,28534,3989,21654
51842,45707,662,372,Cleveland,15481,35699,13236,32099
4265,3629,436,311,Graham,888,2941,723,2595
4865,4278,117,66,Gates,556,4192,471,3741
47660,41387,6646,4614,Carteret,13127,27887,11373,25400
104113,92572,1837,1171,Alamance,27383,74893,24260,67141
738464,641273,9045,5026,Mecklenburg,258635,470784,234552,401695
93209,81879,2800,1911,Brunswick,24981,65428,22122,57846
29221,26033,717,529,Stanly,7312,21192,6279,19225
6587,5594,19,12,Perquimans,1149,5419,934,4648
12715,10210,225,136,Madison,1361,11129,1211,8863
22712,19036,48,17,Pasquotank,5570,17094,4639,14380
89189,79687,1065,518,Catawba,32133,55991,27827,51342
33860,29800,322,207,Wilkes,10583,22955,9358,20235
40579,34863,329,184,Caldwell,11464,28786,9157,25522
15112,12021,3361,2233,Greene,2888,8863,2418,7370
48318,42800,560,352,Rockingham,14845,32913,12649,29799
22011,17502,516,321,Macon,3104,18391,2491,14690
111282,90772,,,Out o,,111282,,90772
839278,745160,11175,7050,Wake,275749,552354,254159,483951
11361,10247,151,117,Warren,2565,8645,2272,7858
342428,303620,4984,2841,Guilford,111392,226052,100017,200762
23790,19342,6629,4324,Bladen,4576,12585,3734,11284
229102,184019,91344,64258,Cumberland,58041,79717,49543,70218
8614,7185,181,83,Chowan,1772,6661,1599,5503
7605,6828,203,160,Pamlico,1264,6138,987,5681
18193,15843,263,183,Scotland,5161,12769,4119,11541
119373,102600,3355,1932,Johnston,38646,77372,33843,66825
5545,4970,223,100,Clay,1023,4299,938,3932
13915,12283,684,458,Cherokee,2834,10397,2232,9593
11737,9829,217,134,Martin,2559,8961,2068,7627
115795,102197,1335,896,Orange,25412,89048,24020,77281
43727,38314,740,410,Burke,11416,31571,9659,28245
37948,34137,343,229,Surry,11876,25729,10457,23451
64517,55849,6554,4888,Wayne,20017,37946,17000,33961
9853,8225,165,76,Avery,1593,8095,1362,6787
101461,84927,2089,1259,Pitt,31409,67963,27267,56401
10905,9418,102,59,Bertie,2033,8770,1729,7630
11980,10473,77,33,Hertford,3384,8519,2882,7558
23152,20634,395,292,Person,5987,16770,4909,15433
11384,10126,198,85,Caswell,1729,9457,1363,8678
