First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13519,11149,977,589,Currituck,2189,10353,1776,8784
12127,10837,185,109,Anson,2907,9035,2522,8206
9447,7628,3932,2648,Swain,1290,4225,1088,3892
34280,29275,1454,951,Pender,10521,22305,8826,19498
7650,6344,117,75,Mitchell,1217,6316,910,5359
23097,19758,449,259,Richmond,5408,17240,4401,15098
37366,31509,1490,971,Haywood,8527,27349,7285,23253
119031,102251,1819,1065,Gaston,41888,75324,36974,64212
66892,58876,10002,7881,Craven,16172,40718,13793,37202
39320,34884,1257,713,Franklin,14038,24025,12388,21783
99824,88388,1976,1340,Iredell,41158,56690,36695,50353
19310,16926,173,122,Yadkin,5395,13742,4811,11993
27004,23201,623,416,Beaufort,5483,20898,4610,18175
63257,52703,7251,4770,Harnett,20322,35684,17177,30756
9332,8451,182,108,Polk,1830,7320,1651,6692
27934,23388,291,149,Dare,5863,21780,5270,17969
248137,206059,3904,2183,Forsyth,74567,169666,67512,136364
131560,108871,61748,49148,Onslow,30236,39576,25484,34239
5549,4846,515,321,Jones,1229,3805,1003,3522
56780,49202,922,636,Nash,19501,36357,17252,31314
25278,20394,4116,2794,Jackson,3646,17516,3119,14481
29301,24949,2092,1475,Duplin,8455,18754,7349,16125
6874,5322,54,26,Alleghany,1384,5436,1102,4194
245481,208781,43274,44763,Missing,97896,104311,88714,75304
126185,111734,3878,2272,Cabarrus,47458,74849,43272,66190
6547,5195,1883,1195,Camden,862,3802,733,3267
17347,15231,427,201,Alexander,2912,14008,2406,12624
25048,21559,556,351,Mcdowell,3362,21130,2658,18550
35088,29196,613,415,Sampson,8845,25630,7544,21237
32468,28201,435,292,Lenoir,10420,21613,8994,18915
29757,26021,711,451,Rutherford,5822,23224,5166,20404
12491,11035,261,183,Montgomery,2988,9242,2432,8420
22548,19210,324,197,Stokes,7730,14494,6758,12255
25615,21783,447,311,Columbus,7180,17988,6016,15456
45184,39304,575,386,Wilson,13656,30953,11215,27703
154846,132567,3141,1928,New hanover,51105,100600,45841,84798
44569,39406,397,243,Lincoln,17066,27106,14515,24648
25412,21854,469,299,Davie,7893,17050,6995,14560
9439,8380,171,83,Northampton,1516,7752,1267,7030
28458,24988,542,328,Halifax,5309,22607,4368,20292
60529,52023,1417,902,Robeson,15461,43651,12913,38208
25935,20623,6267,4164,Hoke,6762,12906,5521,10938
9571,8431,175,133,Yancey,1051,8345,864,7434
35969,31556,669,442,Lee,11825,23475,10457,20657
179625,154413,6672,4160,Buncombe,44601,128352,41165,109088
3416,3091,,,Hyde,176,3240,148,2943
26091,22021,813,473,Edgecombe,7227,18051,6043,15505
19557,15033,354,236,Transylvania,3394,15809,2887,11910
47081,41267,4711,2780,Chatham,13791,28579,12219,26268
237462,206608,7467,4947,Durham,58886,171109,53947,147714
2047,1775,,,Tyrrell,177,1870,135,1640
62233,54841,4967,3049,Moore,16798,40468,14699,37093
65861,57774,866,618,Randolph,22546,42449,19487,37669
66133,58190,3961,3067,Rowan,21960,40212,19151,35972
15417,12381,199,120,Ashe,3345,11873,2871,9390
71468,59551,1602,1024,Henderson,14662,55204,12452,46075
27418,23952,443,317,Vance,7556,19419,6472,17163
137054,122721,1275,700,Union,52885,82894,48536,73485
6394,5526,56,38,Washington,1805,4533,1559,3929
86396,74283,2002,1263,Davidson,26105,58289,22644,50376
39603,35290,5100,4499,Granville,10661,23842,9328,21463
33447,25752,208,89,Watauga,4697,28542,3993,21670
51900,45774,664,372,Cleveland,15496,35740,13255,32147
4870,4282,117,66,Gates,557,4196,471,3745
4268,3643,439,324,Graham,888,2941,723,2596
47702,41442,6676,4635,Carteret,13135,27891,11387,25420
104202,92726,1844,1171,Alamance,27405,74953,24296,67259
739170,642170,9072,5037,Mecklenburg,258896,471202,234957,402176
93262,81954,2805,1911,Brunswick,24997,65460,22157,57886
29239,26080,718,530,Stanly,7316,21205,6297,19253
6590,5597,19,12,Perquimans,1149,5422,935,4650
12727,10221,225,136,Madison,1361,11141,1211,8874
22733,19067,49,17,Pasquotank,5573,17111,4645,14405
89269,79786,1070,520,Catawba,32159,56040,27856,51410
33900,29836,322,207,Wilkes,10598,22980,9362,20267
40618,34907,331,184,Caldwell,11470,28817,9177,25546
15142,12081,3370,2248,Greene,2890,8882,2441,7392
48352,42851,564,352,Rockingham,14859,32929,12671,29828
111402,90895,,,Out o,,111402,,90895
22027,17521,518,322,Macon,3104,18405,2497,14702
840176,746393,11197,7057,Wake,275965,553014,254520,484816
11370,10269,151,117,Warren,2568,8651,2279,7873
342771,304054,5015,2848,Guilford,111546,226210,100248,200958
23819,19382,6648,4340,Bladen,4577,12594,3744,11298
229478,184342,91530,64354,Cumberland,58130,79818,49641,70347
8626,7200,185,83,Chowan,1772,6669,1606,5511
7611,6838,203,160,Pamlico,1265,6143,988,5690
18271,15919,263,183,Scotland,5167,12841,4136,11600
119511,102778,3362,1938,Johnston,38696,77453,33916,66924
5547,4971,223,100,Clay,1024,4300,939,3932
13919,12301,684,458,Cherokee,2834,10401,2238,9605
11741,9838,217,134,Martin,2562,8962,2069,7635
115856,102296,1338,896,Orange,25429,89089,24048,77352
43745,38350,740,410,Burke,11421,31584,9662,28278
37848,34071,345,229,Surry,11884,25619,10473,23369
64615,55982,6568,4895,Wayne,20047,38000,17041,34046
9858,8230,165,76,Avery,1593,8100,1363,6791
101576,85015,2097,1262,Pitt,31465,68014,27320,56433
10911,9450,102,59,Bertie,2037,8772,1734,7657
11989,10490,77,33,Hertford,3394,8518,2885,7572
23165,20656,395,292,Person,5997,16773,4919,15445
11394,10140,199,85,Caswell,1732,9463,1364,8691
