First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
234660,191699,93093,66898,Cumberland,60431,81136,52846,71955
8762,7356,231,90,Chowan,1809,6722,1656,5610
7445,6679,220,168,Pamlico,1294,5931,1019,5492
18324,16089,276,192,Scotland,5280,12768,4275,11622
121451,105386,3595,2036,Johnston,39881,77975,35706,67644
5613,5027,237,106,Clay,1044,4332,947,3974
14049,12439,700,463,Cherokee,2894,10455,2297,9679
11771,9945,232,140,Martin,2649,8890,2205,7600
117298,104120,1400,918,Orange,26100,89798,24980,78222
44424,39012,767,421,Burke,11700,31957,10057,28534
38076,34427,370,237,Surry,12034,25672,10798,23392
65707,57575,6627,5063,Wayne,20702,38378,17970,34542
10061,8427,182,83,Avery,1649,8230,1422,6922
103081,87308,2214,1299,Pitt,32330,68537,28760,57249
10992,9649,123,63,Bertie,2107,8762,1810,7776
12163,10772,88,38,Hertford,3499,8576,3035,7699
23515,21084,425,298,Person,6173,16917,5176,15610
11493,10295,217,102,Caswell,1770,9506,1425,8768
10,0,10,,Salem,,,,
