First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
61224,53178,1427,938,Robeson,15793,44004,13431,38809
26431,21325,6414,4348,Hoke,6941,13076,5783,11194
9640,8525,175,134,Yancey,1088,8377,900,7491
36382,32150,677,444,Lee,12079,23626,10803,20903
180096,155456,6709,4180,Buncombe,44965,128422,41781,109495
3436,3121,,,Hyde,176,3260,150,2971
26576,22624,832,488,Edgecombe,7363,18381,6262,15874
19638,15154,355,236,Transylvania,3424,15859,2934,11984
47256,41694,4808,2925,Chatham,13799,28649,12382,26387
239716,209643,7564,4979,Durham,59783,172369,55536,149128
2055,1789,,,Tyrrell,181,1874,142,1647
62525,55296,5059,3173,Moore,16986,40480,14993,37130
66519,58785,877,621,Randolph,22957,42685,20209,37955
66775,58974,3990,3095,Rowan,22372,40413,19772,36107
15780,12585,201,121,Ashe,3403,12176,2903,9561
71975,60235,1613,1028,Henderson,14874,55488,12737,46470
27828,24447,448,317,Vance,7706,19674,6661,17469
138236,124560,1301,704,Union,53758,83177,49991,73865
6457,5602,59,38,Washington,1826,4572,1579,3985
87209,75430,2029,1286,Davidson,26488,58692,23281,50863
40021,35785,5205,4545,Granville,10796,24020,9579,21661
33578,26000,212,91,Watauga,4770,28596,4080,21829
52394,46447,671,374,Cleveland,15696,36027,13564,32509
4916,4366,125,78,Gates,570,4221,483,3805
4284,3668,445,329,Graham,897,2942,732,2607
48243,42149,6963,4928,Carteret,13314,27966,11686,25535
105276,94358,1877,1192,Alamance,28000,75399,25278,67888
746847,653199,9203,5085,Mecklenburg,263353,474291,241998,406116
93838,82725,2841,1925,Brunswick,25368,65629,22703,58097
29551,26507,722,531,Stanly,7442,21387,6497,19479
6635,5673,20,12,Perquimans,1171,5444,960,4701
12797,10326,226,137,Madison,1382,11189,1243,8946
22963,19545,52,20,Pasquotank,5678,17233,4841,14684
34189,30163,332,207,Wilkes,10761,23096,9587,20369
90079,81032,1094,528,Catawba,32660,56325,28760,51744
40978,35367,333,186,Caldwell,11670,28975,9438,25743
15303,12379,3405,2329,Greene,2941,8957,2538,7512
48731,43521,572,356,Rockingham,15117,33042,13171,29994
22100,17651,520,323,Macon,3125,18455,2538,14790
112962,92649,,,Out o,721,112241,867,91782
847131,756645,11324,7139,Wake,279911,555896,260856,488650
11456,10390,153,119,Warren,2602,8701,2327,7944
346568,309721,5105,2907,Guilford,113954,227509,104416,202398
24149,19900,6822,4604,Bladen,4627,12700,3874,11422
232319,189774,91996,66400,Cumberland,59760,80563,51993,71381
8672,7299,192,90,Chowan,1788,6692,1640,5569
7455,6703,209,167,Pamlico,1285,5961,1012,5524
18373,16132,268,186,Scotland,5214,12891,4201,11745
120746,104758,3440,2005,Johnston,39459,77847,35262,67491
5583,5008,227,102,Clay,1042,4314,947,3959
11808,9953,223,134,Martin,2629,8956,2168,7651
13995,12392,689,460,Cherokee,2878,10428,2280,9652
116575,103389,1338,910,Orange,25944,89293,24780,77699
44267,38882,736,416,Burke,11588,31943,9928,28538
37757,34210,349,229,Surry,11972,25436,10706,23275
65221,57091,6535,5001,Wayne,20450,38236,17706,34384
9961,8313,170,77,Avery,1634,8157,1405,6831
102613,86765,2135,1274,Pitt,32015,68463,28364,57127
10984,9623,115,61,Bertie,2079,8790,1780,7782
12114,10699,83,36,Hertford,3468,8563,2994,7669
23403,20988,402,296,Person,6112,16889,5129,15563
11460,10258,201,96,Caswell,1760,9499,1414,8748
