First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13618,11330,1026,651,Currituck,2212,10380,1830,8849
12277,11010,192,109,Anson,2988,9097,2618,8283
9424,7670,3965,2717,Swain,1316,4143,1129,3824
34519,29597,1482,987,Pender,10674,22363,9035,19575
7737,6414,117,75,Mitchell,1265,6355,939,5400
23292,20055,458,261,Richmond,5483,17351,4534,15260
37555,31752,1506,976,Haywood,8596,27453,7373,23403
119965,103753,1851,1078,Gaston,42397,75717,37920,64755
67539,59790,10105,8096,Craven,16389,41045,14140,37554
39715,35447,1290,725,Franklin,14248,24177,12773,21949
100653,89731,1992,1350,Iredell,41756,56905,37683,50698
19468,17159,176,122,Yadkin,5480,13812,4967,12070
27214,23502,639,425,Beaufort,5589,20986,4771,18306
63830,53744,7399,4961,Harnett,20629,35802,17788,30995
9344,8493,183,108,Polk,1854,7307,1684,6701
28102,23610,301,160,Dare,5966,21835,5404,18046
251419,209469,3930,2205,Forsyth,75584,171905,69384,137880
132876,111056,62227,50116,Onslow,30787,39862,26371,34569
5632,4933,546,339,Jones,1251,3835,1032,3562
57275,50009,928,640,Nash,19759,36588,17737,31632
25448,20621,4153,2849,Jackson,3744,17551,3221,14551
29551,25352,2183,1569,Duplin,8565,18803,7547,16236
6943,5448,55,26,Alleghany,1400,5488,1132,4290
259294,216386,42081,43370,Missing,94363,122850,88651,84365
127207,113440,3933,2303,Cabarrus,48236,75038,44500,66637
6632,5320,1924,1258,Camden,882,3826,765,3297
17500,15495,435,208,Alexander,2987,14078,2525,12762
25153,21767,561,351,Mcdowell,3387,21205,2731,18685
35326,29617,632,414,Sampson,8984,25710,7799,21404
32738,28638,442,295,Lenoir,10560,21736,9223,19120
29963,26305,718,452,Rutherford,5935,23310,5321,20532
12599,11170,267,184,Montgomery,3048,9284,2516,8470
22714,19448,327,198,Stokes,7812,14575,6905,12345
45638,40106,585,398,Wilson,13925,31128,11692,28016
25506,21872,450,328,Columbus,7253,17803,6209,15335
155731,133921,3188,1959,New hanover,51664,100879,46825,85137
