First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13690,11380,1067,663,Currituck,2225,10398,1834,8883
12368,11080,202,110,Anson,3031,9135,2648,8322
9486,7747,4029,2797,Swain,1322,4135,1134,3816
34648,29704,1524,997,Pender,10750,22374,9116,19591
7760,6450,122,75,Mitchell,1273,6365,948,5427
23405,20183,475,272,Richmond,5527,17403,4584,15327
37690,31871,1544,983,Haywood,8629,27517,7412,23476
120522,104309,1914,1084,Gaston,42725,75883,38276,64949
67954,60142,10194,8125,Craven,16509,41251,14277,37740
40022,35704,1353,730,Franklin,14336,24333,12866,22108
101258,90163,2041,1363,Iredell,42052,57165,38012,50788
19538,17223,182,123,Yadkin,5513,13843,5008,12092
27356,23675,659,430,Beaufort,5634,21063,4833,18412
64138,54039,7546,5032,Harnett,20818,35774,18020,30987
9238,8378,199,119,Polk,1862,7177,1690,6569
28197,23703,342,167,Dare,5995,21860,5441,18095
252869,210920,4061,2239,Forsyth,76143,172665,69999,138682
133908,111862,62603,50305,Onslow,31076,40229,26720,34837
5687,4978,559,339,Jones,1263,3865,1047,3592
57497,50221,947,646,Nash,19979,36571,17951,31624
25508,20737,4188,2928,Jackson,3771,17549,3254,14555
29720,25525,2217,1585,Duplin,8637,18866,7639,16301
6961,5460,61,26,Alleghany,1414,5486,1139,4295
271649,221871,42082,43415,Missing,94608,134959,89001,89455
128190,114281,4068,2329,Cabarrus,48632,75490,44873,67079
6724,5345,1999,1267,Camden,887,3838,771,3307
17655,15629,454,213,Alexander,3004,14197,2548,12868
25233,21827,578,351,Mcdowell,3416,21239,2759,18717
35660,29937,645,420,Sampson,9048,25967,7880,21637
32920,28813,455,298,Lenoir,10643,21822,9309,19206
30066,26427,732,452,Rutherford,5964,23370,5370,20605
12615,11190,276,184,Montgomery,3076,9263,2541,8465
22824,19558,338,202,Stokes,7853,14633,6957,12399
25587,21964,459,331,Columbus,7294,17834,6275,15358
45880,40399,605,406,Wilson,14068,31207,11865,28128
156372,134500,3278,1978,New hanover,51946,101148,47153,85369
45012,40041,401,247,Lincoln,17364,27247,14963,24831
25658,22209,490,306,Davie,8003,17165,7173,14730
9413,8397,180,96,Northampton,1542,7691,1315,6986
28820,25504,556,339,Halifax,5442,22822,4559,20606
61517,53504,1460,944,Robeson,15946,44111,13590,38970
26649,21478,6527,4390,Hoke,7017,13105,5846,11242
9670,8550,177,134,Yancey,1094,8399,906,7510
36547,32311,698,450,Lee,12154,23695,10896,20965
180775,155632,7002,4197,Buncombe,45106,128667,41970,109465
3453,3133,10,,Hyde,176,3267,152,2981
26712,22691,874,498,Edgecombe,7431,18407,6336,15857
19736,15254,370,236,Transylvania,3442,15924,2948,12070
47268,41582,4991,2959,Chatham,13854,28423,12477,26146
240836,210713,7812,5023,Durham,60104,172920,55998,149692
2064,1801,,,Tyrrell,182,1882,143,1658
62695,55451,5156,3207,Moore,17056,40483,15099,37145
66764,59028,904,624,Randolph,23112,42748,20389,38015
67056,59204,4077,3115,Rowan,22547,40432,19974,36115
15896,12703,207,121,Ashe,3422,12267,2925,9657
72263,60533,1679,1030,Henderson,14929,55655,12809,46694
27998,24659,460,331,Vance,7741,19797,6706,17622
138518,124912,1344,712,Union,54091,83083,50386,73814
6483,5637,61,38,Washington,1832,4590,1590,4009
87534,75724,2092,1298,Davidson,26623,58819,23446,50980
40106,35879,5294,4604,Granville,10834,23978,9645,21630
33459,25951,218,91,Watauga,4781,28460,4106,21754
52643,46692,690,378,Cleveland,15799,36154,13682,32632
4286,3671,446,332,Graham,901,2939,736,2603
4940,4389,132,78,Gates,575,4233,490,3821
48468,42323,7076,4963,Carteret,13395,27997,11780,25580
105778,94875,1945,1209,Alamance,28200,75633,25521,68145
749692,656271,9466,5162,Mecklenburg,264964,475262,243955,407154
94191,82995,2949,1941,Brunswick,25501,65741,22852,58202
29742,26716,732,532,Stanly,7496,21514,6557,19627
6651,5688,20,12,Perquimans,1184,5447,975,4701
12799,10321,229,137,Madison,1384,11186,1250,8934
23039,19642,52,21,Pasquotank,5728,17259,4872,14749
90432,81392,1128,532,Catawba,32843,56461,29000,51860
41125,35469,337,187,Caldwell,11756,29032,9516,25766
34286,30250,346,210,Wilkes,10823,23117,9655,20385
15439,12500,3461,2342,Greene,2965,9013,2563,7595
48903,43699,585,365,Rockingham,15233,33085,13282,30052
22103,17679,525,334,Macon,3143,18435,2563,14782
115166,94660,,,Out o,748,114418,909,93751
850192,760076,11613,7236,Wake,281365,557214,262816,490024
11497,10444,156,119,Warren,2618,8723,2353,7972
348199,311352,5283,2945,Guilford,114889,228027,105483,202924
24358,20008,6973,4648,Bladen,4654,12731,3897,11463
234089,191299,92824,66788,Cumberland,60231,81034,52655,71856
8739,7347,227,90,Chowan,1801,6711,1652,5605
7445,6687,217,167,Pamlico,1291,5937,1020,5500
18478,16231,273,187,Scotland,5264,12941,4259,11785
121292,105248,3567,2024,Johnston,39771,77954,35610,67614
5607,5022,237,106,Clay,1044,4326,947,3969
11791,9962,231,136,Martin,2648,8912,2206,7620
14036,12432,698,462,Cherokee,2890,10448,2296,9674
117131,103942,1388,917,Orange,26062,89681,24923,78102
44399,38994,765,420,Burke,11681,31953,10030,28544
37820,34276,367,234,Surry,12016,25437,10778,23264
65586,57480,6602,5060,Wayne,20640,38344,17912,34508
10034,8398,179,83,Avery,1644,8211,1409,6906
102968,87190,2198,1292,Pitt,32243,68527,28669,57229
10991,9647,120,62,Bertie,2102,8769,1806,7779
12158,10763,84,36,Hertford,3495,8579,3031,7696
23485,21071,418,298,Person,6156,16911,5164,15609
11486,10286,212,99,Caswell,1767,9507,1422,8765
