First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13628,11343,1026,651,Currituck,2214,10388,1830,8862
12289,11018,192,109,Anson,2997,9100,2622,8287
9433,7679,3974,2723,Swain,1317,4142,1129,3827
34550,29631,1483,988,Pender,10691,22376,9056,19587
7739,6424,117,75,Mitchell,1267,6355,943,5406
23307,20077,459,261,Richmond,5496,17352,4544,15272
37590,31778,1508,978,Haywood,8606,27476,7383,23417
120095,103905,1856,1079,Gaston,42457,75782,38006,64820
67610,59862,10106,8099,Craven,16418,41086,14168,37595
39761,35509,1292,725,Franklin,14274,24195,12809,21975
100747,89840,1993,1351,Iredell,41833,56921,37769,50720
19476,17177,176,122,Yadkin,5482,13818,4978,12077
27243,23544,640,425,Beaufort,5597,21006,4788,18331
63866,53781,7410,4969,Harnett,20677,35779,17845,30967
9335,8482,183,108,Polk,1856,7296,1686,6688
28117,23630,301,160,Dare,5975,21841,5411,18059
251726,209843,3939,2207,Forsyth,75702,172085,69540,138096
133021,111204,62264,50141,Onslow,30848,39909,26453,34610
5639,4943,546,339,Jones,1254,3839,1038,3566
57327,50072,929,640,Nash,19809,36589,17788,31644
25451,20622,4159,2854,Jackson,3750,17542,3228,14540
29590,25391,2185,1573,Duplin,8584,18821,7562,16256
6944,5452,55,26,Alleghany,1401,5488,1134,4292
262098,217432,42101,43379,Missing,94513,125484,88880,85173
127394,113688,3937,2306,Cabarrus,48309,75148,44583,66799
6638,5328,1926,1259,Camden,884,3828,766,3303
17527,15518,436,209,Alexander,2990,14101,2532,12777
25166,21789,561,351,Mcdowell,3393,21212,2741,18697
35340,29671,632,414,Sampson,8996,25712,7820,21437
32787,28691,445,295,Lenoir,10573,21769,9246,19150
29978,26321,718,452,Rutherford,5942,23318,5329,20540
12601,11178,267,184,Montgomery,3055,9279,2522,8472
22728,19459,328,198,Stokes,7819,14581,6916,12345
25526,21908,451,328,Columbus,7264,17811,6233,15347
45717,40189,586,398,Wilson,13970,31161,11738,28053
155845,134031,3193,1960,New hanover,51719,100933,46911,85160
44882,39898,399,245,Lincoln,17268,27215,14861,24792
25600,22120,476,301,Davie,7982,17142,7144,14675
9433,8423,174,94,Northampton,1533,7726,1306,7023
28745,25427,546,329,Halifax,5417,22782,4520,20578
61257,53219,1428,938,Robeson,15810,44019,13451,38830
26436,21335,6415,4348,Hoke,6947,13074,5792,11195
9642,8530,175,134,Yancey,1088,8379,900,7496
36396,32167,677,444,Lee,12089,23630,10812,20911
180083,155467,6709,4180,Buncombe,44974,128400,41808,109479
3435,3120,,,Hyde,176,3259,150,2970
26589,22640,832,488,Edgecombe,7371,18386,6276,15876
19652,15169,355,236,Transylvania,3426,15871,2934,11999
47242,41701,4808,2925,Chatham,13801,28633,12398,26378
239888,209819,7564,4979,Durham,59813,172511,55577,149263
2056,1791,,,Tyrrell,181,1875,142,1649
62525,55309,5061,3173,Moore,16993,40471,15016,37120
66534,58834,877,621,Randolph,22969,42688,20240,37973
66807,59012,3990,3095,Rowan,22389,40428,19804,36113
15794,12597,201,121,Ashe,3404,12189,2905,9571
71997,60268,1613,1028,Henderson,14878,55506,12749,46491
27854,24482,448,317,Vance,7711,19695,6665,17500
138304,124623,1301,704,Union,53796,83207,50038,73881
6458,5611,59,38,Washington,1827,4572,1583,3990
87224,75464,2029,1286,Davidson,26498,58697,23307,50871
40052,35782,5205,4545,Granville,10804,24043,9588,21649
33555,25988,212,91,Watauga,4771,28572,4083,21814
52417,46493,671,374,Cleveland,15709,36037,13579,32540
4285,3669,445,329,Graham,898,2942,732,2608
4917,4368,125,78,Gates,571,4221,484,3806
48249,42162,6964,4928,Carteret,13326,27959,11699,25535
105309,94408,1877,1192,Alamance,28022,75410,25316,67900
747178,653617,9204,5085,Mecklenburg,263516,474458,242245,406287
93876,82760,2843,1925,Brunswick,25379,65654,22725,58110
29566,26541,722,531,Stanly,7443,21401,6505,19505
6634,5672,20,12,Perquimans,1172,5442,960,4700
12797,10325,226,137,Madison,1382,11189,1244,8944
22965,19557,52,20,Pasquotank,5681,17232,4846,14691
90109,81072,1094,528,Catawba,32675,56340,28796,51748
34192,30168,332,207,Wilkes,10764,23096,9600,20361
40985,35374,333,186,Caldwell,11676,28976,9455,25733
15329,12417,3405,2329,Greene,2943,8981,2539,7549
48743,43548,572,356,Rockingham,15126,33045,13187,30005
22100,17648,520,323,Macon,3127,18453,2538,14787
113166,92815,,,Out o,725,112441,876,91939
847407,757067,11325,7139,Wake,280026,556056,261112,488816
11444,10392,153,119,Warren,2603,8688,2332,7941
346720,309908,5105,2907,Guilford,114041,227574,104544,202457
24154,19913,6822,4604,Bladen,4628,12704,3878,11431
232415,189912,92002,66407,Cumberland,59795,80618,52079,71426
8675,7301,192,90,Chowan,1791,6692,1640,5571
7450,6696,209,167,Pamlico,1285,5956,1012,5517
18388,16145,268,186,Scotland,5222,12898,4205,11754
120792,104815,3440,2005,Johnston,39491,77861,35300,67510
5585,5009,227,102,Clay,1042,4316,947,3960
13999,12399,689,460,Cherokee,2880,10430,2281,9658
11807,9957,223,134,Martin,2631,8953,2172,7651
116610,103436,1338,910,Orange,25957,89315,24806,77720
44273,38895,736,416,Burke,11597,31940,9947,28532
37757,34226,349,229,Surry,11974,25434,10718,23279
65263,57140,6536,5001,Wayne,20474,38253,17737,34402
9971,8324,170,77,Avery,1635,8166,1405,6842
102649,86808,2135,1274,Pitt,32040,68474,28393,57141
10988,9624,115,61,Bertie,2084,8789,1780,7783
12114,10705,83,36,Hertford,3472,8559,2998,7671
23412,20995,402,296,Person,6115,16895,5129,15570
11466,10259,201,96,Caswell,1760,9505,1414,8749
