First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13605,11309,1020,646,Currituck,2212,10373,1824,8839
12232,10988,191,109,Anson,2968,9073,2602,8277
9418,7650,3961,2709,Swain,1314,4143,1120,3821
34468,29564,1476,984,Pender,10653,22339,9024,19556
7722,6395,117,75,Mitchell,1264,6341,930,5390
23255,20007,455,259,Richmond,5471,17329,4524,15224
37524,31698,1505,976,Haywood,8592,27427,7362,23360
119763,103528,1847,1076,Gaston,42308,75608,37794,64658
67344,59632,10093,8090,Craven,16357,40894,14085,37457
39665,35369,1287,723,Franklin,14231,24147,12734,21912
100556,89552,1988,1348,Iredell,41688,56880,37578,50626
19429,17116,175,122,Yadkin,5463,13791,4951,12043
27174,23466,639,425,Beaufort,5569,20966,4756,18285
63710,53552,7372,4941,Harnett,20571,35767,17686,30925
9342,8488,183,108,Polk,1852,7307,1682,6698
28080,23581,301,160,Dare,5955,21824,5388,18033
250393,208715,3924,2204,Forsyth,75439,171030,69125,137386
132629,110815,62129,50069,Onslow,30704,39796,26263,34483
5619,4918,545,336,Jones,1249,3825,1029,3553
57155,49869,927,639,Nash,19702,36526,17666,31564
25429,20587,4149,2847,Jackson,3735,17545,3207,14533
29519,25297,2177,1554,Duplin,8544,18798,7513,16230
6928,5431,55,26,Alleghany,1398,5475,1125,4280
256765,215138,42052,43353,Missing,94234,120479,88392,83393
126930,113095,3924,2300,Cabarrus,48133,74873,44338,66457
17485,15469,435,207,Alexander,2978,14072,2513,12749
6620,5312,1918,1257,Camden,878,3824,761,3294
25137,21722,561,351,Mcdowell,3383,21193,2717,18654
35288,29533,631,414,Sampson,8967,25690,7759,21360
32686,28560,441,293,Lenoir,10529,21716,9186,19081
29937,26268,717,452,Rutherford,5918,23302,5307,20509
12553,11134,266,183,Montgomery,3040,9247,2503,8448
22665,19393,327,198,Stokes,7799,14539,6889,12306
45541,39963,581,398,Wilson,13882,31078,11639,27926
25588,21939,449,325,Columbus,7238,17901,6187,15427
155568,133722,3178,1957,New hanover,51586,100804,46721,85044
44805,39785,398,244,Lincoln,17221,27186,14791,24750
25560,22057,473,301,Davie,7969,17118,7115,14641
9454,8430,173,94,Northampton,1530,7751,1297,7039
28718,25375,546,329,Halifax,5394,22778,4496,20550
60991,52789,1425,935,Robeson,15725,43841,13327,38527
26333,21199,6394,4330,Hoke,6899,13040,5724,11145
9627,8506,175,134,Yancey,1085,8367,898,7474
36264,32013,676,443,Lee,12030,23558,10743,20827
179785,155108,6701,4177,Buncombe,44883,128201,41708,109223
3430,3115,,,Hyde,175,3255,147,2968
26372,22400,827,488,Edgecombe,7329,18216,6201,15711
19614,15139,355,236,Transylvania,3417,15842,2931,11972
47175,41599,4787,2919,Chatham,13774,28614,12339,26341
238865,208949,7532,4976,Durham,59622,171711,55299,148674
2050,1785,,,Tyrrell,180,1870,142,1643
62442,55218,5050,3163,Moore,16932,40460,14945,37110
66381,58612,871,619,Randolph,22884,42626,20100,37893
66485,58668,3982,3093,Rowan,22286,40217,19635,35940
15602,12544,201,121,Ashe,3395,12006,2891,9532
71867,60081,1611,1028,Henderson,14847,55409,12701,46352
27725,24292,448,317,Vance,7664,19613,6610,17365
137980,124202,1290,703,Union,53601,83089,49756,73743
6432,5581,59,38,Washington,1820,4553,1574,3969
86953,75145,2020,1282,Davidson,26409,58524,23180,50683
39921,35677,5200,4544,Granville,10760,23961,9531,21602
33553,25936,211,91,Watauga,4754,28588,4061,21784
52249,46284,671,374,Cleveland,15648,35930,13501,32409
4283,3663,444,327,Graham,894,2945,729,2607
4905,4351,125,77,Gates,564,4216,480,3794
