First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13571,11219,1011,631,Currituck,2195,10365,1781,8807
12160,10882,189,109,Anson,2918,9053,2526,8247
9384,7610,3938,2690,Swain,1303,4143,1103,3817
34318,29355,1470,973,Pender,10554,22294,8869,19513
7690,6360,117,75,Mitchell,1239,6334,907,5378
23163,19856,453,259,Richmond,5430,17280,4428,15169
37449,31594,1491,975,Haywood,8564,27394,7315,23304
119224,102593,1838,1074,Gaston,41962,75424,37143,64376
67123,59315,10066,8080,Craven,16245,40812,13890,37345
39432,35016,1272,721,Franklin,14070,24090,12439,21856
100067,88644,1977,1348,Iredell,41272,56818,36798,50498
19336,16979,175,122,Yadkin,5403,13758,4835,12022
27077,23306,635,424,Beaufort,5509,20933,4655,18227
63377,52966,7323,4908,Harnett,20337,35717,17232,30826
9327,8463,183,108,Polk,1835,7309,1659,6696
27994,23455,301,160,Dare,5896,21797,5291,18004
248765,206844,3907,2200,Forsyth,74760,170098,67806,136838
132036,109922,61957,49938,Onslow,30393,39686,25628,34356
5588,4874,542,332,Jones,1238,3808,1003,3539
56925,49448,924,639,Nash,19528,36473,17353,31456
25364,20500,4131,2825,Jackson,3704,17529,3165,14510
29392,25097,2160,1545,Duplin,8451,18781,7365,16187
6901,5389,55,26,Alleghany,1394,5452,1115,4248
245515,208961,41957,43304,Missing,93301,110257,86111,79546
126228,111897,3909,2295,Cabarrus,47693,74626,43545,66057
17428,15347,434,207,Alexander,2946,14048,2431,12709
6592,5274,1913,1254,Camden,870,3809,743,3277
25077,21613,558,351,Mcdowell,3350,21169,2662,18600
35157,29282,623,413,Sampson,8877,25657,7579,21290
32567,28352,438,292,Lenoir,10450,21679,9048,19012
29818,26089,713,452,Rutherford,5850,23255,5183,20454
12500,11052,264,183,Montgomery,2994,9242,2437,8432
22568,19254,326,198,Stokes,7734,14508,6771,12285
25546,21798,449,324,Columbus,7189,17908,6058,15416
45297,39536,578,396,Wilson,13711,31008,11316,27824
