Second Doses Administered,First Doses Administered,Total Doses Administered,County
22275,26211,48486,Robeson
3556,4165,7721,Perquimans
44867,57061,101928,Johnston
28366,32600,60966,Randolph
2102,2403,4505,Hyde
3278,3907,7185,Alleghany
10674,12849,23523,Duplin
2618,3185,5803,Gates
16209,20899,37108,Haywood
12847,15769,28616,Stanly
66290,89861,156151,Missing
18282,22322,40604,Wilson
1104,1259,2363,Tyrrell
24363,28696,53059,Wayne
6333,7467,13800,Montgomery
13609,15942,29551,Lenoir
8798,10169,18967,Scotland
48195,57436,105631,Alamance
2380,2896,5276,Camden
5257,6317,11574,Greene
25107,30251,55358,Rowan
5715,6578,12293,Northampton
14974,17048,32022,Wilkes
18287,22643,40930,Lincoln
19254,23036,42290,Caldwell
6016,6585,12601,Polk
19189,21121,40310,Surry
11203,14279,25482,Macon
2665,2977,5642,Clay
9409,10800,20209,Yadkin
26272,30030,56302,Onslow
10920,12495,23415,Richmond
76386,94502,170888,Buncombe
49751,64238,113989,Union
41534,55597,97131,Cabarrus
2706,3227,5933,Washington
23249,27959,51208,Harnett
22383,25527,47910,Burke
15788,19255,35043,Granville
46025,57418,103443,Gaston
10612,13489,24101,Edgecombe
14823,21650,36473,Watauga
6864,8498,15362,Hoke
5578,6808,12386,Bertie
10615,12882,23497,Person
14199,16752,30951,Beaufort
38616,45551,84167,Catawba
11474,14153,25627,Jackson
329594,427624,757218,Wake
23226,26291,49517,Cleveland
13832,17181,31013,Sampson
12221,14067,26288,Columbus
6364,7357,13721,Caswell
5039,5906,10945,Yancey
16067,18277,34344,Lee
5542,6786,12328,Hertford
22475,26396,48871,Rockingham
242535,340929,583464,Mecklenburg
21778,24264,46042,Carteret
3278,3615,6893,Swain
5152,6315,11467,Avery
11215,13574,24789,Vance
14370,16730,31100,Halifax
14035,16427,30462,Rutherford
22828,29206,52034,Nash
7007,8912,15919,Ashe
9117,11229,20346,Stokes
1993,2244,4237,Graham
14823,18079,32902,Pender
27907,31380,59287,Craven
154126,183747,337873,Guilford
6240,8257,14497,Madison
22465,26535,49000,Chatham
44678,55796,100474,Pitt
32135,36046,68181,Moore
96425,127592,224017,Forsyth
37785,45606,83391,Iredell
9136,12286,21422,Transylvania
5873,7177,13050,Martin
5616,6923,12539,Warren
2523,2871,5394,Jones
10491,13436,23927,Davie
54211,62259,116470,Cumberland
12512,14765,27277,McDowell
7046,8008,15054,Cherokee
4103,5205,9308,Chowan
56261,70221,126482,Orange
9263,10843,20106,Alexander
103505,130613,234118,Durham
31620,39273,70893,Henderson
10468,12679,23147,Pasquotank
4715,5242,9957,Pamlico
3445,4436,7881,Mitchell
6444,7970,14414,Currituck
49033,57270,106303,Brunswick
34716,41373,76089,Davidson
15757,18833,34590,Franklin
14723,18336,33059,Dare
7864,9089,16953,Bladen
67483,82861,150344,New Hanover
5628,6736,12364,Anson
