First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13640,11350,1033,654,Currituck,2216,10391,1831,8865
12304,11033,194,109,Anson,3002,9108,2631,8293
34588,29656,1497,991,Pender,10707,22384,9078,19587
9486,7698,4017,2737,Swain,1320,4149,1129,3832
7740,6426,117,75,Mitchell,1270,6353,943,5408
23330,20118,461,261,Richmond,5502,17367,4557,15300
37618,31811,1520,978,Haywood,8611,27487,7389,23444
120278,104065,1869,1079,Gaston,42527,75882,38088,64898
67723,59928,10129,8107,Craven,16443,41151,14195,37626
39852,35574,1303,726,Franklin,14289,24260,12820,22028
100815,89909,2003,1353,Iredell,41889,56923,37842,50714
19508,17200,178,122,Yadkin,5487,13843,4985,12093
27264,23572,643,426,Beaufort,5606,21015,4802,18344
63961,53852,7455,4990,Harnett,20716,35790,17886,30976
9301,8451,184,118,Polk,1855,7262,1685,6648
28137,23648,312,161,Dare,5980,21845,5417,18070
252096,210184,3970,2211,Forsyth,75808,172318,69671,138302
133257,111414,62364,50198,Onslow,30916,39977,26538,34678
5648,4946,549,339,Jones,1256,3843,1039,3568
57372,50090,937,641,Nash,19859,36576,17829,31620
25485,20645,4185,2873,Jackson,3754,17546,3236,14536
29645,25449,2192,1578,Duplin,8603,18850,7582,16289
6949,5455,59,26,Alleghany,1406,5484,1135,4294
263711,218203,42187,43387,Missing,94246,127278,88624,86192
127631,113869,3967,2314,Cabarrus,48410,75254,44677,66878
6652,5332,1939,1261,Camden,886,3827,768,3303
17583,15570,442,209,Alexander,2992,14149,2535,12826
25175,21788,566,351,Mcdowell,3404,21205,2747,18690
35567,29834,634,416,Sampson,9017,25916,7834,21584
32822,28728,447,295,Lenoir,10587,21788,9264,19169
30020,26364,721,452,Rutherford,5951,23348,5342,20570
12606,11183,271,184,Montgomery,3063,9272,2526,8473
22752,19491,328,199,Stokes,7824,14600,6929,12363
45769,40249,590,400,Wilson,13999,31180,11765,28084
25551,21910,452,329,Columbus,7275,17824,6243,15338
156017,134165,3214,1962,New hanover,51790,101013,46983,85220
44910,39940,400,245,Lincoln,17291,27219,14894,24801
25617,22157,478,302,Davie,7989,17150,7159,14696
9418,8409,174,94,Northampton,1534,7710,1309,7006
28770,25454,548,333,Halifax,5418,22804,4532,20589
61350,53315,1437,939,Robeson,15856,44057,13484,38892
26500,21382,6446,4362,Hoke,6958,13096,5806,11214
9649,8537,176,134,Yancey,1093,8380,902,7501
36456,32217,682,444,Lee,12112,23662,10840,20933
180131,155482,6760,4184,Buncombe,45012,128359,41858,109440
3427,3122,,,Hyde,174,3253,151,2971
26602,22642,841,489,Edgecombe,7386,18375,6289,15864
19676,15200,358,236,Transylvania,3430,15888,2939,12025
47251,41670,4847,2936,Chatham,13822,28582,12427,26307
240261,210047,7697,4992,Durham,59878,172686,55691,149364
2061,1796,,,Tyrrell,182,1879,143,1653
62597,55358,5089,3182,Moore,16998,40510,15035,37141
66620,58911,884,621,Randolph,23004,42732,20277,38013
66833,59067,4003,3100,Rowan,22427,40403,19853,36114
15821,12627,202,121,Ashe,3410,12209,2912,9594
72088,60331,1624,1028,Henderson,14891,55573,12759,46544
27912,24548,464,330,Vance,7717,19731,6681,17537
138432,124740,1313,707,Union,53876,83243,50141,73892
6468,5621,59,38,Washington,1830,4579,1583,4000
87258,75521,2039,1286,Davidson,26528,58691,23352,50883
40077,35793,5265,4580,Granville,10806,24006,9599,21614
33507,25977,215,91,Watauga,4772,28520,4091,21795
52470,46552,675,374,Cleveland,15732,36063,13609,32569
4926,4376,128,78,Gates,571,4227,484,3814
4286,3671,445,331,Graham,899,2942,733,2607
48302,42206,6985,4938,Carteret,13346,27971,11718,25550
105496,94563,1928,1195,Alamance,28074,75494,25371,67997
748295,654566,9261,5102,Mecklenburg,263958,475076,242778,406686
93975,82841,2855,1930,Brunswick,25422,65698,22768,58143
29618,26598,722,531,Stanly,7454,21442,6516,19551
6638,5677,20,12,Perquimans,1175,5443,963,4702
12795,10324,228,137,Madison,1381,11186,1245,8942
22987,19574,52,20,Pasquotank,5692,17243,4848,14706
41011,35404,335,186,Caldwell,11692,28984,9481,25737
34230,30210,334,207,Wilkes,10781,23115,9617,20386
90210,81159,1106,530,Catawba,32728,56376,28850,51779
15350,12439,3415,2335,Greene,2947,8988,2547,7557
48785,43586,574,357,Rockingham,15149,33062,13214,30015
22096,17659,521,323,Macon,3129,18446,2554,14782
113610,93061,,,Out o,737,112873,894,92167
848419,757960,11505,7169,Wake,280410,556504,261651,489140
11463,10406,153,119,Warren,2604,8706,2337,7950
347059,310244,5149,2911,Guilford,114260,227650,104803,202530
24203,19943,6856,4618,Bladen,4634,12713,3883,11442
232940,190346,92272,66532,Cumberland,59919,80749,52243,71571
8689,7325,196,90,Chowan,1796,6697,1642,5593
7444,6693,210,167,Pamlico,1287,5947,1017,5509
18427,16170,268,187,Scotland,5238,12921,4221,11762
120896,104938,3475,2011,Johnston,39558,77863,35394,67533
5588,5014,228,103,Clay,1042,4318,947,3964
11808,9962,223,134,Martin,2638,8947,2183,7645
14007,12409,691,462,Cherokee,2881,10435,2286,9661
116823,103624,1365,911,Orange,25993,89465,24854,77859
44290,38910,750,419,Burke,11617,31923,9979,28512
37768,34237,350,230,Surry,11989,25429,10735,23272
65359,57236,6553,5011,Wayne,20520,38286,17782,34443
9986,8340,174,80,Avery,1638,8174,1406,6854
102742,86894,2150,1281,Pitt,32099,68493,28455,57158
10988,9630,115,61,Bertie,2093,8780,1791,7778
12127,10730,83,36,Hertford,3479,8565,3014,7680
23447,21018,418,296,Person,6125,16904,5139,15583
11470,10263,205,96,Caswell,1763,9502,1415,8752
