First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13608,11318,1023,646,Currituck,2212,10373,1826,8846
12254,10999,191,109,Anson,2981,9082,2608,8282
9421,7653,3961,2709,Swain,1316,4144,1122,3822
34482,29573,1480,985,Pender,10657,22345,9030,19558
7727,6405,117,75,Mitchell,1264,6346,934,5396
23271,20032,456,259,Richmond,5475,17340,4529,15244
37540,31715,1505,976,Haywood,8596,27439,7366,23373
119859,103621,1848,1077,Gaston,42346,75665,37833,64711
67439,59725,10094,8093,Craven,16370,40975,14113,37519
39685,35395,1289,724,Franklin,14235,24161,12752,21919
100602,89649,1989,1348,Iredell,41709,56904,37621,50680
19437,17121,176,122,Yadkin,5468,13793,4956,12043
27191,23486,639,425,Beaufort,5574,20978,4762,18299
63764,53648,7382,4952,Harnett,20590,35792,17732,30964
9343,8493,183,108,Polk,1853,7307,1684,6701
28087,23593,301,160,Dare,5959,21827,5395,18038
250959,208941,3928,2205,Forsyth,75507,171524,69207,137529
132746,110919,62162,50086,Onslow,30742,39842,26299,34534
5624,4922,546,337,Jones,1251,3827,1029,3556
57246,49973,927,639,Nash,19719,36600,17698,31636
25434,20604,4149,2847,Jackson,3738,17547,3212,14545
29532,25330,2181,1565,Duplin,8551,18800,7532,16233
6937,5442,55,26,Alleghany,1398,5484,1128,4288
258131,215557,42063,43349,Missing,94281,121787,88493,83715
127042,113229,3926,2301,Cabarrus,48159,74957,44402,66526
6627,5314,1921,1257,Camden,881,3825,763,3294
17490,15486,435,208,Alexander,2979,14076,2519,12759
25144,21741,561,351,Mcdowell,3384,21199,2723,18667
35306,29564,631,414,Sampson,8976,25699,7776,21374
32712,28606,441,294,Lenoir,10546,21725,9200,19112
29946,26285,717,452,Rutherford,5919,23310,5309,20524
12570,11152,266,184,Montgomery,3046,9258,2506,8462
22687,19405,327,198,Stokes,7805,14555,6893,12314
45600,40035,581,398,Wilson,13904,31115,11662,27975
25610,21966,449,326,Columbus,7241,17920,6194,15446
155646,133812,3180,1958,New hanover,51624,100842,46757,85097
44829,39812,398,244,Lincoln,17236,27195,14807,24761
25564,22069,474,301,Davie,7969,17121,7121,14647
9453,8435,173,94,Northampton,1529,7751,1300,7041
28706,25383,546,329,Halifax,5398,22762,4502,20552
61070,52928,1425,936,Robeson,15742,43903,13354,38638
26353,21242,6398,4335,Hoke,6911,13044,5747,11160
9632,8510,175,134,Yancey,1086,8371,898,7478
36296,32047,677,444,Lee,12041,23578,10758,20845
179879,155224,6701,4178,Buncombe,44913,128265,41728,109318
3432,3117,,,Hyde,176,3256,148,2969
26530,22556,828,488,Edgecombe,7338,18364,6223,15845
19623,15141,355,236,Transylvania,3418,15850,2932,11973
47206,41630,4800,2923,Chatham,13779,28627,12355,26352
238983,209126,7541,4977,Durham,59662,171780,55361,148788
2051,1787,,,Tyrrell,181,1870,142,1645
62480,55256,5053,3167,Moore,16948,40479,14962,37127
66418,58659,873,619,Randolph,22899,42646,20129,37911
66596,58740,3982,3093,Rowan,22310,40304,19667,35980
15699,12544,201,121,Ashe,3396,12102,2894,9529
71904,60137,1612,1028,Henderson,14847,55445,12713,46396
27758,24333,448,317,Vance,7679,19631,6625,17391
138068,124312,1293,704,Union,53644,83131,49814,73794
6439,5585,59,38,Washington,1821,4559,1575,3972
87039,75230,2022,1282,Davidson,26436,58581,23213,50735
39941,35699,5200,4544,Granville,10772,23969,9542,21613
33563,25948,211,91,Watauga,4758,28594,4067,21790
52287,46327,671,374,Cleveland,15659,35957,13520,32433
4909,4360,125,77,Gates,564,4220,482,3801
4283,3663,445,327,Graham,894,2944,730,2606
48192,42095,6943,4918,Carteret,13290,27959,11649,25528
105095,94069,1868,1188,Alamance,27929,75298,25159,67722
745476,651592,9163,5076,Mecklenburg,262734,473579,241123,405393
93751,82629,2836,1923,Brunswick,25335,65580,22649,58057
29492,26430,720,530,Stanly,7419,21353,6466,19434
6626,5661,20,12,Perquimans,1165,5441,957,4692
12781,10311,226,137,Madison,1381,11174,1243,8931
22939,19483,52,20,Pasquotank,5671,17216,4825,14638
89951,80891,1091,528,Catawba,32586,56274,28675,51688
34131,30102,330,207,Wilkes,10741,23060,9557,20338
40922,35279,333,186,Caldwell,11643,28946,9400,25693
15256,12331,3398,2319,Greene,2928,8930,2530,7482
48666,43404,569,355,Rockingham,15082,33015,13089,29960
22085,17636,519,322,Macon,3119,18447,2532,14782
112831,92523,,,Out o,717,112114,864,91659
845735,754976,11298,7129,Wake,279346,555091,259965,487882
11442,10370,152,119,Warren,2593,8697,2322,7929
345930,308786,5085,2894,Guilford,113603,227242,103880,202012
24114,19840,6814,4596,Bladen,4617,12683,3854,11390
231745,189165,91836,66312,Cumberland,59520,80389,51688,71165
8660,7284,192,90,Chowan,1782,6686,1635,5559
7450,6697,207,165,Pamlico,1282,5961,1009,5523
18351,16100,266,185,Scotland,5200,12885,4178,11737
120522,104467,3430,2004,Johnston,39330,77762,35091,67372
5581,5008,227,102,Clay,1043,4311,948,3958
13977,12381,686,460,Cherokee,2875,10416,2275,9646
11797,9923,222,134,Martin,2621,8954,2153,7636
116448,103242,1336,908,Orange,25898,89214,24734,77600
44194,38803,735,416,Burke,11564,31895,9893,28494
37729,34151,348,229,Surry,11954,25427,10667,23255
65087,56911,6519,4996,Wayne,20388,38180,17611,34304
9936,8291,169,77,Avery,1629,8138,1398,6816
102438,86561,2128,1272,Pitt,31920,68390,28257,57032
10956,9607,103,61,Bertie,2067,8786,1776,7770
12096,10676,83,36,Hertford,3455,8558,2980,7660
23352,20927,401,296,Person,6095,16856,5103,15528
11449,10230,201,96,Caswell,1757,9491,1406,8728
