First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12134,10846,185,109,Anson,2908,9041,2522,8215
13527,11154,978,589,Currituck,2189,10360,1776,8789
9452,7631,3932,2648,Swain,1291,4229,1088,3895
34286,29292,1454,951,Pender,10521,22311,8829,19512
7654,6346,117,75,Mitchell,1217,6320,910,5361
23115,19789,449,259,Richmond,5408,17258,4402,15128
37379,31519,1492,972,Haywood,8527,27360,7285,23262
119081,102299,1823,1066,Gaston,41898,75360,36985,64248
66918,58920,10003,7882,Craven,16176,40739,13799,37239
39343,34900,1258,713,Franklin,14037,24048,12395,21792
99855,88419,1978,1340,Iredell,41162,56715,36702,50377
19314,16936,173,122,Yadkin,5398,13743,4813,12001
27017,23215,623,416,Beaufort,5483,20911,4614,18185
63247,52716,7255,4771,Harnett,20321,35671,17188,30757
9327,8452,182,108,Polk,1830,7315,1651,6693
27938,23396,291,149,Dare,5864,21783,5270,17977
248255,206233,3906,2183,Forsyth,74584,169765,67529,136521
131614,108922,61756,49156,Onslow,30240,39618,25494,34272
5551,4851,515,321,Jones,1229,3807,1003,3527
56805,49253,922,636,Nash,19504,36379,17261,31356
25286,20406,4119,2796,Jackson,3647,17520,3120,14490
29310,24984,2092,1475,Duplin,8455,18763,7352,16157
6876,5325,54,26,Alleghany,1384,5438,1102,4197
246269,209285,43277,44765,Missing,97916,105076,88749,75771
126237,111830,3879,2272,Cabarrus,47466,74892,43286,66272
17351,15237,428,202,Alexander,2912,14011,2406,12629
6550,5197,1887,1195,Camden,862,3801,735,3267
25060,21566,557,351,Mcdowell,3362,21141,2659,18556
35091,29208,613,415,Sampson,8847,25631,7543,21250
32482,28222,435,292,Lenoir,10421,21626,8998,18932
29757,26027,712,451,Rutherford,5822,23223,5167,20409
12492,11039,262,183,Montgomery,2988,9242,2432,8424
22556,19219,325,197,Stokes,7731,14500,6759,12263
25614,21790,448,312,Columbus,7180,17986,6018,15460
45208,39365,575,386,Wilson,13660,30973,11227,27752
154886,132620,3142,1928,New hanover,51114,100630,45854,84838
44577,39426,397,243,Lincoln,17067,27113,14516,24667
25423,21874,470,299,Davie,7893,17060,6996,14579
9447,8384,171,83,Northampton,1516,7760,1267,7034
28478,25001,542,328,Halifax,5311,22625,4373,20300
25956,20639,6269,4165,Hoke,6764,12923,5521,10953
60548,52077,1419,904,Robeson,15464,43665,12919,38254
9574,8437,175,133,Yancey,1051,8348,864,7440
35981,31577,669,442,Lee,11828,23484,10466,20669
179674,154483,6673,4160,Buncombe,44606,128395,41168,109155
3420,3102,,,Hyde,176,3244,148,2954
26101,22041,814,473,Edgecombe,7230,18057,6045,15523
19556,15039,354,236,Transylvania,3394,15808,2887,11916
47098,41297,4718,2782,Chatham,13792,28588,12221,26294
237530,206727,7469,4948,Durham,58896,171165,53965,147814
2046,1776,,,Tyrrell,177,1869,135,1641
62252,54861,4973,3050,Moore,16802,40477,14705,37106
65881,57812,867,618,Randolph,22550,42464,19496,37698
66130,58186,3963,3067,Rowan,21962,40205,19155,35964
15424,12396,199,120,Ashe,3345,11880,2871,9405
71495,59590,1603,1024,Henderson,14663,55229,12453,46113
27441,23973,443,317,Vance,7558,19440,6471,17185
137089,122770,1276,701,Union,52894,82919,48544,73525
6398,5541,56,38,Washington,1807,4535,1560,3943
86427,74333,2003,1263,Davidson,26110,58314,22651,50419
39609,35299,5101,4499,Granville,10663,23845,9330,21470
33453,25755,208,89,Watauga,4698,28547,3994,21672
51911,45808,666,372,Cleveland,15497,35748,13262,32174
4270,3643,439,324,Graham,888,2943,723,2596
4878,4295,117,66,Gates,557,4204,471,3758
47720,41458,6678,4638,Carteret,13139,27903,11393,25427
104223,92770,1845,1171,Alamance,27406,74972,24300,67299
739418,642543,9075,5037,Mecklenburg,258926,471417,235029,402477
93289,81989,2807,1911,Brunswick,25000,65482,22164,57914
29251,26101,718,530,Stanly,7316,21217,6299,19272
6590,5602,19,12,Perquimans,1149,5422,935,4655
12726,10223,225,137,Madison,1361,11140,1211,8875
22742,19107,49,17,Pasquotank,5573,17120,4646,14444
33919,29849,326,207,Wilkes,10603,22990,9367,20275
89299,79808,1070,520,Catawba,32166,56063,27860,51428
40633,34928,331,185,Caldwell,11470,28832,9181,25562
15147,12088,3370,2248,Greene,2892,8885,2443,7397
48366,42864,565,352,Rockingham,14862,32939,12675,29837
22032,17535,518,322,Macon,3104,18410,2498,14715
111499,91008,,,Out o,,111499,,91008
840408,746837,11200,7059,Wake,275990,553218,254602,485176
11380,10278,151,117,Warren,2571,8658,2281,7880
342915,304235,5016,2849,Guilford,111573,226326,100295,201091
23827,19393,6650,4342,Bladen,4577,12600,3748,11303
229571,184460,91554,64362,Cumberland,58153,79864,49659,70439
8628,7204,185,83,Chowan,1772,6671,1606,5515
7613,6843,203,160,Pamlico,1265,6145,988,5695
18286,15963,264,183,Scotland,5168,12854,4136,11644
119552,102838,3364,1938,Johnston,38710,77478,33927,66973
5548,4974,224,102,Clay,1024,4300,939,3933
13922,12304,684,458,Cherokee,2834,10404,2238,9608
11740,9840,217,134,Martin,2562,8961,2069,7637
115873,102340,1339,896,Orange,25432,89102,24054,77390
43760,38366,740,410,Burke,11421,31599,9662,28294
64642,56008,6568,4895,Wayne,20053,38021,17049,34064
37862,34098,345,229,Surry,11890,25627,10477,23392
9859,8232,165,76,Avery,1593,8101,1363,6793
101669,85124,2097,1263,Pitt,31476,68096,27341,56520
10912,9454,102,59,Bertie,2037,8773,1734,7661
11999,10513,77,33,Hertford,3394,8528,2890,7590
23182,20665,397,292,Person,5998,16787,4920,15453
11396,10145,199,85,Caswell,1732,9465,1364,8696
