First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
12446,11157,223,119,Anson,3074,9149,2694,8344
13719,11375,1065,642,Currituck,2237,10417,1842,8891
34895,29839,1514,974,Pender,10872,22509,9203,19662
9604,7837,4098,2887,Swain,1330,4176,1138,3812
7833,6500,124,75,Mitchell,1285,6424,954,5471
23710,20393,510,294,Richmond,5627,17573,4649,15450
121553,105159,1978,1120,Gaston,43224,76351,38749,65290
37967,32061,1585,1001,Haywood,8692,27690,7470,23590
68415,60397,10065,7907,Craven,16719,41631,14412,38078
40491,36028,1397,770,Franklin,14498,24596,12967,22291
102042,90683,2109,1405,Iredell,42572,57361,38424,50854
19695,17342,187,127,Yadkin,5590,13918,5081,12134
64201,54131,7317,4964,Harnett,21110,35774,18286,30881
27579,23850,704,441,Beaufort,5736,21139,4916,18493
9171,8277,209,118,Polk,1876,7086,1703,6456
28345,23799,370,161,Dare,6041,21934,5481,18157
255975,212994,4188,2329,Forsyth,77207,174580,70869,139796
133122,110398,61040,48288,Onslow,31504,40578,27065,35045
5749,5040,568,366,Jones,1287,3894,1062,3612
57894,50509,996,660,Nash,20239,36659,18191,31658
25692,20881,4254,3024,Jackson,3822,17616,3291,14566
29920,25723,2241,1603,Duplin,8742,18937,7740,16380
6982,5487,67,26,Alleghany,1417,5498,1150,4311
286925,229249,39787,43490,Missing,95872,151266,89754,96005
129690,115352,4159,2415,Cabarrus,49229,76302,45434,67503
17852,15836,468,235,Alexander,3055,14329,2576,13025
6798,5320,2040,1213,Camden,900,3858,778,3329
25454,22019,615,365,Mcdowell,3457,21382,2786,18868
35938,30168,655,438,Sampson,9149,26134,7953,21777
33260,29070,482,305,Lenoir,10846,21932,9447,19318
30370,26644,750,455,Rutherford,6030,23590,5406,20783
12754,11274,294,197,Montgomery,3125,9335,2562,8515
22979,19701,348,206,Stokes,7920,14711,7010,12485
46402,40822,645,413,Wilson,14302,31455,12088,28321
25729,22101,470,340,Columbus,7382,17877,6358,15403
45300,40272,414,249,Lincoln,17524,27362,15122,24901
157659,135329,3374,2057,New hanover,52502,101783,47571,85701
25952,22426,518,317,Davie,8080,17354,7244,14865
9376,8342,191,97,Northampton,1560,7625,1326,6919
28943,25586,580,356,Halifax,5491,22872,4586,20644
62183,53949,1525,971,Robeson,16202,44456,13814,39164
26715,21601,6339,4310,Hoke,7131,13245,5962,11329
9721,8591,179,134,Yancey,1105,8437,917,7540
37016,32646,716,464,Lee,12312,23988,11049,21133
183227,156858,7293,4251,Buncombe,45429,130505,42215,110392
3490,3172,11,,Hyde,180,3299,154,3018
26883,22811,910,533,Edgecombe,7570,18403,6432,15846
19845,15380,386,250,Transylvania,3488,15971,2982,12148
47719,41902,4957,3011,Chatham,13991,28771,12579,26312
245890,213392,8081,5185,Durham,61022,176787,56690,151517
2076,1812,,,Tyrrell,183,1893,143,1669
63250,55965,5010,3187,Moore,17236,41004,15237,37541
67322,59492,941,638,Randolph,23402,42979,20680,38174
67272,59197,4218,3163,Rowan,22842,40212,20248,35786
16115,12858,228,131,Ashe,3466,12421,2937,9790
72839,60930,1746,1036,Henderson,15072,56021,12899,46995
28353,24926,485,338,Vance,7824,20044,6773,17815
139093,125177,1399,753,Union,54798,82896,50964,73460
6553,5674,64,40,Washington,1855,4634,1600,4034
88245,76235,2186,1340,Davidson,26879,59180,23702,51193
40571,36162,5452,4691,Granville,10936,24183,9728,21743
33359,25928,223,99,Watauga,4819,28317,4137,21692
52949,46932,711,388,Cleveland,15966,36272,13818,32726
4976,4399,146,67,Gates,583,4247,493,3839
4294,3679,451,335,Graham,908,2935,743,2601
48695,42483,7089,4937,Carteret,13520,28086,11905,25641
106874,95534,2022,1262,Alamance,28573,76279,25811,68461
755653,659704,9762,5403,Mecklenburg,268414,477477,246946,407355
94728,83436,2982,1999,Brunswick,25765,65981,23052,58385
30026,26941,754,543,Stanly,7582,21690,6631,19767
6671,5696,20,12,Perquimans,1196,5455,980,4704
12875,10379,233,138,Madison,1400,11242,1255,8986
23178,19787,52,21,Pasquotank,5795,17331,4951,14815
91270,81934,1170,547,Catawba,33214,56886,29271,52116
41420,35702,342,187,Caldwell,11901,29177,9628,25887
34521,30405,375,228,Wilkes,10959,23187,9759,20418
15496,12743,3398,2472,Greene,3015,9083,2612,7659
49235,43922,617,378,Rockingham,15448,33170,13443,30101
22183,17743,532,326,Macon,3190,18461,2591,14826
121284,99419,,,Out o,804,120480,977,98442
862787,766372,11987,7525,Wake,284831,565969,265620,493227
11614,10497,163,121,Warren,2662,8789,2386,7990
351773,314102,5509,3057,Guilford,116604,229660,107101,203944
24191,19970,6670,4495,Bladen,4710,12811,3938,11537
233317,190996,90330,65001,Cumberland,61188,81799,53512,72483
8812,7403,241,93,Chowan,1829,6742,1674,5636
7423,6645,234,171,Pamlico,1309,5880,1028,5446
18710,16275,295,190,Scotland,5372,13043,4320,11765
122470,106152,3655,2090,Johnston,40294,78521,36104,67958
5649,5054,251,113,Clay,1051,4347,952,3989
11821,9969,244,157,Martin,2687,8890,2225,7587
14120,12488,709,469,Cherokee,2910,10501,2307,9712
119151,104976,1453,920,Orange,26433,91265,25205,78851
44711,39143,803,431,Burke,11828,32080,10143,28569
38308,34502,396,244,Surry,12130,25782,10854,23404
66241,57908,6681,5055,Wayne,20975,38585,18190,34663
10115,8486,191,93,Avery,1655,8269,1425,6968
103927,87981,2245,1359,Pitt,32693,68989,29130,57492
11004,9656,131,66,Bertie,2132,8741,1831,7759
12268,10837,93,41,Hertford,3574,8601,3070,7726
23658,21163,438,300,Person,6238,16982,5228,15635
11562,10335,230,109,Caswell,1782,9550,1432,8794
