First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
27357,23873,442,316,Vance,7547,19368,6448,17109
136945,122521,1271,699,Union,52847,82827,48419,73403
6382,5493,56,38,Washington,1803,4523,1552,3903
86229,74061,1998,1260,Davidson,26066,58165,22573,50228
39549,35226,5089,4493,Granville,10650,23810,9309,21424
33430,25727,207,89,Watauga,4695,28528,3988,21650
51815,45666,661,372,Cleveland,15479,35675,13225,32069
4263,3625,436,310,Graham,888,2939,722,2593
4863,4273,116,66,Gates,556,4191,470,3737
47634,41361,6635,4609,Carteret,13126,27873,11365,25387
104081,92505,1834,1171,Alamance,27376,74871,24247,67087
738142,640706,9041,5022,Mecklenburg,258543,470558,234320,401364
93168,81828,2796,1911,Brunswick,24977,65395,22110,57807
29205,26013,717,529,Stanly,7312,21176,6276,19208
6584,5581,19,12,Perquimans,1149,5416,933,4636
12713,10201,225,136,Madison,1361,11127,1210,8855
22705,19013,48,17,Pasquotank,5568,17089,4635,14361
89153,79639,1063,518,Catawba,32126,55964,27814,51307
40557,34842,329,184,Caldwell,11460,28768,9150,25508
33839,29781,321,207,Wilkes,10578,22940,9344,20230
15087,11997,3354,2231,Greene,2885,8848,2411,7355
48280,42735,560,352,Rockingham,14834,32886,12638,29745
21999,17498,515,321,Macon,3101,18383,2490,14687
111216,90678,,,Out o,,111216,,90678
838908,744676,11162,7047,Wake,275652,552094,254007,483622
11361,10239,151,117,Warren,2565,8645,2269,7853
342300,303428,4977,2838,Guilford,111330,225993,99917,200673
23754,19326,6616,4322,Bladen,4569,12569,3727,11277
228904,183849,91282,64247,Cumberland,57988,79634,49482,70120
8609,7175,181,83,Chowan,1771,6657,1597,5495
7601,6822,203,160,Pamlico,1264,6134,987,5675
18158,15817,262,183,Scotland,5158,12738,4114,11520
119338,102530,3349,1929,Johnston,38635,77354,33830,66771
5541,4968,220,99,Clay,1023,4298,938,3931
13911,12271,683,457,Cherokee,2834,10394,2231,9583
11731,9811,216,134,Martin,2559,8956,2067,7610
115771,102139,1335,896,Orange,25408,89028,24002,77241
43702,38303,738,409,Burke,11411,31553,9655,28239
64484,55790,6551,4885,Wayne,19999,37934,16976,33929
37936,34110,343,229,Surry,11872,25721,10443,23438
9857,8229,165,76,Avery,1593,8099,1362,6791
101387,84815,2087,1259,Pitt,31377,67923,27226,56330
10898,9391,102,59,Bertie,2033,8763,1718,7614
11966,10458,77,33,Hertford,3381,8508,2878,7547
23137,20607,395,292,Person,5986,16756,4902,15413
11377,10121,198,85,Caswell,1727,9452,1361,8675
