First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13629,11343,1026,652,Currituck,2215,10388,1830,8861
12290,11022,193,109,Anson,2996,9101,2624,8289
34562,29638,1490,990,Pender,10692,22380,9059,19589
9446,7686,3986,2729,Swain,1318,4142,1130,3827
7738,6423,117,75,Mitchell,1268,6353,943,5405
23311,20082,459,261,Richmond,5496,17356,4546,15275
37589,31786,1509,978,Haywood,8607,27473,7385,23423
120129,103947,1861,1079,Gaston,42465,75803,38018,64850
67624,59878,10112,8102,Craven,16422,41090,14174,37602
39776,35519,1297,726,Franklin,14277,24202,12812,21981
100758,89858,1998,1352,Iredell,41842,56918,37782,50724
19478,17179,176,122,Yadkin,5483,13819,4980,12077
27246,23550,641,425,Beaufort,5597,21008,4792,18333
63883,53795,7424,4976,Harnett,20678,35781,17849,30970
9334,8481,183,108,Polk,1856,7295,1686,6687
28118,23634,301,160,Dare,5975,21842,5411,18063
251765,209879,3948,2207,Forsyth,75714,172103,69559,138113
133074,111234,62303,50160,Onslow,30856,39915,26460,34614
5640,4943,546,339,Jones,1254,3840,1038,3566
57334,50078,931,640,Nash,19814,36589,17793,31645
25452,20624,4163,2857,Jackson,3750,17539,3228,14539
29600,25400,2185,1577,Duplin,8588,18827,7562,16261
6944,5453,55,26,Alleghany,1401,5488,1135,4292
262306,217545,42131,43393,Missing,94510,125665,88901,85251
127422,113711,3942,2310,Cabarrus,48324,75156,44594,66807
6638,5329,1926,1260,Camden,884,3828,766,3303
17536,15526,439,209,Alexander,2989,14108,2532,12785
25167,21792,563,351,Mcdowell,3393,21211,2743,18698
35347,29679,632,416,Sampson,9000,25715,7820,21443
32792,28698,446,295,Lenoir,10574,21772,9249,19154
29982,26324,718,452,Rutherford,5944,23320,5331,20541
12601,11183,268,184,Montgomery,3056,9277,2523,8476
22732,19464,328,199,Stokes,7819,14585,6918,12347
45723,40193,588,398,Wilson,13975,31160,11741,28054
25539,21909,451,328,Columbus,7266,17822,6234,15347
155862,134036,3194,1960,New hanover,51726,100942,46913,85163
44883,39898,400,245,Lincoln,17271,27212,14865,24788
25603,22123,477,302,Davie,7982,17144,7144,14677
9437,8424,174,94,Northampton,1533,7730,1306,7024
28752,25436,546,330,Halifax,5417,22789,4522,20584
61269,53224,1434,938,Robeson,15815,44020,13454,38832
26455,21345,6432,4354,Hoke,6948,13075,5795,11196
9643,8530,175,134,Yancey,1089,8379,900,7496
36409,32173,681,444,Lee,12093,23635,10813,20916
180086,155483,6715,4181,Buncombe,44975,128396,41814,109488
3435,3120,,,Hyde,176,3259,150,2970
26596,22643,836,488,Edgecombe,7373,18387,6277,15878
19650,15166,355,236,Transylvania,3426,15869,2934,11996
47244,41688,4820,2926,Chatham,13798,28626,12401,26361
239947,209825,7603,4981,Durham,59824,172520,55590,149254
2056,1791,,,Tyrrell,181,1875,142,1649
62544,55321,5075,3180,Moore,16993,40476,15016,37125
66557,58844,879,621,Randolph,22977,42701,20247,37976
66819,59031,3997,3100,Rowan,22392,40430,19808,36123
15795,12599,201,121,Ashe,3404,12190,2905,9573
71998,60272,1614,1028,Henderson,14879,55505,12750,46494
27858,24486,450,318,Vance,7712,19696,6666,17502
138311,124636,1306,704,Union,53803,83202,50048,73884
6458,5611,59,38,Washington,1827,4572,1583,3990
87216,75461,2030,1286,Davidson,26500,58686,23311,50864
40088,35810,5248,4579,Granville,10803,24037,9587,21644
33552,25986,213,91,Watauga,4771,28568,4083,21812
52429,46499,672,374,Cleveland,15718,36039,13583,32542
4285,3670,445,330,Graham,898,2942,732,2608
4917,4368,125,78,Gates,571,4221,484,3806
48259,42171,6970,4932,Carteret,13326,27963,11703,25536
105360,94437,1903,1192,Alamance,28036,75421,25329,67916
747203,653685,9225,5098,Mecklenburg,263551,474427,242301,406286
93898,82770,2845,1926,Brunswick,25388,65665,22731,58113
