First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13622,11335,1026,651,Currituck,2212,10384,1830,8854
12282,11018,192,109,Anson,2992,9098,2621,8288
9434,7678,3974,2723,Swain,1316,4144,1129,3826
34539,29615,1483,988,Pender,10680,22376,9041,19586
7738,6420,117,75,Mitchell,1266,6355,940,5405
23302,20064,459,261,Richmond,5490,17353,4539,15264
37575,31772,1507,977,Haywood,8605,27463,7377,23418
120039,103834,1855,1079,Gaston,42433,75751,37966,64789
67574,59825,10106,8099,Craven,16402,41066,14155,37571
39736,35478,1292,725,Franklin,14262,24182,12795,21958
100699,89784,1993,1351,Iredell,41798,56908,37728,50705
19474,17169,176,122,Yadkin,5482,13816,4974,12073
27225,23527,640,425,Beaufort,5593,20992,4779,18323
63875,53801,7407,4968,Harnett,20656,35812,17825,31008
9348,8494,183,108,Polk,1857,7308,1684,6702
28110,23616,301,160,Dare,5974,21835,5406,18050
251596,209690,3939,2207,Forsyth,75650,172007,69471,138012
132978,111134,62261,50139,Onslow,30824,39893,26418,34577
5637,4939,546,339,Jones,1253,3838,1035,3565
57308,50038,929,640,Nash,19790,36589,17762,31636
25459,20630,4159,2854,Jackson,3748,17552,3227,14549
29573,25374,2184,1570,Duplin,8580,18809,7558,16246
6942,5446,55,26,Alleghany,1401,5486,1132,4288
259685,216702,42101,43374,Missing,94431,123153,88782,84546
127298,113558,3936,2306,Cabarrus,48281,75081,44553,66699
17503,15505,435,209,Alexander,2989,14079,2530,12766
6635,5326,1925,1259,Camden,884,3826,766,3301
25162,21776,561,351,Mcdowell,3391,21210,2736,18689
35326,29638,632,414,Sampson,8990,25704,7810,21414
32773,28664,445,295,Lenoir,10570,21758,9231,19138
29967,26306,718,452,Rutherford,5940,23309,5323,20531
12606,11177,267,184,Montgomery,3055,9284,2518,8475
22726,19451,328,198,Stokes,7818,14580,6907,12346
25529,21893,451,328,Columbus,7262,17816,6224,15341
45672,40153,586,398,Wilson,13948,31138,11723,28032
155785,133968,3191,1960,New hanover,51686,100908,46863,85145
44870,39887,399,245,Lincoln,17257,27214,14849,24793
25595,22117,476,301,Davie,7979,17140,7138,14678
9430,8411,174,94,Northampton,1532,7724,1301,7016
28734,25414,546,329,Halifax,5412,22776,4518,20567
61217,53171,1427,938,Robeson,15792,43998,13432,38801
26427,21316,6414,4348,Hoke,6940,13073,5779,11189
9637,8522,175,134,Yancey,1088,8374,900,7488
36380,32144,677,444,Lee,12078,23625,10799,20901
180071,155431,6709,4180,Buncombe,44963,128399,41782,109469
3436,3121,,,Hyde,176,3260,150,2971
26575,22622,832,488,Edgecombe,7362,18381,6261,15873
19634,15152,355,236,Transylvania,3423,15856,2933,11983
47251,41689,4808,2925,Chatham,13796,28647,12380,26384
239655,209597,7564,4979,Durham,59772,172319,55524,149094
2055,1789,,,Tyrrell,181,1874,142,1647
62525,55295,5059,3173,Moore,16986,40480,14993,37129
66512,58777,877,621,Randolph,22955,42680,20206,37950
66770,58963,3990,3095,Rowan,22368,40412,19761,36107
15781,12586,201,121,Ashe,3402,12178,2903,9562
71964,60227,1613,1028,Henderson,14871,55480,12735,46464
27823,24440,448,317,Vance,7704,19671,6661,17462
138225,124540,1301,704,Union,53754,83170,49982,73854
6454,5602,59,38,Washington,1825,4570,1579,3985
87201,75412,2029,1286,Davidson,26485,58687,23273,50853
40017,35784,5205,4545,Granville,10794,24018,9576,21663
33582,25997,212,91,Watauga,4769,28601,4080,21826
52390,46443,671,374,Cleveland,15695,36024,13560,32509
4284,3668,445,329,Graham,897,2942,732,2607
4916,4366,125,78,Gates,570,4221,483,3805
48237,42144,6963,4928,Carteret,13311,27963,11681,25535
105262,94341,1877,1192,Alamance,27996,75389,25275,67874
746751,653066,9203,5085,Mecklenburg,263317,474231,241939,406042
93834,82716,2841,1925,Brunswick,25367,65626,22697,58094
29548,26504,722,531,Stanly,7442,21384,6495,19478
6633,5672,20,12,Perquimans,1171,5442,960,4700
12793,10325,226,137,Madison,1381,11186,1243,8945
22963,19543,52,20,Pasquotank,5678,17233,4839,14684
90067,81025,1094,528,Catawba,32651,56322,28756,51741
34183,30157,332,207,Wilkes,10758,23093,9586,20364
40973,35352,333,186,Caldwell,11668,28972,9435,25731
