First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13719,11400,1090,675,Currituck,2227,10402,1840,8885
12395,11139,214,116,Anson,3054,9127,2689,8334
9511,7784,4055,2842,Swain,1326,4130,1132,3810
34777,29798,1537,1000,Pender,10808,22432,9174,19624
7803,6484,123,75,Mitchell,1279,6401,954,5455
23569,20313,496,280,Richmond,5579,17494,4633,15400
37819,31989,1574,986,Haywood,8660,27585,7444,23559
121085,104784,1961,1095,Gaston,43029,76095,38587,65102
68321,60475,10246,8149,Craven,16632,41443,14370,37956
40265,35875,1389,736,Franklin,14417,24459,12934,22205
101670,90483,2082,1381,Iredell,42358,57230,38279,50823
19619,17286,184,125,Yadkin,5559,13876,5053,12108
27482,23774,678,432,Beaufort,5700,21104,4881,18461
64273,54141,7620,5069,Harnett,20998,35655,18204,30868
9185,8315,204,119,Polk,1868,7113,1700,6496
28262,23770,353,171,Dare,6021,21888,5460,18139
254350,212127,4155,2264,Forsyth,76788,173407,70573,139290
134507,112319,62797,50424,Onslow,31330,40380,26941,34954
5722,4997,569,344,Jones,1279,3874,1054,3599
57636,50380,968,654,Nash,20117,36551,18114,31612
25562,20811,4209,2965,Jackson,3792,17561,3282,14564
29845,25657,2237,1594,Duplin,8706,18902,7712,16351
6973,5474,65,26,Alleghany,1414,5494,1145,4303
284611,227215,42130,43419,Missing,95032,147449,89401,94395
128851,114805,4128,2348,Cabarrus,48999,75724,45222,67235
17757,15754,459,218,Alexander,3025,14273,2564,12972
6782,5373,2037,1276,Camden,895,3850,776,3321
25371,21941,600,361,Mcdowell,3446,21325,2780,18800
35818,30060,657,424,Sampson,9112,26049,7935,21701
33101,28983,469,300,Lenoir,10753,21879,9408,19275
30276,26565,743,453,Rutherford,6001,23532,5390,20722
12688,11244,284,185,Montgomery,3094,9310,2556,8503
22918,19650,343,204,Stokes,7887,14688,6993,12453
25650,22049,460,336,Columbus,7339,17851,6330,15383
46179,40675,626,411,Wilson,14204,31349,12006,28258
45136,40155,411,249,Lincoln,17466,27259,15067,24839
157049,134925,3335,1989,New hanover,52261,101453,47428,85508
25817,22338,507,309,Davie,8039,17271,7225,14804
9380,8366,186,97,Northampton,1549,7645,1323,6946
28879,25567,567,348,Halifax,5460,22852,4577,20642
61882,53744,1511,954,Robeson,16107,44264,13736,39054
26884,21624,6610,4422,Hoke,7104,13170,5926,11276
9695,8584,179,134,Yancey,1103,8413,914,7536
36780,32508,708,454,Lee,12250,23822,10992,21062
182093,156268,7245,4210,Buncombe,45302,129546,42119,109939
3477,3163,11,,Hyde,177,3289,153,3010
26789,22747,901,504,Edgecombe,7500,18388,6393,15850
19785,15333,374,238,Transylvania,3472,15939,2974,12121
47592,41711,5102,2988,Chatham,13935,28555,12540,26183
243028,211757,7987,5060,Durham,60651,174390,56404,150293
2071,1811,,,Tyrrell,183,1888,143,1668
63088,55768,5215,3233,Moore,17156,40717,15198,37337
67084,59302,928,628,Randolph,23313,42843,20579,38095
67016,59113,4133,3124,Rowan,22729,40154,20163,35826
16008,12792,214,121,Ashe,3440,12354,2935,9736
72572,60771,1732,1031,Henderson,15004,55836,12867,46873
28198,24831,474,334,Vance,7782,19942,6749,17748
138751,125069,1381,719,Union,54528,82842,50781,73569
6522,5659,63,40,Washington,1841,4618,1595,4024
87923,76021,2148,1306,Davidson,26806,58969,23606,51109
40338,36033,5398,4666,Granville,10900,24040,9699,21668
33388,25915,221,92,Watauga,4801,28366,4125,21698
52819,46840,701,381,Cleveland,15906,36212,13766,32693
4960,4407,138,78,Gates,578,4244,492,3837
4290,3674,450,333,Graham,905,2935,742,2599
48696,42482,7148,4990,Carteret,13484,28064,11863,25629
106317,95314,2001,1221,Alamance,28422,75894,25727,68366
752304,658082,9661,5236,Mecklenburg,266958,475685,245912,406934
94525,83254,3009,1957,Brunswick,25652,65864,22996,58301
29904,26860,746,534,Stanly,7545,21613,6610,19716
6649,5691,20,12,Perquimans,1186,5443,979,4700
12831,10349,233,137,Madison,1395,11203,1253,8959
23114,19746,52,21,Pasquotank,5769,17293,4931,14794
90830,81743,1140,534,Catawba,33021,56669,29177,52032
41295,35618,341,187,Caldwell,11834,29120,9596,25835
34382,30318,355,218,Wilkes,10902,23125,9725,20375
15519,12571,3486,2356,Greene,2997,9036,2591,7624
49035,43841,595,371,Rockingham,15342,33098,13405,30065
22150,17745,528,334,Macon,3165,18457,2584,14827
118638,97619,,,Out o,771,117867,943,96676
855262,763180,11821,7306,Wake,283334,560107,264554,491320
11543,10466,160,120,Warren,2642,8741,2368,7978
349967,313016,5396,2983,Guilford,115879,228692,106567,203466
24509,20113,7045,4681,Bladen,4690,12774,3926,11506
235619,192505,93364,67033,Cumberland,60824,81431,53235,72237
8781,7387,234,91,Chowan,1818,6729,1667,5629
7414,6647,223,168,Pamlico,1303,5888,1024,5455
18605,16219,284,193,Scotland,5314,13007,4305,11721
121912,105781,3634,2047,Johnston,40107,78171,35955,67779
5626,5036,243,106,Clay,1048,4335,949,3981
11803,9966,238,146,Martin,2672,8893,2217,7603
14076,12464,705,464,Cherokee,2901,10470,2305,9695
118043,104413,1426,922,Orange,26245,90372,25070,78421
44518,39055,780,421,Burke,11767,31971,10106,28528
38163,34469,378,237,Surry,12068,25717,10833,23399
65916,57806,6645,5069,Wayne,20824,38447,18120,34617
10088,8460,183,83,Avery,1651,8254,1424,6953
103438,87627,2237,1307,Pitt,32522,68679,28966,57354
10983,9641,123,63,Bertie,2118,8742,1820,7758
12217,10806,88,39,Hertford,3537,8592,3051,7716
23555,21128,429,299,Person,6198,16928,5209,15620
11506,10298,219,103,Caswell,1775,9512,1427,8768
