First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13455,11088,945,581,Currituck,2183,10327,1756,8751
12096,10750,180,99,Anson,2900,9016,2517,8134
9186,7396,3685,2456,Swain,1283,4218,1074,3866
34232,29147,1421,943,Pender,10501,22310,8785,19419
7630,6310,117,75,Mitchell,1214,6299,910,5325
22996,19627,444,257,Richmond,5377,17175,4345,15025
37241,31347,1472,965,Haywood,8499,27270,7252,23130
119052,101697,1797,1060,Gaston,41735,75520,36718,63919
66690,58468,9934,7848,Craven,16107,40649,13682,36938
39209,34670,1232,707,Franklin,13996,23981,12305,21658
99913,87997,1958,1334,Iredell,41050,56905,36480,50183
19239,16808,171,119,Yadkin,5378,13690,4777,11912
26901,23066,619,413,Beaufort,5467,20815,4572,18081
62920,52309,7086,4697,Harnett,20201,35633,17013,30599
9339,8455,180,108,Polk,1830,7329,1651,6696
27873,23261,282,148,Dare,5849,21742,5227,17886
247445,204491,3860,2162,Forsyth,74308,169277,67070,135259
130759,108099,61280,48896,Onslow,30037,39442,25196,34007
5514,4795,498,318,Jones,1225,3791,997,3480
56534,48864,915,632,Nash,19389,36230,17066,31166
25008,20180,3896,2657,Jackson,3629,17483,3097,14426
29184,24775,2050,1458,Duplin,8424,18710,7283,16034
6821,5293,49,26,Alleghany,1374,5398,1099,4168
242250,205710,43168,44702,Missing,97737,101345,88498,72510
125666,110966,3803,2262,Cabarrus,47282,74581,42979,65725
6483,5155,1836,1184,Camden,861,3786,731,3240
17291,15127,422,198,Alexander,2907,13962,2392,12537
24961,21454,549,351,Mcdowell,3361,21051,2654,18449
34886,28939,606,414,Sampson,8801,25479,7464,21061
32328,27977,429,290,Lenoir,10366,21533,8891,18796
29728,25943,706,451,Rutherford,5811,23211,5145,20347
12441,10998,258,182,Montgomery,2979,9204,2423,8393
22504,19115,319,194,Stokes,7717,14468,6727,12194
44842,38909,566,386,Wilson,13573,30703,11101,27422
25510,21609,443,310,Columbus,7131,17936,5913,15386
154857,132006,3095,1918,New hanover,50969,100793,45619,84469
44514,39248,392,242,Lincoln,17004,27118,14446,24560
25338,21716,462,294,Davie,7855,17021,6948,14474
9408,8326,170,83,Northampton,1512,7726,1261,6982
28334,24837,535,327,Halifax,5282,22517,4322,20188
60223,51612,1387,892,Robeson,15380,43456,12761,37959
25696,20361,6142,4108,Hoke,6733,12821,5483,10770
9551,8391,175,132,Yancey,1051,8325,864,7395
35799,31275,663,440,Lee,11754,23382,10344,20491
179182,153724,6622,4150,Buncombe,44541,128019,41063,108511
3410,3052,,,Hyde,176,3234,148,2904
25938,21819,792,468,Edgecombe,7181,17965,5966,15385
19501,14925,351,236,Transylvania,3392,15758,2873,11816
46898,41060,4604,2750,Chatham,13766,28528,12178,26132
237404,205220,7382,4933,Durham,58653,171369,53569,146718
2047,1767,,,Tyrrell,177,1870,135,1632
62560,54632,4842,3024,Moore,16719,40999,14535,37073
65636,57359,857,615,Randolph,22474,42305,19359,37385
65909,57749,3937,3057,Rowan,21859,40113,18973,35719
15339,12330,193,120,Ashe,3336,11810,2867,9343
71241,59262,1592,1022,Henderson,14639,55010,12410,45830
27245,23714,430,316,Vance,7524,19291,6407,16991
137196,122256,1255,695,Union,52762,83179,48243,73318
6355,5452,56,38,Washington,1801,4498,1542,3872
85995,73752,1967,1255,Davidson,25990,58038,22461,50036
39454,35082,5035,4462,Granville,10633,23786,9264,21356
33365,25608,207,88,Watauga,4687,28471,3976,21544
51704,45472,657,369,Cleveland,15433,35614,13181,31922
4238,3617,416,307,Graham,886,2936,721,2589
4840,4240,114,64,Gates,553,4173,467,3709
47701,41234,6566,4575,Carteret,13103,28032,11322,25337
104097,92143,1805,1167,Alamance,27307,74985,24111,66865
738717,638104,8960,5010,Mecklenburg,257886,471871,233369,399725
93323,81630,2757,1906,Brunswick,24906,65660,22003,57721
29146,25921,716,529,Stanly,7292,21138,6246,19146
6576,5569,19,12,Perquimans,1148,5409,928,4629
12696,10170,225,136,Madison,1360,11111,1210,8824
22640,18903,44,15,Pasquotank,5557,17039,4612,14276
40449,34686,328,184,Caldwell,11430,28691,9074,25428
89062,79419,1046,517,Catawba,32046,55970,27698,51204
33785,29686,316,207,Wilkes,10563,22906,9299,20180
14987,11904,3313,2212,Greene,2875,8799,2394,7298
48150,42529,548,352,Rockingham,14784,32818,12556,29621
114370,90258,,,Out o,,114370,,90258
21958,17483,511,319,Macon,3092,18355,2490,14674
840767,741851,11072,7031,Wake,274994,554701,252998,481822
11314,10183,149,117,Warren,2550,8615,2256,7810
342504,302294,4938,2829,Guilford,110899,226667,99352,200113
23624,19230,6530,4305,Bladen,4554,12540,3700,11225
228150,183120,90906,64080,Cumberland,57806,79438,49219,69821
8581,7136,176,82,Chowan,1766,6639,1586,5468
7590,6807,201,158,Pamlico,1261,6128,981,5668
18123,15754,262,182,Scotland,5146,12715,4074,11498
119014,102066,3292,1922,Johnston,38523,77199,33670,66474
5526,4948,212,99,Clay,1023,4291,936,3913
13891,12236,674,454,Cherokee,2829,10388,2218,9564
11753,9833,212,134,Martin,2549,8992,2052,7647
116326,101893,1329,895,Orange,25358,89639,23924,77074
43585,38189,730,407,Burke,11392,31463,9623,28159
37900,34018,338,229,Surry,11837,25725,10410,23379
64315,55507,6515,4863,Wayne,19923,37877,16842,33802
9845,8212,162,75,Avery,1592,8091,1361,6776
101038,84441,2074,1252,Pitt,31260,67704,27082,56107
10874,9352,98,59,Bertie,2025,8751,1708,7585
11938,10423,75,33,Hertford,3365,8498,2867,7523
23096,20513,392,292,Person,5968,16736,4860,15361
11342,10097,189,84,Caswell,1716,9437,1351,8662
