First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13618,11335,1026,651,Currituck,2212,10380,1830,8854
12279,11014,192,109,Anson,2989,9098,2618,8287
9430,7677,3970,2722,Swain,1316,4144,1129,3826
34529,29608,1482,988,Pender,10677,22370,9038,19582
7738,6419,117,75,Mitchell,1266,6355,939,5405
23296,20060,459,261,Richmond,5485,17352,4536,15263
37562,31764,1506,976,Haywood,8600,27456,7376,23412
120009,103800,1854,1079,Gaston,42414,75741,37943,64778
67556,59804,10105,8096,Craven,16393,41058,14144,37564
39719,35468,1290,725,Franklin,14250,24179,12784,21959
100673,89756,1993,1350,Iredell,41777,56903,37705,50701
19472,17167,176,122,Yadkin,5482,13814,4972,12073
27218,23507,639,425,Beaufort,5591,20988,4775,18307
63841,53767,7404,4964,Harnett,20637,35800,17804,30999
9347,8495,183,108,Polk,1856,7308,1684,6703
28106,23610,301,160,Dare,5970,21835,5405,18045
251550,209643,3936,2207,Forsyth,75622,171992,69439,137997
132908,111088,62243,50125,Onslow,30800,39865,26393,34570
5634,4935,546,339,Jones,1252,3836,1032,3564
57283,50016,929,640,Nash,19775,36579,17749,31627
25455,20627,4156,2853,Jackson,3746,17553,3221,14553
29559,25359,2183,1569,Duplin,8569,18807,7550,16240
6943,5448,55,26,Alleghany,1400,5488,1132,4290
259543,216564,42090,43372,Missing,94401,123052,88716,84476
127270,113522,3935,2305,Cabarrus,48257,75078,44528,66689
17501,15499,435,208,Alexander,2988,14078,2527,12764
6633,5325,1924,1258,Camden,882,3827,766,3301
25159,21773,561,351,Mcdowell,3390,21208,2733,18689
35335,29634,632,414,Sampson,8986,25717,7803,21417
32763,28659,443,295,Lenoir,10565,21755,9230,19134
29964,26303,718,452,Rutherford,5938,23308,5322,20529
12603,11174,267,184,Montgomery,3051,9285,2517,8473
22724,19450,328,198,Stokes,7817,14579,6906,12346
25524,21887,450,328,Columbus,7259,17815,6216,15343
45654,40123,586,398,Wilson,13936,31132,11704,28021
155763,133937,3189,1959,New hanover,51676,100898,46841,85137
44864,39871,398,245,Lincoln,17254,27212,14838,24788
25588,22107,476,301,Davie,7977,17135,7132,14674
9427,8408,174,94,Northampton,1532,7721,1301,7013
28731,25402,546,329,Halifax,5410,22775,4513,20560
61194,53140,1427,938,Robeson,15780,43987,13420,38782
26411,21308,6409,4347,Hoke,6935,13067,5775,11186
9634,8521,175,134,Yancey,1087,8372,899,7488
36371,32136,677,444,Lee,12073,23621,10792,20900
180055,155392,6704,4180,Buncombe,44956,128395,41771,109441
3435,3120,,,Hyde,176,3259,150,2970
26567,22619,832,488,Edgecombe,7357,18378,6257,15874
19630,15149,355,236,Transylvania,3420,15855,2933,11980
47243,41676,4808,2924,Chatham,13792,28643,12376,26376
239321,209458,7562,4978,Durham,59743,172016,55497,148983
2055,1789,,,Tyrrell,181,1874,142,1647
62518,55288,5058,3171,Moore,16977,40483,14989,37128
66488,58754,877,621,Randolph,22939,42672,20191,37942
66728,58930,3987,3094,Rowan,22357,40384,19737,36099
15775,12571,201,121,Ashe,3401,12173,2902,9548
71946,60211,1613,1028,Henderson,14864,55469,12726,46457
27817,24426,448,317,Vance,7701,19668,6652,17457
138193,124513,1298,704,Union,53727,83168,49958,73851
6451,5600,59,38,Washington,1824,4568,1577,3985
87180,75398,2029,1286,Davidson,26474,58677,23262,50850
40002,35766,5204,4545,Granville,10787,24011,9567,21654
33584,25995,212,91,Watauga,4768,28604,4077,21827
52377,46425,671,374,Cleveland,15687,36019,13547,32504
4284,3668,445,328,Graham,896,2943,732,2608
4914,4366,125,78,Gates,568,4221,483,3805
48231,42132,6961,4926,Carteret,13305,27965,11668,25538
