First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
9440,8383,171,83,Northampton,1516,7753,1267,7033
28440,24963,542,328,Halifax,5309,22589,4368,20267
60536,52039,1417,902,Robeson,15461,43658,12913,38224
25949,20634,6267,4164,Hoke,6763,12919,5521,10949
9571,8433,175,133,Yancey,1051,8345,864,7436
35973,31559,669,442,Lee,11827,23477,10458,20659
179643,154449,6672,4160,Buncombe,44601,128370,41165,109124
3416,3092,,,Hyde,176,3240,148,2944
26087,22026,813,473,Edgecombe,7227,18047,6043,15510
19557,15037,354,236,Transylvania,3394,15809,2887,11914
47079,41268,4711,2780,Chatham,13790,28578,12217,26271
237501,206662,7467,4947,Durham,58887,171147,53948,147767
2047,1776,,,Tyrrell,177,1870,135,1641
62236,54845,4967,3049,Moore,16798,40471,14699,37097
65872,57800,866,618,Randolph,22546,42460,19487,37695
66133,58186,3961,3067,Rowan,21960,40212,19151,35968
15418,12391,199,120,Ashe,3345,11874,2871,9400
71482,59566,1602,1024,Henderson,14662,55218,12452,46090
27424,23956,443,317,Vance,7556,19425,6471,17168
137069,122739,1275,700,Union,52885,82909,48537,73502
6394,5537,56,38,Washington,1805,4533,1559,3940
86422,74310,2002,1263,Davidson,26105,58315,22642,50405
39605,35294,5100,4499,Granville,10662,23843,9328,21467
33455,25755,208,89,Watauga,4697,28550,3993,21673
51895,45772,664,372,Cleveland,15496,35735,13255,32145
4869,4281,117,66,Gates,557,4195,471,3744
4268,3643,439,324,Graham,888,2941,723,2596
47709,41447,6676,4635,Carteret,13136,27897,11388,25424
104216,92750,1844,1171,Alamance,27405,74967,24296,67283
739274,642316,9072,5037,Mecklenburg,258901,471301,234958,402321
93277,81971,2805,1911,Brunswick,24997,65475,22157,57903
29245,26093,718,530,Stanly,7316,21211,6297,19266
6590,5600,19,12,Perquimans,1149,5422,935,4653
12727,10221,225,136,Madison,1361,11141,1211,8874
22735,19075,49,17,Pasquotank,5573,17113,4645,14413
40629,34919,331,184,Caldwell,11470,28828,9177,25558
89277,79795,1070,520,Catawba,32159,56048,27856,51419
33905,29840,322,207,Wilkes,10598,22985,9362,20271
15144,12083,3370,2248,Greene,2890,8884,2441,7394
48358,42855,564,352,Rockingham,14859,32935,12671,29832
22029,17526,518,322,Macon,3104,18407,2497,14707
111438,90955,,,Out o,,111438,,90955
840259,746623,11197,7057,Wake,275966,553096,254524,485042
11372,10275,151,117,Warren,2568,8653,2279,7879
342852,304136,5015,2848,Guilford,111546,226291,100249,201039
23819,19385,6648,4340,Bladen,4577,12594,3745,11300
229498,184393,91530,64354,Cumberland,58130,79838,49641,70398
8625,7201,185,83,Chowan,1772,6668,1606,5512
7611,6841,203,160,Pamlico,1265,6143,988,5693
18273,15923,263,183,Scotland,5167,12843,4136,11604
119517,102800,3362,1938,Johnston,38697,77458,33914,66948
5547,4971,223,100,Clay,1024,4300,939,3932
11739,9838,217,134,Martin,2562,8960,2069,7635
13921,12303,684,458,Cherokee,2834,10403,2238,9607
115864,102309,1338,896,Orange,25429,89097,24048,77365
43751,38349,740,410,Burke,11421,31590,9662,28277
37849,34081,345,229,Surry,11884,25620,10473,23379
64636,55998,6568,4895,Wayne,20047,38021,17041,34062
9858,8230,165,76,Avery,1593,8100,1363,6791
101629,85052,2097,1262,Pitt,31465,68067,27320,56470
10908,9453,102,59,Bertie,2037,8769,1734,7660
11992,10506,77,33,Hertford,3394,8521,2885,7588
23170,20663,395,292,Person,5997,16778,4919,15452
11391,10139,199,85,Caswell,1732,9460,1364,8690
