First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13607,11312,1023,646,Currituck,2212,10372,1826,8840
12247,10996,191,109,Anson,2977,9079,2607,8280
34483,29575,1480,985,Pender,10657,22346,9031,19559
9421,7651,3961,2709,Swain,1316,4144,1120,3822
7726,6404,117,75,Mitchell,1264,6345,934,5395
23270,20028,456,259,Richmond,5475,17339,4528,15241
37538,31710,1505,976,Haywood,8596,27437,7366,23368
119843,103601,1848,1077,Gaston,42343,75652,37826,64698
67434,59715,10094,8093,Craven,16370,40970,14108,37514
39678,35389,1289,724,Franklin,14235,24154,12749,21916
100596,89633,1989,1348,Iredell,41704,56903,37608,50677
19434,17120,176,122,Yadkin,5464,13794,4955,12043
27189,23481,639,425,Beaufort,5575,20975,4760,18296
63750,53631,7382,4952,Harnett,20582,35786,17720,30959
9343,8493,183,108,Polk,1853,7307,1684,6701
28082,23587,301,160,Dare,5957,21824,5392,18035
250911,208900,3928,2205,Forsyth,75492,171491,69196,137499
132728,110896,62162,50086,Onslow,30738,39828,26296,34514
5623,4922,546,337,Jones,1251,3826,1029,3556
57245,49956,927,639,Nash,19720,36598,17692,31625
25434,20597,4149,2847,Jackson,3738,17547,3211,14539
29530,25321,2181,1565,Duplin,8550,18799,7526,16230
6930,5440,55,26,Alleghany,1399,5476,1127,4287
257767,215442,42063,43349,Missing,94281,121423,88489,83604
127023,113173,3926,2301,Cabarrus,48154,74943,44387,66485
17489,15482,435,208,Alexander,2978,14076,2517,12757
6625,5314,1921,1257,Camden,880,3824,763,3294
25142,21735,561,351,Mcdowell,3384,21197,2722,18662
35301,29559,631,414,Sampson,8974,25696,7773,21372
32703,28597,441,294,Lenoir,10540,21722,9199,19104
29941,26282,717,452,Rutherford,5918,23306,5308,20522
12565,11149,266,184,Montgomery,3045,9254,2506,8459
22681,19404,327,198,Stokes,7802,14552,6893,12313
25606,21966,449,326,Columbus,7241,17916,6193,15447
45590,40023,581,398,Wilson,13897,31112,11654,27971
155624,133785,3180,1958,New hanover,51617,100827,46749,85078
44819,39809,398,244,Lincoln,17233,27188,14805,24760
25564,22069,474,301,Davie,7969,17121,7121,14647
9455,8433,173,94,Northampton,1530,7752,1299,7040
28720,25391,546,329,Halifax,5397,22777,4500,20562
61050,52903,1425,936,Robeson,15737,43888,13349,38618
26349,21228,6398,4335,Hoke,6908,13043,5740,11153
9629,8510,175,134,Yancey,1085,8369,898,7478
36290,32044,677,444,Lee,12041,23572,10757,20843
179847,155189,6701,4178,Buncombe,44907,128239,41725,109286
3432,3116,,,Hyde,176,3256,148,2968
26525,22550,828,488,Edgecombe,7334,18363,6220,15842
19621,15139,355,236,Transylvania,3417,15849,2931,11972
47199,41621,4800,2923,Chatham,13778,28621,12351,26347
238958,209072,7541,4977,Durham,59652,171765,55335,148760
2051,1786,,,Tyrrell,181,1870,142,1644
62464,55252,5053,3167,Moore,16945,40466,14963,37122
66405,58643,873,619,Randolph,22893,42639,20121,37903
66539,58716,3982,3093,Rowan,22308,40249,19659,35964
15610,12546,201,121,Ashe,3396,12013,2893,9532
71895,60127,1612,1028,Henderson,14847,55436,12712,46387
27752,24319,448,317,Vance,7679,19625,6624,17378
138043,124273,1293,704,Union,53634,83116,49808,73761
6437,5584,59,38,Washington,1820,4558,1575,3971
