First Dose Administered,Second Dose Administered,first_dose_tiberius,second_dose_tiberius,County,first_dose_federal,first_dose_nc,second_dose_federal,second_dose_nc
13455,11061,945,581,Currituck,2182,10328,1751,8729
12096,10741,180,99,Anson,2900,9016,2514,8128
9185,7388,3685,2456,Swain,1283,4217,1073,3859
34224,29131,1421,943,Pender,10500,22303,8779,19409
7623,6306,117,75,Mitchell,1213,6293,909,5322
22986,19607,444,257,Richmond,5371,17171,4338,15012
37236,31335,1472,965,Haywood,8495,27269,7248,23122
118978,101612,1797,1060,Gaston,41718,75463,36691,63861
66673,58445,9934,7848,Craven,16099,40640,13668,36929
39194,34647,1232,707,Franklin,13990,23972,12295,21645
99888,87955,1958,1334,Iredell,41033,56897,36451,50170
19234,16801,171,119,Yadkin,5378,13685,4774,11908
26866,23044,619,413,Beaufort,5462,20785,4562,18069
62884,52265,7086,4697,Harnett,20186,35612,16984,30584
9338,8455,180,108,Polk,1830,7328,1651,6696
27867,23257,282,148,Dare,5847,21738,5226,17883
247402,204383,3860,2162,Forsyth,74281,169261,66996,135225
130731,108063,61280,48896,Onslow,30014,39437,25165,34002
5512,4793,498,318,Jones,1223,3791,995,3480
56502,48818,915,632,Nash,19366,36221,17027,31159
25000,20179,3896,2657,Jackson,3625,17479,3095,14427
29165,24751,2050,1458,Duplin,8423,18692,7271,16022
6818,5292,49,26,Alleghany,1373,5396,1099,4167
242079,205582,43168,44702,Missing,97688,101223,88435,72445
125636,110899,3803,2262,Cabarrus,47269,74564,42925,65712
17260,15117,422,198,Alexander,2901,13937,2389,12530
6480,5145,1836,1184,Camden,861,3783,726,3235
24954,21450,549,351,Mcdowell,3356,21049,2650,18449
34871,28914,606,414,Sampson,8790,25475,7451,21049
32294,27957,429,290,Lenoir,10356,21509,8876,18791
29722,25931,706,451,Rutherford,5809,23207,5142,20338
12421,10990,258,182,Montgomery,2977,9186,2420,8388
22501,19108,319,194,Stokes,7715,14467,6720,12194
25503,21582,443,310,Columbus,7124,17936,5895,15377
44834,38885,566,386,Wilson,13568,30700,11083,27416
154825,131959,3095,1918,New hanover,50953,100777,45595,84446
44507,39224,392,242,Lincoln,17001,27114,14431,24551
25335,21703,462,294,Davie,7854,17019,6941,14468
9407,8320,170,83,Northampton,1512,7725,1258,6979
28319,24797,535,327,Halifax,5281,22503,4314,20156
60181,51562,1387,892,Robeson,15357,43437,12738,37932
25658,20346,6142,4108,Hoke,6729,12787,5480,10758
9547,8381,175,132,Yancey,1051,8321,864,7385
35786,31255,663,440,Lee,11748,23375,10327,20488
179147,153669,6622,4150,Buncombe,44533,127992,41053,108466
3410,3052,,,Hyde,176,3234,148,2904
25925,21801,792,468,Edgecombe,7175,17958,5954,15379
19498,14922,351,236,Transylvania,3389,15758,2873,11813
46874,41033,4604,2750,Chatham,13758,28512,12165,26118
237364,205102,7382,4933,Durham,58634,171348,53511,146658
2047,1766,,,Tyrrell,177,1870,135,1631
62538,54592,4842,3024,Moore,16708,40988,14509,37059
65595,57302,857,615,Randolph,22454,42284,19321,37366
65886,57721,3937,3057,Rowan,21847,40102,18955,35709
15323,12314,193,120,Ashe,3331,11799,2861,9333
71221,59241,1592,1022,Henderson,14630,54999,12399,45820
27238,23700,430,316,Vance,7519,19289,6402,16982
137168,122209,1255,695,Union,52750,83163,48209,73305
6346,5442,56,38,Washington,1799,4491,1542,3862
85961,73711,1967,1255,Davidson,25969,58025,22437,50019
39443,35067,5035,4462,Granville,10631,23777,9250,21355
33353,25598,207,88,Watauga,4683,28463,3975,21535
51695,45446,657,369,Cleveland,15428,35610,13170,31907
4840,4239,114,64,Gates,553,4173,466,3709
4238,3613,416,307,Graham,886,2936,721,2585
47700,41225,6566,4575,Carteret,13100,28034,11312,25338
104057,92093,1805,1167,Alamance,27283,74969,24078,66848
738594,637828,8960,5010,Mecklenburg,257785,471849,233159,399659
93303,81607,2757,1906,Brunswick,24893,65653,21984,57717
29133,25906,716,529,Stanly,7285,21132,6236,19141
6573,5565,19,12,Perquimans,1146,5408,927,4626
12695,10172,225,136,Madison,1360,11110,1210,8826
22625,18875,44,15,Pasquotank,5555,17026,4607,14253
33781,29674,316,207,Wilkes,10561,22904,9292,20175
89037,79368,1046,517,Catawba,32026,55965,27664,51187
40440,34666,328,184,Caldwell,11420,28692,9059,25423
